fiscal_yr,service_id,service_name_en,service_name_fr,department_name_en,department_name_fr,service_description_en,service_description_fr,external_internal,service_type,special_designations,service_recipient_type,service_url_en,service_url_fr,program_name_en,program_name_fr,last_GBA,ident_platform,client_target_groups,info_service,service_fee,cra_business_number,use_of_sin,assessed_for_accessibility,year_of_last_service_review,year_of_last_service_improvement_based_on_client_feedback,calls_received,web_visits_info_service,online_applications,telephone_applications,telephone_enquiries,in_person_applications,postal_mail_applications,email_applications,fax_applications,other_applications,e_registration,e_authentication,e_application,e_decision,e_issuance,e_feedback,client_feedback,special_remarks_en,special_remarks_fr
2020-2021,2316,Asset and Liability Accounting,Comptabilisation des actifs et des passifs,Canada Border Services Agency,Agence des services frontaliers du Canada,This service is related to recording and reporting of transactions relating to capital assets and liabilities.,Enregistrement en temps voulu des opérations relatives aux actifs et aux passifs et la production de rapports à leur sujet.,intern,info,non,client,,,Financial Management Services,Services de gestion financière,,,intern_gov,NA,N,NA,NA,na,,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,N,N,N,N,N,N,,,
2020-2021,2317,Employee Staffing and Orientation,Dotation en personnel et orientation des employés,Canada Border Services Agency,Agence des services frontaliers du Canada,The hiring and onboarding employees and other related processes.,L'embauche et l'intégration des employés et autres processus connexes.,intern,res,non,client,,,Human Resources Management Services,Services de gestion des ressources humaines,,,intern_gov,NA,N,NA,NA,na,,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,N,N,N,N,N,N,,,
2020-2021,2318,Compensation,Rémunération totale,Canada Border Services Agency,Agence des services frontaliers du Canada,Processing employees’ remuneration and other related entitlements.,Traitement de la rémunération des employés et autres droits connexes.,intern,res,non,client,,,Human Resources Management Services,Services de gestion des ressources humaines,,,intern_gov,NA,N,NA,NA,na,,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,N,N,N,N,N,N,,,
2020-2021,2319,Training and Development,Formation et le développement,Canada Border Services Agency,Agence des services frontaliers du Canada,"Courses, events, performance management and training resources in support of ongoing learning in the workplace.","ours, événements, gestion des performances et ressources de formation pour soutenir l'apprentissage continu sur le lieu de travail.",intern,cer,non,client,,,Human Resources Management Services,Services de gestion des ressources humaines,,,intern_gov,NA,N,NA,NA,na,,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,N,N,N,N,N,N,,,
2020-2021,2320,Labour Relations,Les relations de travail,Canada Border Services Agency,Agence des services frontaliers du Canada,Ensuring fairness and cooperation in workplaces in federal jurisdictions.,Assurer l'équité et la coopération dans les lieux de travail dans les juridictions fédérales.,intern,apir,non,client,,,Human Resources Management Services,Services de gestion des ressources humaines,,,intern_gov,NA,N,NA,NA,na,,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,N,N,N,N,N,N,,,
2020-2021,2321,HR Planning and Reporting,Planification et reporting RH,Canada Border Services Agency,Agence des services frontaliers du Canada,"rocesses related to future HR capacity and the review, measurement and dissemination of results.","Processus liés à la capacité future des RH et l'examen, la mesure et la diffusion des résultats.",intern,info,non,client,,,Human Resources Management Services,Services de gestion des ressources humaines,,,intern_gov,NA,N,NA,NA,na,,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,N,N,N,N,N,N,,,
2020-2021,2322,Organizational Design,Conception de l’organisation,Canada Border Services Agency,Agence des services frontaliers du Canada,"Reviewing, revising and updating the existing organizational structure, or creating a new structure.","xaminer, réviser et mettre à jour la structure organisationnelle existante, ou créer une nouvelle structure.",intern,info,non,client,,,Human Resources Management Services,Services de gestion des ressources humaines,,,intern_gov,NA,N,NA,NA,na,,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,N,N,N,N,N,N,,,
2020-2021,746,Drawback Claims,Demandes de drawback,Canada Border Services Agency,Agence des services frontaliers du Canada,"The CBSA receives and processes drawback claims, which is a refund of customs duties on imported goods that have been exported. Claimants can export goods in the same condition they were imported, or before export they can further manufacture or use them in a limited manner without affecting the refund amount.","L’ASFC reçoit et traite les demandes de drawback, qui portent sur le remboursement des droits de douane payés sur les marchandises importées qui sont par la suite exportées. Les demandeurs peuvent exporter les marchandises dans le même état dans lequel elles ont été importées ou, avant de les exporter, ils peuvent les transformer ou les utiliser d’une manière limitée sans influer sur le montant du remboursement.",extern,apir,non,client,https://www.cbsa-asfc.gc.ca/publications/dm-md/d7/d7-4-2-eng.html,https://www.cbsa-asfc.gc.ca/publications/dm-md/d7/d7-4-2-fra.html,Anti-Dumping and Countervailing,Antidumping et compensation,,,econom,N,N,Y,NA,na,2020,,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,2466,not_applicable,not_applicable,not_applicable,NA,N,N,N,N,N,onl,,
2020-2021,2323,HR Systems,Systèmes des ressources humaines,Canada Border Services Agency,Agence des services frontaliers du Canada,Developing and maintaining HR management and information tools.,Développer et maintenir des outils d'information et de gestion des RH.,intern,info,non,client,,,Human Resources Management Services,Services de gestion des ressources humaines,,,intern_gov,NA,N,NA,NA,na,,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,N,N,N,N,N,N,,,
2020-2021,2324,Records and Document Management,Gestion des dossiers et des documents,Canada Border Services Agency,Agence des services frontaliers du Canada,"Application of systematic control to the creation, use, maintenance, storage, retrieval, disposition, and preservation of all forms of recorded information.","Application d'un contrôle systématique à la création, à l'utilisation, à la maintenance, au stockage, à la récupération, à l'élimination et à la préservation de toutes les formes d'informations enregistrées.",intern,res,non,client,,,Information Management Services,Services de gestion de l'information,,,intern_gov,NA,N,NA,NA,na,,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,N,N,N,N,N,N,,,
2020-2021,664,NEXUS Program Application,Traitement des demandes de participation au programme NEXUS,Canada Border Services Agency,Agence des services frontaliers du Canada,"To participate in the NEXUS Program, an applicant must submit, along with the requisite application fee, either an online application through the  new Trusted Traveller Programs Portal that is operated by US Customs and Border Protection (CBP), or a paper application to the CBSA, which will process the application through one of its Canadian Processing Centres (either in Montreal, QC, or Niagara Falls, ON). The application processing involves a risk assessment of the clients by both the US CBP and the CBSA to determine whether they meet the requirements to participate in the program, followed by an interview at an enrolment center by CBP and CBSA officers to finalize enrolment.","Pour participer au programme NEXUS, le demandeur doit soumettre, avec les frais exigés, soit une demande en ligne au moyen du Global Online Enrollment System (GOES) exploité par le Customs and Border Protection (CBP) des États-Unis, soit une demande papier à l'Agence des services frontaliers du Canada, laquelle traitera la demande dans l'un des Centres de traitement canadien (soit à Montréal, QC, ou à Niagara Falls, ON). Le traitement de la demande comprend une évaluation des risques du demandeur par le CBP des États-Unis et par l'ASFC pour déterminer s'il répond aux exigences du programme, suivi d'une entrevue à un centre de l'enregistrement par un agent du CBP et de l'ASFC pour finaliser l'enregistrement.",extern,"apir,reg_vol",prior,client,https://www.cbsa-asfc.gc.ca/prog/nexus/menu-eng.html,https://www.cbsa-asfc.gc.ca/prog/nexus/menu-fra.html,Trusted Traveller,Voyageurs fiables,,oth,"econom,person",N,Y,NA,N,not assessed,,,14532,not_applicable,148869,not_applicable,14532,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,Y,NA,Y,Y,NA,Y,"eml,onl",,
2020-2021,665,CANPASS Suite of Programs Application,Traitement des demandes de participation à la suite de programmes CANPASS,Canada Border Services Agency,Agence des services frontaliers du Canada,"To participate in one of the CANPASS Programs (Private Aircraft/Corporate Aircraft), an applicant must submit a paper application, along with the requisite application fee, to the CBSA, which will process the application through one of its Canadian Processing Centres (Surrey, BC, Montreal, QC, and Niagara Falls, ON). The application processing involves a risk assessment of the clients to determine whether they meet the requirements to participate in the applied-for program.","Pour participer à l'un des programmes CANPASS (CANPASS Aéronef privé/Aéronef d'affaires), le demandeur doit soumettre une demande papier avec les frais exigés à l'Agence des services frontaliers du Canada, laquelle traitera la demande dans l'un des Centres de traitement canadiens (Surrey, C.-B.; Montréal, QC; et Niagara Falls, ON).  Le traitement de la demande comprend une évaluation des risques du demandeur pour déterminer s'il répond aux exigences du programme qui fait l'objet de la demande",extern,"apir,reg_vol",non,client,https://www.cbsa-asfc.gc.ca/prog/canpass/menu-eng.html,https://www.cbsa-asfc.gc.ca/prog/canpass/menu-fra.html,Trusted Traveller,Voyageurs fiables,,,person,N,Y,NA,N,na,,,135,not_applicable,not_applicable,not_applicable,135,not_applicable,207,not_applicable,not_applicable,not_applicable,NA,N,N,N,N,N,"eml,onl",,
2020-2021,2325,Business Intelligence and Decision Support,Services de renseignements opérationnels et de soutien décisionnel,Canada Border Services Agency,Agence des services frontaliers du Canada,"This service manages and uses information for proactive decision making, priority setting and anticipatory actions, including information capture, mining, protection, business analytics, query and reporting.","Gestion et utilisation d'information en vue de la prise de décisions proactive, de l'établissement des priorités et de l'adoption de mesures prospectives, y compris la saisie, l'extraction et la protection de l'information, les analyses opérationnelles, les requêtes et la production de rapports.",intern,info,non,client,,,Information Management Services,Services de gestion de l'information,,,intern_gov,NA,N,NA,NA,na,,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,N,N,N,N,N,N,,,
2020-2021,667,Free and Secure Trade Program (FAST) Driver Application,Traitement des demandes de participation au programme Expéditions rapides et sécuritaires (EXPRES),Canada Border Services Agency,Agence des services frontaliers du Canada,"To participate in the FAST Program, an applicant must submit, along with the requisite application fee, either an online application through the new Trusted Traveller Programs Portal that is operated by US Customs and Border Protection (CBP), or a paper application to the CBSA, which will process the application through its Canadian Processing Centre in Niagara Falls, ON. Only drivers have to submit an application form and fees. Importers and carriers must be approved in the CSA program and must have signed a PIP memorandum of understanding to be eligible for FAST. The application processing involves a risk assessment of the applicant, carrier and importer by both the US CBP and the CBSA to determine whether they meet the requirements to participate in the program, followed by an interview at an enrolment center by CBP and CBSA officers to finalize enrolment.","Pour participer au programme EXPRES, le demandeur doit soumettre, avec les frais exigés, soit une demande en ligne au moyen du Trusted Traveler Programs (TTP) System exploité par le Customs and Border Protection (CBP) des États-Unis, soit une demande papier à l'Agence des services frontaliers du Canada, laquelle traitera la demande au Centre de traitement canadien à Niagara Falls (ON). Seulement les chauffeurs doivent soumettre un formulaire de demande de participation et les frais de traitement. Les transporteurs et importateurs canadiens sont automatiquement approuvés pour le programme EXPRES lorsqu'ils deviennent des membres approuvés des programmes d'autocotisation des douanes (PAD) et partenaires en protection (PEP).  Le traitement de la demande comprend une évaluation des risques du demandeur, transporteur et importateur par le CBP des États-Unis et par l'ASFC pour déterminer s'il répond aux exigences pour participer au programme, suivi d'une entrevue à un centre de l'enregistrement par un agent du CBP ou de l'ASFC pour finaliser l'enregistrement.",extern,"apir,reg_vol",prior,client,https://www.cbsa-asfc.gc.ca/prog/fast-expres/menu-eng.html,https://www.cbsa-asfc.gc.ca/prog/fast-expres/menu-fra.html,Trusted Traveller,Voyageurs fiables,,oth,person,N,Y,NA,N,not assessed,,,1903,not_applicable,11653,not_applicable,1903,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,Y,NA,Y,Y,NA,Y,"eml,onl",,
2020-2021,668,Commercial Driver Registration Program (CDRP) Application,Traitement des demandes du Programme d'inscription des chauffeurs du secteur commercial (PICSC),Canada Border Services Agency,Agence des services frontaliers du Canada,"To participate in the CDRP, a client must submit a paper application to the CBSA, which will process the application through its Canadian Processing Centre in Niagara Falls, ON. The application processing involves a risk assessment of the clients to determine whether they meet the requirements to participate in the program.","Pour participer au PICSC, le demandeur doit soumettre une demande papier à l'Agence des services frontaliers du Canada, laquelle traitera la demande au Centre de traitement canadien à Niagara Falls (ON). Le traitement de la demande comprend une évaluation des risques du demandeur pour déterminer s'il répond aux exigences du programme.",extern,"apir,reg_vol",non,client,https://www.cbsa-asfc.gc.ca/prog/cdrp-picsc/menu-eng.html,https://www.cbsa-asfc.gc.ca/prog/cdrp-picsc/menu-fra.html,Trusted Traveller,Voyageurs fiables,,,person,N,N,NA,N,na,,,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,205,not_applicable,not_applicable,not_applicable,NA,N,N,N,N,N,"eml,onl",,
2020-2021,2326,Data Management,Services de gestion des données,Canada Border Services Agency,Agence des services frontaliers du Canada,"This service manages structured information (i.e., data), including architectures and metadata.","Gestion d'information structurée (données), y compris les architectures et les métadonnées.",intern,info,non,client,,,Information Management Services,Services de gestion de l'information,,,intern_gov,NA,N,NA,NA,na,,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,N,N,N,N,N,N,,,
2020-2021,2327,Information Management,Gestion du programme de GI,Canada Border Services Agency,Agence des services frontaliers du Canada,"This service provides a holistic approach to the management of information across the organization, including the development of IM plans, policies, information architectures, and awareness and training sessions.","Adoption d'une approche holistique de la gestion de l'information à l'échelle d'une organisation, y compris l'élaboration de plans et de politiques de GI, l'établissement d'architectures d'information et des séances de sensibilisation et de formation.",intern,info,non,client,,,Information Management Services,Services de gestion de l'information,,,intern_gov,NA,N,NA,NA,na,,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,N,N,N,N,N,N,,,
2020-2021,2328,Library,Services de bibliothèque,Canada Border Services Agency,Agence des services frontaliers du Canada,"Management of books, periodicals, and sometimes films and recorded music for GC employees to read, borrow, or refer to.","Gestion des livres, des périodiques et parfois des films et de la musique enregistrée que les employés du GC peuvent lire, emprunter ou consulter.",intern,info,non,client,,,Human Resources Management Services,Services de gestion des ressources humaines,,,intern_gov,NA,N,NA,NA,na,,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,N,N,N,N,N,N,,,
2020-2021,2329,Web Content Management,Services de gestion du contenu Web,Canada Border Services Agency,Agence des services frontaliers du Canada,"Website authoring, collaboration, and administration tools.","Outils de création, de collaboration et d'administration de sites web.",intern,info,non,client,,,Information Management Services,Services de gestion de l'information,,,intern_gov,NA,N,NA,NA,na,,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,N,N,N,N,N,N,,,
2020-2021,723,Cultural Property Export Permits,Biens culturels - Délvrance des licences d'exportation,Canada Border Services Agency,Agence des services frontaliers du Canada,"The export of controlled cultural property is subject to a permit procedure, which is administered by designated permit issuing officers at specified CBSA offices across Canada.",L’exportation de biens culturels contrôlés est soumise à une procédure de délivrance des licences qui est administrée par des agents de délivrance de licenses désignés dans certains bureaux de l’ASFC au Canada.,extern,"apir,reg_vol",non,client,https://www.cbsa-asfc.gc.ca/publications/dm-md/d19/d19-4-1-eng.html,https://www.cbsa-asfc.gc.ca/publications/dm-md/d19/d19-4-1-fra.html,Commercial-Trade Facilitation and Compliance,Facilitation et conformité des opérations commerciales et des échanges commerciaux,,,econom,N,N,NA,NA,na,2020,,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,no_data,no_data,not_applicable,not_applicable,156,NA,N,N,N,N,N,onl,Applications can be made by mail or in person but there is no mechanism under which we can assess which method was used.,"Les demandes peuvent être faites par courrier ou en personne, mais il n'existe aucun mécanisme permettant d'évaluer quelle méthode a été utilisée."
2020-2021,750,Trade Appeals and Litigation,Appels et litiges des échanges commerciaux,Canada Border Services Agency,Agence des services frontaliers du Canada,Providing the importing community with a presidential review with respect to a review of a trade decision or advanced ruling.,Fournir aux importateurs une révision présidentielle suite à une décision anticipée ou relative aux programmes des échanges commerciaux.,extern,apir,prior,client,https://www.cbsa-asfc.gc.ca/recourse-recours/menu-eng.html,https://www.cbsa-asfc.gc.ca/recourse-recours/menu-fra.html,Recourse,Recours,,,econom,N,N,N,NA,na,2020,,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,110,120,not_applicable,147,N,N,N,N,N,N,"onl,oth","For the number of applications by Mail,  we do not distinguish which specific channel it was received through (mail, fax). Therefore, appeals received in the Mail category could include appeals that were received by fax. For appeals received in Other Channels, the  method of application is not specified in our database.","Pour le nombre de demandes reçues par courrier, nous ne distinguons pas par quel canal spécifique elles ont été reçues (courrier, télécopieur). Par conséquent, les appels reçus dans la catégorie Courrier pourraient inclure des appels qui ont été reçus par télécopieur. Pour les appels reçus par d'autres canaux, la méthode d'application n'est pas spécifiée dans notre base de données."
2020-2021,1548,International Events and Convention Services Program (IECSP),Programme des services aux événements internationaux et aux congrès (PSEIC),Canada Border Services Agency,Agence des services frontaliers du Canada,"The International Events and Convention Services Program (IECSP) aims to provide facilitation to the Meetings, Conventions & Incentive Travel (MC&IT) industry through it’s recognition process as well as educational and logistical support throughout the life cycle of an event. For more information, please see Memorandum D8-1-2, International Events and Convention Services Program (IECSP) and International Events in Canada.","Le Programme des services aux événements internationaux et aux congrès (PSEIC) vise à fournir une facilitation à l’industrie des Réunions, Conventions et Voyages Incitatifs ( RC&VI) à travers de son processus de reconnaissance ainsi qu’au support éducationnel et logistique pendant le cycle de vie d’un événement. Pour plus d’informations, veuillez-vous référer au Mémorandum D8-1-2, Programme des services aux événements internationaux et aux congrès (PSEIC) et Évènements internationaux au Canada.",extern,info,non,client,https://www.cbsa-asfc.gc.ca/services/ie-ei/menu-eng.html,https://www.cbsa-asfc.gc.ca/services/ie-ei/menu-fra.html,Traveller Facilitation and Compliance,Facilitation de la circulation et conformité des voyageurs,,,econom,N,N,NA,NA,na,,,130,not_applicable,185,not_applicable,130,not_applicable,not_applicable,184,not_applicable,not_applicable,NA,N,Y,NA,NA,Y,onl,,
2020-2021,941,Fairness Monitoring Services,Surveillance de l'équité,Public Services and Procurement Canada,Services publics et Approvisionnement Canada,"The Fairness Monitoring (FM) Program provides management, client departments, government suppliers, Parliament and Canadians with independent assurance that departmental procurement activities are conducted in a fair, open and transparent manner.","Le Programme de surveillance de l'équité offre à la haute gestion, aux ministères clients, aux fournisseurs gouvernementaux, au Parlement et aux Canadiens une assurance indépendante que les activités sont menées de manière juste, ouverte et transparente.",enterprise,mgnt,non,client,https://masource-mysource.spac-pspc.gc.ca/eng/services/dgs-dob/se-fm/Pages/default.aspx,https://masource-mysource.spac-pspc.gc.ca/fra/services/dgs-dob/se-fm/Pages/default.aspx,Security and Oversight Services,Services de sécurité et de surveillance,,,"econom,intern_gov",N,N,NA,N,na,2020,2020,no_data,819,not_applicable,not_applicable,no_data,not_applicable,not_applicable,39,not_applicable,not_applicable,N,N,N,N,N,N,"eml,onl,person,tel","Requests for services  submitted via email. Requests are sent to a generic box or directly to an employee of the  FM Program. The  Program follows up by email. There is no online portal, therefore based on the provided instructions was not coded as such.  39 applications were received via email","Les demandes de service sont soumises par courriel. Elles sont envoyées à une boite générique ou directement à un employé du Programme de SE. The Programme assure un suivi par courriel. Comme  il ne s'agit pas d'un portail Web, compte tenu des instructions, nous n'avons pas effectuée d'entrée comme telle.  39 demandes ont été reçues par courriel."
2020-2021,902,Receiver General Services - Issuing payments,Services du receveur général - Émission de paiements,Public Services and Procurement Canada,Services publics et Approvisionnement Canada,"Issuing of payments for all departments and agencies. This includes: Accepting requisitions from Departments, managing the issuance of all payments via financial institutions and service providers on behalf of the Government of Canada.  Also includes supporting processes and departmental enquiries. Payments have been identified as mission critical for PSPC and the federal government.  Non-payments to vulnerable groups will result in financial hardship (pensioners, unemployment etc.) This service is offered to all government departments and it is the responsibility of departments to support the citizens directly.                                                               

Banking and Cash Management Sector - Payment Issuance. Payments have been identified as mission critical for PSPC and the federal government.  Non-payments to vulnerable groups will result in financial hardship (pensioners, unemployment etc.)","Émission des paiements pour tous les ministères et organismes. Cela comprend : Accepter les réquisitions des ministères, gérer l'émission de tous les paiements par l'intermédiaire des institutions financières et des fournisseurs de services au nom du gouvernement du Canada. Comprend également les processus de soutien et les demandes des services. Les paiements ont été identifiés comme essentiels à la mission de SPAC et du gouvernement fédéral. Les non-paiements aux groupes vulnérables entraîneront des difficultés financières (retraités, chômage, etc.) Ce service est offert à tous les ministères et il est de la responsabilité des ministères de soutenir directement les citoyens.

Secteur de la gestion bancaire et de la trésorerie - L’émission du paiement. Les paiements ont été identifiés comme essentiels à la mission pour le CPFP et le gouvernement fédéral. Non-payments aux groupes vulnérables entraînera des difficultés financières (pensionnés, le chômage, etc.)",enterprise,res,non,client,https://gcintranet.tpsgc-pwgsc.gc.ca/fp-gf/index-eng.html,https://gcintranet.tpsgc-pwgsc.gc.ca/fp-gf/index-eng.html,Payments and Revenue Collection,Paiements et perception des recettes,,,intern_gov,N,N,N,Y,na,,2020,1661,962455,not_applicable,not_applicable,1661,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,NA,N,Y,N,Y,Y,"eml,onl,person,tel","Service is only offered to internal GC departments, and only through the transmission of secure, authenticated files to the SPS.","Le service est offert seulement aux services internes du GC, et seulement par la transmission de fichiers sécurisés, authentifiés au SPS."
2020-2021,905,Canadian General Standards Board,Office des normes générales du Canada,Public Services and Procurement Canada,Services publics et Approvisionnement Canada,"The Canadian General Standards Board provides standards development and conformity assessment services, including programs for certification of products and services, registration of quality and environmental management systems, and related services. These services are provided in support of economic, regulatory, procurement, health, safety and environmental interests.","L'Office des normes générales du Canada offre des services d'élaboration de normes et d'évaluation de la conformité, notamment des programmes de certification de produits et services et des programmes d'enregistrement de systèmes de gestion de la qualité et de systèmes de gestion environnementale, ainsi que des services connexes. Ces services sont destinés à appuyer les secteurs de l'économie, de la réglementation, de l'approvisionnement, de la santé, de la sécurité et de l'environnement.","extern,enterprise","acq,res",non,client,https://www.tpsgc-pwgsc.gc.ca/ongc-cgsb/index-eng.html,https://www.tpsgc-pwgsc.gc.ca/ongc-cgsb/index-fra.html,Canadian General Standards Board,Office des normes générales du Canada,,,"econom,enviro,intern_gov,NGO,PTC",N,Y,NA,NA,WCAG 2.0 AA,,2019,0,0,0,0,0,0,0,89,0,0,N,NA,Y,N,NA,N,"eml,onl,person,tel","Only applications for the certification program for the procurement and materiel management communities tracked. Enrollment in the program was greatly impacted last fiscal year by the pandemic.
CGSB's web page provides generic information about its programs; there's no use for the number of visits therefore we don't collect this data.
Some forms are online. However, online application is not possible. 
In person application is not possible.
The number of application received by mail and fax is negligible.","Seules les demandes pour le programme de certification de la collectivité des approvisionnements et de la gestion du matériel suivi. L’inscription au programme a été grandement touchés par la pandémie du dernier exercice financier.
La page Web de l’ONGC fournit des renseignements génériques sur ses programmes; il n’y a pas utiliser pour le nombre de visites par conséquent nous n’avons pas de recueillir ces données.
Certains formulaires sont en ligne. Toutefois, la demande en ligne n’est pas possible.
En personne demande n’est pas possible.
Le nombre de demandes reçues par la poste et par télécopieur est négligeable."
2020-2021,910,"Public Opinion Research – Coordination, Advisory and Knowledge Management Services","Recherche sur l'opinion publique ‒ Services de coordination, services-conseils et services de gestion des connaissances",Public Services and Procurement Canada,Services publics et Approvisionnement Canada,PSPC's Public Opinion Research Directorate provides mandatory coordination and advisory services to Government of Canada organizations on public opinion research. It also fosters capacity building and the sharing of public opinion research across the federal government.,La Direction de la recherche sur l'opinion publique (DROP) de SPAC offre des services de coordination et des services-conseils obligatoires en matière de recherche sur l'opinion publique (ROP) aux organisations du gouvernement fédéral. Elle favorise en outre l’établissement de partenariats et l’échange de renseignements sur la ROP réalisée à l’échelle du gouvernement fédéral.,enterprise,comm,non,client,https://www.tpsgc-pwgsc.gc.ca/rop-por/index-eng.html#raar,https://www.tpsgc-pwgsc.gc.ca/rop-por/index-fra.html,Communications Services,Services de communication,,,intern_gov,Y,N,NA,NA,na,2016,,0,0,not_applicable,not_applicable,0,not_applicable,not_applicable,not_applicable,0,not_applicable,NA,NA,NA,NA,NA,NA,"eml,onl,person,tel","N/A indicates that the service is not offered through this method. 

Online Application not possible","N / A indique que le service n'est pas offert par cette méthode. 

Pas de demande en ligne possible"
2020-2021,913,Centralized Electronic Access to Publications,Accès électronique centralisé aux publications,Public Services and Procurement Canada,Services publics et Approvisionnement Canada,The Publishing and Depository Services Directorate (PDSD) acquires and catalogues an extensive variety of Government of Canada publications and makes them available through publications.gc.ca.,La Direction des Éditions et Services de dépôt (DÉSD) acquiert et catalogue une vaste gamme de publications du gouvernement du Canada et les rend disponibles au moyen de publications.gc.ca.,"extern,enterprise",comm,non,client,http://publications.gc.ca/site/eng/home.html,http://publications.gc.ca/site/fra/accueil.html,Communications Services,Services de communication,,oth,"econom,intern_gov,person",Y,N,NA,NA,not assessed,2016,,0,1257162,3859,not_applicable,0,not_applicable,0,1683,0,not_applicable,N,N,N,N,Y,N,"eml,onl,tel","N/A indicates that the service is not offered through this method.

Clients can request to publish on our website in 2 ways:
1. Email
2. Mail (numbers are not significant enough to track)

Services can be requested using our Contact Government of Canada Publications web form 

https://publications.gc.ca/site/eng/contact/contactUs.html","N/A indique que le service n’est pas offert à l’aide de cette méthode.

Les clients peuvent demander de publier sur notre site Web de deux façons :
1. Courriel
2. Courrier (chiffres ne sont pas suffisamment importants pour la bonne voie).

Les services peuvent être demandés en utilisant notre formulaire Web des publications du gouvernement du Canada

https://publications.gc.ca/site/fra/contact/contactezNous.html"
