fiscal_yr,service_id,service_name_en,service_name_fr,service_std_id,service_std_en,service_std_fr,service_std_url_en,service_std_url_fr,service_std_type,target_type,service_std_target,volume_meeting_target,total_volume,performance,gcss_tool_fiscal_yr,channel,standard_channel_comment_en,standard_channel_comment_fr,standard_comment_en,standard_comment_fr,realtime_result_url_en,realtime_result_url_fr,department_name_en,department_name_fr
2020-2021,660,Victims Fund,Fonds d'aide aux victimes,279,To process payments within 28 calendar days after the completion of the requirements outlined in the contribution agreement or grant letter.,Notre objectif est d'effectuer les paiements dans les 28 jours civils suivant l'achèvement des exigences énoncées dans l'accord de contribution ou dans la lettre de subvention.,https://www.justice.gc.ca/eng/fund-fina/service.html,https://www.justice.gc.ca/fra/fina-fund/service.html,time,percentage,80,890,1009,88.0,,oth,N/A,N/A,"Online, email and fax","En ligne, courriel et fax",,,Department of Justice Canada,Ministère de la Justice Canada
2020-2021,660,Victims Fund,Fonds d'aide aux victimes,277,To acknowledge receipt of a funding application within 7 calendar days of receiving the funding application,Notre objectif est d'accuser réception de votre proposition dans les sept (7) jours civils suivant la réception de votre demande de financement.,https://www.justice.gc.ca/eng/fund-fina/service.html,https://www.justice.gc.ca/fra/fina-fund/service.html,time,percentage,80,235,246,96.0,,oth,N/A,N/A,"Online, email and fax","En ligne, courriel et fax",,,Department of Justice Canada,Ministère de la Justice Canada
2020-2021,660,Victims Fund,Fonds d'aide aux victimes,278,To issue official written notification of the funding decision within 120 calendar days of receiving a complete funding application,Nous avons pour objectif de vous envoyer par écrit un avis officiel de la décision de financement dans un délai de 120 jours civils suivant la réception de votre proposition complète.,https://www.justice.gc.ca/eng/fund-fina/service.html,https://www.justice.gc.ca/fra/fina-fund/service.html,time,percentage,80,227,246,92.0,,oth,N/A,N/A,"Online, email and fax","En ligne, courriel et fax",,,Department of Justice Canada,Ministère de la Justice Canada
2020-2021,661,Justice Partnership and Innovation Program (JPIP),Programme juridique de partenariats et d'innovation,280,To acknowledge receipt of a funding application within 7 calendar days of receiving the funding application,Notre objectif est d'accuser réception de votre proposition dans les sept (7) jours civils suivant la réception de votre demande de financement.,https://www.justice.gc.ca/eng/fund-fina/service.html,https://www.justice.gc.ca/fra/fina-fund/service.html,time,percentage,80,49,51,96.0,,oth,N/A,N/A,"Online, email and fax","En ligne, courriel et fax",,,Department of Justice Canada,Ministère de la Justice Canada
2020-2021,661,Justice Partnership and Innovation Program (JPIP),Programme juridique de partenariats et d'innovation,281,To issue official written notification of the funding decision within 120 calendar days of receiving a complete funding application,Nous avons pour objectif de vous envoyer par écrit un avis officiel de la décision de financement dans un délai de 120 jours civils suivant la réception de votre proposition complète.,https://www.justice.gc.ca/eng/fund-fina/service.html,https://www.justice.gc.ca/fra/fina-fund/service.html,time,percentage,80,24,51,47.0,,oth,N/A,N/A,"Online, email and fax","En ligne, courriel et fax",,,Department of Justice Canada,Ministère de la Justice Canada
2020-2021,661,Justice Partnership and Innovation Program (JPIP),Programme juridique de partenariats et d'innovation,282,To process payments within 28 calendar days after the completion of the requirements outlined in the contribution agreement or grant letter.,Notre objectif est d'effectuer les paiements dans les 28 jours civils suivant l'achèvement des exigences énoncées dans l'accord de contribution ou dans la lettre de subvention,https://www.justice.gc.ca/eng/fund-fina/service.html,https://www.justice.gc.ca/fra/fina-fund/service.html,time,percentage,80,79,96,82.0,,oth,N/A,N/A,"Online, email and fax","En ligne, courriel et fax",,,Department of Justice Canada,Ministère de la Justice Canada
2020-2021,2098,Advisory Services,Services de consultation juridique,2820,Departments and agencies receive high quality advisory services.,Les ministères et organismes reçoivent des services de consultation juridique de grande qualité.,,,oth,other_type,ND,ND,ND,ND,,eml,"The quality in the provision of advisory services by Justice Canada to other federal departments and agencies is measured though a Client Feedback Survey based on a set of services standards focusing on timeliness, responsiveness and usefulness. The Department has identified a performance target of 8.0 on a 10-point scale for each of the elements in the survey for which client feedback is sought. Portfolio Results Reports are produced after each survey. Aggregated results are reported in the Departmental Results Report. The Client Feedback Survey accounts for 2 performance indicators: Overall client satisfaction of legal services and client satisfaction on the performance of legal services against the services standards. The Client Feedback survey is administered on a 2-year cycle.","La qualité de la prestation de services législatifs par Justice Canada à d’autres ministères et organismes fédéraux est mesurée au moyen d’un sondage de rétroaction auprès des clients fondé sur un ensemble de normes de services axées sur la rapidité, la réactivité et l’utilité. Le Ministère a identifié un objectif de rendement de 8,0 sur une échelle de 10 points pour chacun des éléments du sondage pour lequel les commentaires des clients sont demandés. Les rapports sur les résultats du portefeuille sont produits après chaque sondage. Les résultats agrégés sont indiqués dans le Rapport sur les résultats ministériels. Le Sondage sur la rétroaction des clients représente deux indicateurs de rendement : la satisfaction globale des clients à l’égard des services juridiques et la satisfaction des clients à l’égard du rendement des services juridiques par rapport aux normes de services. Le sondage sur la rétroaction des clients est administré sur un cycle de deux ans.","The quality in the provision of adviory services by Justice Canada to other federal departments and agencies is measured through a Client Feedback Survey based on a set of services standards focusing on timeliness, responsiveness and usefulness. The Department has identified a performance target of 8.0 on a 10-point scale for each of the elements in the survey for which client feedback is sought.","La qualité de la prestation de services consultatifs par Justice Canada à d’autres ministères et organismes fédéraux est mesurée au moyen d’un sondage de rétroaction auprès des clients fondé sur un ensemble de normes de services axées sur la rapidité, la réactivité et l’utilité. Le Ministère a identifié un objectif de rendement de 8,0 sur une échelle de 10 points pour chacun des éléments du sondage pour lequel les commentaires des clients sont demandés.",,,Department of Justice Canada,Ministère de la Justice Canada
2020-2021,662,Indigenous Justice Program,Programme de justice autochtone,285,To process payments within 28 calendar days after the completion of the requirements outlined in the contribution agreement or grant letter.,Notre objectif est d'effectuer les paiements dans les 28 jours civils suivant l'achèvement des exigences énoncées dans l'accord de contribution ou dans la lettre de subvention.,https://www.justice.gc.ca/eng/fund-fina/service.html,https://www.justice.gc.ca/fra/fina-fund/service.html,time,percentage,80,302,308,98.0,,oth,N/A,N/A,"Online, email and fax","En ligne, courriel et fax",,,Department of Justice Canada,Ministère de la Justice Canada
2020-2021,662,Indigenous Justice Program,Programme de justice autochtone,283,To acknowledge receipt of a funding application within 7 calendar days of receiving the funding application,Notre objectif est d'accuser réception de votre proposition dans les sept (7) jours civils suivant la réception de votre demande de financement.,https://www.justice.gc.ca/eng/fund-fina/service.html,https://www.justice.gc.ca/fra/fina-fund/service.html,time,percentage,80,33,36,92.0,,oth,N/A,N/A,"Online, email and fax","En ligne, courriel et fax",,,Department of Justice Canada,Ministère de la Justice Canada
2020-2021,662,Indigenous Justice Program,Programme de justice autochtone,284,To issue official written notification of the funding decision within 120 calendar days of receiving a complete funding application,Nous avons pour objectif de vous envoyer par écrit un avis officiel de la décision de financement dans un délai de 120 jours civils suivant la réception de votre proposition complète.,https://www.justice.gc.ca/eng/fund-fina/service.html,https://www.justice.gc.ca/fra/fina-fund/service.html,time,percentage,80,36,36,100.0,,oth,N/A,N/A,"Online, email and fax","En ligne, courriel et fax",,,Department of Justice Canada,Ministère de la Justice Canada
2020-2021,663,Access to Justice in Both Official Languages Support Fund,Fonds d’appui à l’accès à la justice dans les deux langues officielles,267,To acknowledge receipt of a funding application within 7 calendar days of receiving the funding application,Notre objectif est d'accuser réception de votre proposition dans les sept (7) jours civils suivant la réception de votre demande de financement.,https://www.justice.gc.ca/eng/fund-fina/service.html,https://www.justice.gc.ca/fra/fina-fund/service.html,time,percentage,80,48,53,91.0,,oth,N/A,N/A,"Online, email and fax","En ligne, courriel et fax",,,Department of Justice Canada,Ministère de la Justice Canada
2020-2021,663,Access to Justice in Both Official Languages Support Fund,Fonds d’appui à l’accès à la justice dans les deux langues officielles,268,To issue official written notification of the funding decision within 120 calendar days of receiving a complete funding application,Nous avons pour objectif de vous envoyer par écrit un avis officiel de la décision de financement dans un délai de 120 jours civils suivant la réception de votre proposition complète.,https://www.justice.gc.ca/eng/fund-fina/service.html,https://www.justice.gc.ca/fra/fina-fund/service.html,time,percentage,80,46,53,87.0,,oth,N/A,N/A,"Online, email and fax","En ligne, courriel et fax",,,Department of Justice Canada,Ministère de la Justice Canada
2020-2021,663,Access to Justice in Both Official Languages Support Fund,Fonds d’appui à l’accès à la justice dans les deux langues officielles,269,To process payments within 28 calendar days after the completion of the requirements outlined in the contribution agreement or grant letter.,Notre objectif est d'effectuer les paiements dans les 28 jours civils suivant l'achèvement des exigences énoncées dans l'accord de contribution ou dans la lettre de subvention.,https://www.justice.gc.ca/eng/fund-fina/service.html,https://www.justice.gc.ca/fra/fina-fund/service.html,time,percentage,80,97,133,73.0,,oth,N/A,N/A,"Online, email and fax","En ligne, courriel et fax",,,Department of Justice Canada,Ministère de la Justice Canada
2020-2021,2291,Central Registry of Divorce Proceedings (CRDP),Bureau d'enregistrement des actions en divorce (BEAD),3748,Return of phone calls received within five business days,Retour des appels reçus dans les cinq prochaines journées ouvrables,,,time,percentage,95,8725,8725,100.0,,tel,,,N/A,N/A,,,Department of Justice Canada,Ministère de la Justice Canada
2020-2021,1746,Ministerial Correspondence,Correspondence ministerielle,2052,Replies into MINO done within a maximum of 30 days,Réponse au bureau du ministre en dedans un maximum de 30 jours,https://dfo-mpo.gc.ca/transparency-transparence/mtb-ctm/2019/binder-cahier-2/f4-min-corresp-min-eng.htm,https://dfo-mpo.gc.ca/transparency-transparence/mtb-ctm/2019/binder-cahier-2/f4-min-corresp-min-fra.htm,time,percentage,ND,ND,ND,ND,,oth,Email,Courriel,,,,,Fisheries and Oceans Canada,Pêches et Océans Canada
2020-2021,1749,Pacific Integrated Commercial Fisheries Initiative Contribution Agreements,Ententes de contribution de l’Initiative de pêche commerciale intégrée du Pacifique (IPCIP),2057,Acknowledge receipt of application/workplan within 7 calendar days,Accuser réception de la demande ou du plan de travail dans un délai de sept jours civils.,http://dfo-mpo.gc.ca/standards/index-eng.htm,http://dfo-mpo.gc.ca/standards/index-fra.htm,time,percentage,ND,ND,ND,ND,,oth,Assessed with Aboriginal Programs and Governance Information System (APGIS),Évalué avec le système d'Information de Programmes et Gouvernance Autochtones,,,,,Fisheries and Oceans Canada,Pêches et Océans Canada
2020-2021,1749,Pacific Integrated Commercial Fisheries Initiative Contribution Agreements,Ententes de contribution de l’Initiative de pêche commerciale intégrée du Pacifique (IPCIP),2058,Notification of the funding decision within 30 calendar days of a fully completed application,Avis sur la décision de financement 30 jours civils après avoir reçu une demande complète,http://dfo-mpo.gc.ca/standards/index-eng.htm,http://dfo-mpo.gc.ca/standards/index-fra.htm,time,percentage,ND,ND,ND,ND,,oth,Assessed with Aboriginal Programs and Governance Information System (APGIS),Évalué avec le système d'Information de Programmes et Gouvernance Autochtones,,,,,Fisheries and Oceans Canada,Pêches et Océans Canada
2020-2021,1749,Pacific Integrated Commercial Fisheries Initiative Contribution Agreements,Ententes de contribution de l’Initiative de pêche commerciale intégrée du Pacifique (IPCIP),2059,Payment will be released within 40 calendar days of the successful fulfillment of requirements as outlined in the signed contribution agreement,Le paiement sera versé dans les 40 jours civils suivant la satisfaction des exigences énoncées dans l’accord de contribution signé,http://dfo-mpo.gc.ca/standards/index-eng.htm,http://dfo-mpo.gc.ca/standards/index-fra.htm,time,percentage,ND,ND,ND,ND,,oth,Assessed with Aboriginal Programs and Governance Information System (APGIS),Évalué avec le système d'Information de Programmes et Gouvernance Autochtones,,,,,Fisheries and Oceans Canada,Pêches et Océans Canada
2020-2021,1030,Oceans Management Grant Program to support Indigenous Groups,Programme de subventions pour la gestion des océans pour appuyer les groupes autochtones dans l’élaboration et la mise en œuvre d’activités de conservation et de gestion des océans,2754,Notification of the funding decision is made within 30 business days.,La décision de financement est notifiée dans les 30 jours ouvrables.,http://dfo-mpo.gc.ca/standards/index-eng.htm,http://dfo-mpo.gc.ca/standards/index-fra.htm,time,percentage,ND,ND,ND,ND,,oth,Email,Email,,,,,Fisheries and Oceans Canada,Pêches et Océans Canada
2020-2021,1030,Oceans Management Grant Program to support Indigenous Groups,Programme de subventions pour la gestion des océans pour appuyer les groupes autochtones dans l’élaboration et la mise en œuvre d’activités de conservation et de gestion des océans,2755,Requisition payment to recipient within 45 business days of receiving a fully completed report.,Demande de paiement au destinataire dans les 45 jours ouvrables suivant la réception d'un rapport dûment rempli.,http://dfo-mpo.gc.ca/standards/index-eng.htm,http://dfo-mpo.gc.ca/standards/index-fra.htm,time,percentage,ND,ND,ND,ND,,oth,Email,Courriel,,,,,Fisheries and Oceans Canada,Pêches et Océans Canada
2020-2021,1030,Oceans Management Grant Program to support Indigenous Groups,Programme de subventions pour la gestion des océans pour appuyer les groupes autochtones dans l’élaboration et la mise en œuvre d’activités de conservation et de gestion des océans,2799,Acknowledge receipt of application within 15 business days.,Accuser réception de la demande dans les 15 jours ouvrables.,http://dfo-mpo.gc.ca/standards/index-eng.htm,http://dfo-mpo.gc.ca/standards/index-fra.htm,time,percentage,ND,ND,ND,ND,,oth,N/A,N/A,,,,,Fisheries and Oceans Canada,Pêches et Océans Canada
2020-2021,999,British Columbia Aquaculture Regulatory Program - Applications for new licenses and major amendments,Programme de réglementation de l'aquaculture en Colombie-Britannique - Nouveaux sites et modifications techniques majeures,2786,"Upon receipt of a fully completed application Fisheries and Oceans Canada will make a decision regarding new sites or major technical amendments, within 365 calendar days.","Dès réception du dossier complet de demande, Pêches et Océans Canada prendra une décision  concernant les nouveaux sites ou les modifications majeures dans un délai de 365 jours calendrier",https://dfo-mpo.gc.ca/acts-lois/standards/BC-aquaculture-CB-eng.htm,https://dfo-mpo.gc.ca/acts-lois/standards/BC-aquaculture-CB-fra.htm,time,percentage,ND,ND,ND,ND,,oth,Email,Courriel,,,,,Fisheries and Oceans Canada,Pêches et Océans Canada
2020-2021,998,British Columbia Aquaculture Regulatory Program - Minor Technical Amendments,Programme de réglementation de l'aquaculture en Colombie-Britannique - Modifications techniques mineures,915,"Upon receipt of a fully completed application, Fisheries and Oceans Canada will process minor technical amendments to a licence within 120 calendar days.","Dès réception du dossier complet d'une demande, Pêches et Océans Canada traitera les modifications techniques mineures apportées au permis dans un délai de 120 jours calendrier.",https://dfo-mpo.gc.ca/acts-lois/standards/BC-aquaculture-CB-eng.htm,https://dfo-mpo.gc.ca/acts-lois/standards/BC-aquaculture-CB-fra.htm,time,percentage,ND,ND,ND,ND,,oth,Email,Courriel,,,,,Fisheries and Oceans Canada,Pêches et Océans Canada
2020-2021,2112,Ecosystems and Oceans Science Contribution Framework (formerly Ocean and Freshwater Science Contribution Program (OFSCP),Cadre de contribution de Sciences des écosystèmes et des océans,2888,Requisition for payment 15 days.,Réquisition de paiement – 15 jours,https://dfo-mpo.gc.ca/standards/index-eng.htm,https://dfo-mpo.gc.ca/standards/index-fra.htm,time,percentage,ND,ND,ND,ND,,oth,Internal tracker spreadsheet,Chiffrier interne de suivi,,,,,Fisheries and Oceans Canada,Pêches et Océans Canada
2020-2021,2112,Ecosystems and Oceans Science Contribution Framework (formerly Ocean and Freshwater Science Contribution Program (OFSCP),Cadre de contribution de Sciences des écosystèmes et des océans,2889,Notification of funding 45 days.,Notification de décision de financem,https://dfo-mpo.gc.ca/standards/index-eng.htm,https://dfo-mpo.gc.ca/standards/index-fra.htm,time,percentage,ND,ND,ND,ND,,oth,Internal tracker spreadsheet,Chiffrier interne de suivi,,,,,Fisheries and Oceans Canada,Pêches et Océans Canada
2020-2021,2112,Ecosystems and Oceans Science Contribution Framework (formerly Ocean and Freshwater Science Contribution Program (OFSCP),Cadre de contribution de Sciences des écosystèmes et des océans,2890,Acknowledgement of proposal - 5 days,Accusé de réception de la proposition – 5 jours,https://dfo-mpo.gc.ca/standards/index-eng.htm,https://dfo-mpo.gc.ca/standards/index-fra.htm,time,percentage,ND,ND,ND,ND,,oth,Internal tracker spreadsheet,Chiffrier interne de suivi,,,,,Fisheries and Oceans Canada,Pêches et Océans Canada
2020-2021,846,Grants for the Disposal of Surplus Lighthouses,Programme de subventions et de contributions pour l’aliénation de phares excédentaires,723,Requisition for payment: 45 business days,Requisition pour le paiement : 45 jours ouvrables,http://www.dfo-mpo.gc.ca/standards/index-eng.htm,http://www.dfo-mpo.gc.ca/standards/index-fra.htm,time,percentage,ND,ND,ND,ND,,person,,,,,,,Fisheries and Oceans Canada,Pêches et Océans Canada
2020-2021,846,Grants for the Disposal of Surplus Lighthouses,Programme de subventions et de contributions pour l’aliénation de phares excédentaires,536,Acknowledgement of the receipt of an application or proposal: 2 business days,Accusé de réception d'une demande ou d'une proposition : 2 jours ouvrables,http://www.dfo-mpo.gc.ca/standards/index-eng.htm,http://www.dfo-mpo.gc.ca/standards/index-fra.htm,time,percentage,ND,ND,ND,ND,,person,,,,,,,Fisheries and Oceans Canada,Pêches et Océans Canada
2020-2021,846,Grants for the Disposal of Surplus Lighthouses,Programme de subventions et de contributions pour l’aliénation de phares excédentaires,722,Notification of the funding decision: 5 business days,Notification de la décision de financement : 5 jours ouvrables,http://www.dfo-mpo.gc.ca/standards/index-eng.htm,http://www.dfo-mpo.gc.ca/standards/index-fra.htm,time,percentage,ND,ND,ND,ND,,person,,,,,,,Fisheries and Oceans Canada,Pêches et Océans Canada
2020-2021,956,Atlantic Fisheries Fund,Fonds des pêches de l’Atlantique,803,Notification of the funding decision: 100 business days,Avis de la décision de financement: 100 jours ouvrables,https://dfo-mpo.gc.ca/standards/index-eng.htm,https://dfo-mpo.gc.ca/standards/index-fra.htm,time,percentage,ND,ND,ND,ND,,tel,,,,,,,Fisheries and Oceans Canada,Pêches et Océans Canada
2020-2021,956,Atlantic Fisheries Fund,Fonds des pêches de l’Atlantique,2783,Acknowledgement of the receipt of an application or proposal: 5 business days,Accusé de réception d'une demande ou d'une proposition : 5 jours ouvrables,https://dfo-mpo.gc.ca/standards/index-eng.htm,https://dfo-mpo.gc.ca/standards/index-fra.htm,time,percentage,ND,ND,ND,ND,,oth,Canadian Fisheries Fund Information Storage Hub (CFFISH),Systèmes de Storage d'Information du Fonds des Pêches Canadien (SSIFPC),,,,,Fisheries and Oceans Canada,Pêches et Océans Canada
2020-2021,956,Atlantic Fisheries Fund,Fonds des pêches de l’Atlantique,2784,Requisition for payment: 15 business days,Demande de paiement: 15 jours ouvrables,https://dfo-mpo.gc.ca/standards/index-eng.htm,https://dfo-mpo.gc.ca/standards/index-fra.htm,time,percentage,ND,ND,ND,ND,,oth,Canadian Fisheries Fund Information Storage Hub (CFFISH),Systèmes de Storage d'Information du Fonds des Pêches Canadien (SSIFPC),,,,,Fisheries and Oceans Canada,Pêches et Océans Canada
2020-2021,996,Aids to Navigation,Aides à la navigation,911,% of Aids to Navigation reviews executed (planned and ad Hoc) versus planned,A navigation terminés (prévus et spéciaux) par rapport aux examens prévus,,,accur,percentage,ND,ND,ND,ND,,oth,Aids to navigation are reviewed to ensure they are placed appropriately and are supporting safe navigation in the context of the current characteristics of vessel traffic.,Les aides à la navigation sont examinées pour s’assurer qu’elles sont placées de façon appropriée et qu’elles appuient la sécurité de la navigation dans le contexte des caractéristiques actuelles du trafic maritime.,,,,,Fisheries and Oceans Canada,Pêches et Océans Canada
2020-2021,997,British Columbia Aquaculture Regulatory Program - Administrative Changes,Programme de réglementation de l'aquaculture en Colombie-Britannique - Modifications administratives,2787,"Upon receipt of a fully completed application, Fisheries and Oceans Canada will process administrative amendments to a licence within 30 calendar days.","Dès réception du dossier complet d'une demande, Pêches et Océans Canada traitera les modifications administratives apportées au permis dans un délai de 30 jours calendrier.",https://dfo-mpo.gc.ca/acts-lois/standards/BC-aquaculture-CB-eng.htm,https://dfo-mpo.gc.ca/acts-lois/standards/BC-aquaculture-CB-fra.htm,time,percentage,ND,ND,ND,ND,,oth,Email,Courriel,,,,,Fisheries and Oceans Canada,Pêches et Océans Canada
2020-2021,1006,Catch Certification Program,Programme de certification des captures,943,Process applications and notify participants of results within 48 hours.,Traiter les demandes et communiquer les résultats aux participants dans un délai de 48 heures.,https://www.dfo-mpo.gc.ca/acts-lois/standards/seafood-export-fruitsdemer-eng.htm,https://www.dfo-mpo.gc.ca/acts-lois/standards/seafood-export-fruitsdemer-fra.htm,time,percentage,ND,ND,ND,ND,2016-2017,onl,,,,,,,Fisheries and Oceans Canada,Pêches et Océans Canada
2020-2021,1006,Catch Certification Program,Programme de certification des captures,944,Process priority applications and notify participants of results within 2 hours.,Traiter les demandes prioritaires et communiquer les résultats aux participants dans un délai de 2 heures.,https://www.dfo-mpo.gc.ca/acts-lois/standards/seafood-export-fruitsdemer-eng.htm,https://www.dfo-mpo.gc.ca/acts-lois/standards/seafood-export-fruitsdemer-fra.htm,time,percentage,ND,ND,ND,ND,2016-2017,onl,,,,,,,Fisheries and Oceans Canada,Pêches et Océans Canada
2020-2021,1006,Catch Certification Program,Programme de certification des captures,945,Process grouping applications and notify participants of results within 10 business days.,Traiter les demandes de regroupements et communiquer les résultats aux participants dans un délai de 10 jours ouvrables.,https://www.dfo-mpo.gc.ca/acts-lois/standards/seafood-export-fruitsdemer-eng.htm,https://www.dfo-mpo.gc.ca/acts-lois/standards/seafood-export-fruitsdemer-fra.htm,time,percentage,ND,ND,ND,ND,2016-2017,onl,,,,,,,Fisheries and Oceans Canada,Pêches et Océans Canada
2020-2021,1006,Catch Certification Program,Programme de certification des captures,946,Process registrations requests in the FCS and notify participants of approval within 10 business days.,Traiter les demandes d'inscription et communiquer les résultats aux participants dans un délai de 10 jours ouvrables.,https://www.dfo-mpo.gc.ca/acts-lois/standards/seafood-export-fruitsdemer-eng.htm,https://www.dfo-mpo.gc.ca/acts-lois/standards/seafood-export-fruitsdemer-fra.htm,time,percentage,ND,ND,ND,ND,2016-2017,onl,,,,,,,Fisheries and Oceans Canada,Pêches et Océans Canada
2020-2021,1006,Catch Certification Program,Programme de certification des captures,947,Process CITES applications and notify applicants of results within 35 calendar days.,Traiter les demandes CITES et communiquer les résultats aux participants dans un délai de 35 jours civils.,https://www.dfo-mpo.gc.ca/acts-lois/standards/seafood-export-fruitsdemer-eng.htm,https://www.dfo-mpo.gc.ca/acts-lois/standards/seafood-export-fruitsdemer-fra.htm,time,percentage,ND,ND,ND,ND,2016-2017,onl,,,,,,,Fisheries and Oceans Canada,Pêches et Océans Canada
2020-2021,1013,Introduction and Transfer Licensing Application Review,Processus d'évaluation de permis d’introduction et de transfert,2797,Introductions and transfers Committees aim to process/review standard licence applications within 20 working days starting from the day that all required information has been received from the applicant. Individual Committees may set shorter service delivery times as standards for their jurisdiction,"Les comités d'introduction et de transfert ont pour objectif de traiter les demandes de licence dans un délai de 20 jours ouvrables à compter du jour où toutes les informations requises ont été reçues du demandeur. Individuellement, les comités peuvent fixer des délais de prestation de services plus courts comme normes pour leur juridiction.",https://www.dfo-mpo.gc.ca/acts-lois/standards/ITP-PIT-eng.htm,https://www.dfo-mpo.gc.ca/acts-lois/standards/ITP-PIT-fra.htm,time,percentage,ND,ND,ND,ND,2016-2017,oth,Email,Courriel,,,,,Fisheries and Oceans Canada,Pêches et Océans Canada
2020-2021,1015,MPA Activity Plan Application Process - Anguniaqvia niqiqyuam MPA,Processus de demande d’activités pour la ZPM -  Anguniaqvia niqiqyuam,959,Review applications and notify proponents within 60 days,Examiner les demandes et informer les promoteurs dans les 60 jours,https://www.dfo-mpo.gc.ca/oceans/mpa-zpm/anguniaqvia-niqiqyuam/page01-eng.html,https://www.dfo-mpo.gc.ca/oceans/mpa-zpm/anguniaqvia-niqiqyuam/page01-fra.html,time,percentage,ND,ND,ND,ND,,oth,Email,Courriel,,,,,Fisheries and Oceans Canada,Pêches et Océans Canada
2020-2021,1016,MPA Activity Plan Application Process - SGaan Kinghlas-Bowie Seamount MPA,Processus de demande d’activités pour la ZPM - Mont sous-marin SGaan Kinghlas-Bowie,960,Review applications and notify proponents within 30 days,Examiner les demandes et informer les promoteurs dans les 30 jours,,,time,percentage,ND,ND,ND,ND,,eml,,,,,,,Fisheries and Oceans Canada,Pêches et Océans Canada
2020-2021,1017,MPA Activity Plan Application Process - Eastport MPA,Processus de demande d’activités pour la ZPM - Eastport,961,Review applications and notify proponents within 30 days,Examiner les demandes et informer les promoteurs dans les 30 jours,,,time,percentage,ND,ND,ND,ND,,eml,,,,,,,Fisheries and Oceans Canada,Pêches et Océans Canada
2020-2021,1020,MPA Activity Plan Application Process - Gilbert Bay MPA,Processus de demande d’activités pour la ZPM - Baie Gilbert,962,Review applications and notify proponents within 30 days,Examiner les demandes et informer les promoteurs dans les 30 jours,,,time,percentage,ND,ND,ND,ND,,eml,,,,,,,Fisheries and Oceans Canada,Pêches et Océans Canada
2020-2021,1021,MPA Activity Plan Application Process - Gully MPA,Processus de demande d’activités pour la ZPM - Gully,963,Review applications and notify proponents within 30 days,Examiner les demandes et informer les promoteurs dans les 30 jours,,,time,percentage,ND,ND,ND,ND,,eml,,,,,,,Fisheries and Oceans Canada,Pêches et Océans Canada
2020-2021,1022,MPA Activity Plan Application Process - Hecate Strait/Queen Charlotte Sound Glass Sponge Reefs MPA,Processus de demande d’activités pour la ZPM - Détroit d'Hécate,964,Review applications and notify proponents within 60 days,Examiner les demandes et informer les promoteurs dans les 60 jours,,,time,percentage,ND,ND,ND,ND,,eml,,,,,,,Fisheries and Oceans Canada,Pêches et Océans Canada
2020-2021,1024,MPA Activity Plan Application Process - Musquash Estuary MPA,Processus de demande d’activités pour la ZPM - Estuaire de la Musquash,965,Review applications and notify proponents within 30 days,Examiner les demandes et informer les promoteurs dans les 30 jours,,,time,percentage,ND,ND,ND,ND,,eml,,,,,,,Fisheries and Oceans Canada,Pêches et Océans Canada
2020-2021,1025,MPA Activity Plan Application Process - St. Anns Bank MPA,Processus de demande d’activités pour la ZPM - Banc de Sainte-Anne,966,Review applications and notify proponents within 60 days,Examiner les demandes et informer les promoteurs dans les 60 jours,,,time,percentage,ND,ND,ND,ND,,eml,,,,,,,Fisheries and Oceans Canada,Pêches et Océans Canada
2020-2021,1026,National Online License System(NOLS),Système national d'émission de permis en ligne (SNEPL),967,"Access to National Online Licensing System is available 24 hours a day, seven days per week.(Excluding statutory holidays and provincial holidays in Ontario)","Le Système national d'émission de permis en ligne est accessible 24 heures sur 24, 7 jours sur 7. (À l'exception des jours fériés et des congés provinciaux en Ontario)",http://www.dfo-mpo.gc.ca/acts-lois/standards/licensing-eng.htm,http://www.dfo-mpo.gc.ca/acts-lois/standards/licensing-fra.htm,acces,percentage,ND,ND,ND,ND,2017-2018,onl,,,,,,,Fisheries and Oceans Canada,Pêches et Océans Canada
2020-2021,1027,National Recreational Licensing System (NRLS) (Pacific Only),Système national d'émission de permis de pêche récréative (SNDPP),968,"Access to National Recreational Licensing System (NRLS), (which issues tidal waters sport fishing licences), online portal provided 24 hours a day, 7 days a week","accès au Système national de d'émission de permis de pêche récréative, (qui délivre des permis de pêche récréative dans les eaux de marée), un portail en ligne accessible 24 heures sur 24, 7 jours sur 7",https://www.dfo-mpo.gc.ca/acts-lois/standards/sport-eng.htm,https://www.dfo-mpo.gc.ca/acts-lois/standards/sport-fra.htm,time,percentage,ND,ND,ND,ND,,onl,,,,,,,Fisheries and Oceans Canada,Pêches et Océans Canada
2020-2021,1027,National Recreational Licensing System (NRLS) (Pacific Only),Système national d'émission de permis de pêche récréative (SNDPP),2914,Phone and email inquiries responded to within 5 business days,les demandes transmises par téléphone et par courriel sont traitées dans un délai de 5 jours ouvrables,https://www.dfo-mpo.gc.ca/acts-lois/standards/sport-eng.htm,https://www.dfo-mpo.gc.ca/acts-lois/standards/sport-fra.htm,time,percentage,ND,ND,ND,ND,,onl,,,,,,,Fisheries and Oceans Canada,Pêches et Océans Canada
