fiscal_yr,service_id,service_name_en,service_name_fr,service_std_id,service_std_en,service_std_fr,service_std_url_en,service_std_url_fr,service_std_type,target_type,service_std_target,volume_meeting_target,total_volume,performance,gcss_tool_fiscal_yr,channel,standard_channel_comment_en,standard_channel_comment_fr,standard_comment_en,standard_comment_fr,realtime_result_url_en,realtime_result_url_fr,department_name_en,department_name_fr
2019-2020,1331,Canada Disability Savings Grant and Canada Disability Savings Bond,Subvention canadienne pour l’épargne-invalidité et Bon canadien pour l’épargne-invalidité,1320,Voicemail messages are responded to within one business day,Un appel est effectué dans un délai d’un jour ouvrable suivant la réception d’un message vocal.,https://www.canada.ca/en/employment-social-development/corporate/transparency/service-standards-2018-2019.html,https://www.canada.ca/fr/emploi-developpement-social/ministere/transparence/normes-service-2018-2019.html,time,percentage,90,603,664,91.0,,tel,,,,,,,Employment and Social Development Canada,Emploi et Développement social Canada
2019-2020,1331,Canada Disability Savings Grant and Canada Disability Savings Bond,Subvention canadienne pour l’épargne-invalidité et Bon canadien pour l’épargne-invalidité,1321,Written enquiries are responded to within five business days,La réponse aux demandes écrites est envoyée dans un délai de cinq jours ouvrables.,https://www.canada.ca/en/employment-social-development/corporate/transparency/service-standards-2018-2019.html,https://www.canada.ca/fr/emploi-developpement-social/ministere/transparence/normes-service-2018-2019.html,time,percentage,80,52,52,100.0,,post,,,,,,,Employment and Social Development Canada,Emploi et Développement social Canada
2019-2020,1331,Canada Disability Savings Grant and Canada Disability Savings Bond,Subvention canadienne pour l’épargne-invalidité et Bon canadien pour l’épargne-invalidité,1322,E-mail enquiries are responded to within five business days,La réponse aux courriels est envoyée dans un délai de cinq jours ouvrables.,https://www.canada.ca/en/employment-social-development/corporate/transparency/service-standards-2018-2019.html,https://www.canada.ca/fr/emploi-developpement-social/ministere/transparence/normes-service-2018-2019.html,time,percentage,80,681,716,95.0,,eml,,,,,,,Employment and Social Development Canada,Emploi et Développement social Canada
2019-2020,1322,Canada Education Savings Grant and the Canada Learning Bond,Subvention canadienne pour l’épargne-études et Bon d’études canadien,1298,Canada Education Savings Grants are paid into a child’s Registered Education Savings Plan (RESP) within 65 days of the subscriber’s contribution if the application is complete and accurate,Les subventions canadiennes pour l’épargne-études sont versées au régime enregistré d’épargne-études (REEE) d’un enfant dans les 65 jours suivant la contribution du souscripteur et la réception des documents dûment remplis.,https://www.canada.ca/en/employment-social-development/corporate/transparency/service-standards-2018-2019.html,https://www.canada.ca/fr/emploi-developpement-social/ministere/transparence/normes-service-2018-2019.html,time,percentage,95,36901594,37597614,98.0,,oth,NA,NA,,,,,Employment and Social Development Canada,Emploi et Développement social Canada
2019-2020,1322,Canada Education Savings Grant and the Canada Learning Bond,Subvention canadienne pour l’épargne-études et Bon d’études canadien,1299,"Canada Learning Bonds are paid into a child’s Registered Education Savings Plan (RESP) within 65 days of requesting the bond, if the child is eligible, and the application is complete and accurate. Then, for an eligible child who continues to qualify, an additional $100 in bond is paid every August.","Les bons d’études canadiens sont versés au régime enregistré d’épargne-études (REEE) d’un enfant dans les 65 jours suivant la réception des documents dûment remplis et à condition que l’enfant soit admissible. De plus, pour tout enfant qui demeure admissible, un bon supplémentaire de 100 $ est versé en août chaque année.",https://www.canada.ca/en/employment-social-development/corporate/transparency/service-standards-2018-2019.html,https://www.canada.ca/fr/emploi-developpement-social/ministere/transparence/normes-service-2018-2019.html,time,percentage,85,139208,150093,93.0,,oth,NA,NA,,,,,Employment and Social Development Canada,Emploi et Développement social Canada
2019-2020,1322,Canada Education Savings Grant and the Canada Learning Bond,Subvention canadienne pour l’épargne-études et Bon d’études canadien,1300,Canada Education Savings Grant and Canada Learning Bond telephone enquiry calls are answered within 180 seconds,Les appels concernant la Subvention canadienne pour l’épargne-études et le Bon d’études canadien sont pris en charge dans un délai de 180 secondes.,https://www.canada.ca/en/employment-social-development/corporate/transparency/service-standards-2018-2019.html,https://www.canada.ca/fr/emploi-developpement-social/ministere/transparence/normes-service-2018-2019.html,time,percentage,95,32571,33858,96.0,,tel,,,,,,,Employment and Social Development Canada,Emploi et Développement social Canada
2019-2020,1322,Canada Education Savings Grant and the Canada Learning Bond,Subvention canadienne pour l’épargne-études et Bon d’études canadien,1302,Voicemails are responded to within one business day,Un appel est effectué dans un délai d’un jour ouvrable suivant la réception d’un message vocal.,https://www.canada.ca/en/employment-social-development/corporate/transparency/service-standards-2018-2019.html,https://www.canada.ca/fr/emploi-developpement-social/ministere/transparence/normes-service-2018-2019.html,time,percentage,90,792,845,94.0,,tel,,,,,,,Employment and Social Development Canada,Emploi et Développement social Canada
2019-2020,1322,Canada Education Savings Grant and the Canada Learning Bond,Subvention canadienne pour l’épargne-études et Bon d’études canadien,1303,Written enquiries are responded to within five business days,La réponse aux demandes écrites est envoyée dans un délai de cinq jours ouvrables.,https://www.canada.ca/en/employment-social-development/corporate/transparency/service-standards-2018-2019.html,https://www.canada.ca/fr/emploi-developpement-social/ministere/transparence/normes-service-2018-2019.html,time,percentage,80,538,566,95.0,,post,,,,,,,Employment and Social Development Canada,Emploi et Développement social Canada
2019-2020,1322,Canada Education Savings Grant and the Canada Learning Bond,Subvention canadienne pour l’épargne-études et Bon d’études canadien,1305,E-mail enquiries are responded to within five business days,La réponse aux courriels est envoyée dans un délai de cinq jours ouvrables.,https://www.canada.ca/en/employment-social-development/corporate/transparency/service-standards-2018-2019.html,https://www.canada.ca/fr/emploi-developpement-social/ministere/transparence/normes-service-2018-2019.html,time,percentage,80,1402,1438,97.0,,eml,,,,,,,Employment and Social Development Canada,Emploi et Développement social Canada
2019-2020,1521,Canadian Hazards Information Service,Service canadien d'information sur les risques,3007,90% of hazardous natural events within Canada have a notification issued in a timely manner.,90% des événements naturels dangereux au Canada font l'objet d'un avis émis en temps opportune.,,,time,percentage,0,0,0,ND,,oth,90% of hazardous natural events within Canada have a notification issued in a timely manner.,90% des événements naturels dangereux au Canada font l'objet d'un avis émis en temps opportune.,,,,,Natural Resources Canada,Ressources naturelles Canada
2019-2020,1588,Issuance of Kimberley Process certificates for the export of rough diamonds,Délivrance des certificats du Processus de Kimberley pour l’exportation des diamants bruts,2216,Applications are processed within 24 hours (1 business day) upon receipt of a duly completed application and supporting documentation.,Les demandes sont traitées dans les 24 heures (1 jour ouvrable) suivant la réception d’une demande dûment remplie et de la documentation à l’appui.,https://www.nrcan.gc.ca/mining-materials/resources/kimberley-process-rough-diamonds/process-export-rough-diamonds/service-standards-high-volume-regulatory-authorizations-kimberley-process/15786,https://www.rncan.gc.ca/mines-materiaux/ressources/le-processus-de-kimberley-pour-les-diamants-bruts/le-processus-dexportation-de-diamants-bruts/normes-de-service-pour-les-autorisations-reglementaires-volume-eleve-processus,time,percentage,ND,ND,ND,ND,,post,,,,,,,Natural Resources Canada,Ressources naturelles Canada
2019-2020,1640,"Licences for the manufacture, storage and sale of explosives","Licences pour la fabrication, l’entreposage et la vente des explosifs",1608,Decisions are made within 30 days of receipt of an application.,Les décisions sont prises dans les 30 jours suivant la réception de la demande.,https://www.nrcan.gc.ca/explosives/acts-regulations/13848,https://www.rncan.gc.ca/explosifs/lois-reglements/13849,time,percentage,ND,ND,ND,ND,,onl,,,,,,,Natural Resources Canada,Ressources naturelles Canada
2019-2020,1641,Authorization of explosives,Autorisation des explosifs,1613,Decisions on applications to add articles to the Authorization List will be made within 30 days of receipt of the application.,95 % des décisions concernant les demandes d'ajouter des articles à la liste des explosifs autorisés sont prises dans les 30 jours suivant la réception de la demande.,https://www.nrcan.gc.ca/explosives/acts-regulations/13842,https://www.rncan.gc.ca/explosifs/lois-reglements/13843,time,percentage,ND,ND,ND,ND,,onl,,,,,,,Natural Resources Canada,Ressources naturelles Canada
2019-2020,244,Migratory Game Bird Hunting Permits,Permis de chasse aux oiseaux migrateurs considérés comme gibier,870,"Permits are available at select Canada Post outlets and select independent vendors, during normal business hours","Les permis sont disponibles dans certains points de vente de Postes Canada et certains vendeurs indépendants, pendant les heures normales de bureau",https://www.canada.ca/en/environment-climate-change/services/migratory-game-bird-hunting/permit/service-standards-performance-targets.html#toc1,https://www.canada.ca/fr/environnement-changement-climatique/services/chasse-oiseaux-migrateurs-gibier/permis/normes-service-objectifs-rendement.html,oth,percentage,99,183150,185000,99.0,,person,Availability Standard,Norme de disponibilité,"Approximately 180,000 - 190,000 MGBH permits have been issued from April 2019 to March 2020 through sales at select designated Canada Post offices and select designated independent vendors and the online MGBH e-Permitting system.","Environ 180 000 - 190 000 permis de chasse aux OMCG ont été émis au cours de la période allant d’avril 2019 à mars 2020 par le biais de ventes dans certains bureaux désignés de  Postes Canada et de vendeurs indépendants désignés, ainsi que par le système de permis de chasse aux OMCG électronique.",,,Environment and Climate Change Canada,Environnement et Changement climatique Canada
2019-2020,244,Migratory Game Bird Hunting Permits,Permis de chasse aux oiseaux migrateurs considérés comme gibier,871,"The printable permits and the Canadian Wildlife Habitat Conservation (CWHC) stamp can be purchased online through the MGBH e-Permitting system, which is available 24 hours a day and 7 days a week during hunting season","Les permis imprimables et le timbre sur la conservation de l'habitat faunique canadien (CHFC) peuvent être achetés en ligne grâce au système de permis de chasse aux OMCG électronique, disponible 24 heures sur 24 et 7 jours sur 7 pendant la saison de la chasse",https://www.canada.ca/en/environment-climate-change/services/migratory-game-bird-hunting/permit/service-standards-performance-targets.html#toc1,https://www.canada.ca/fr/environnement-changement-climatique/services/chasse-oiseaux-migrateurs-gibier/permis/normes-service-objectifs-rendement.html,acces,percentage,99,183150,185000,99.0,,onl,,,"Approximately 180,000 - 190,000 MGBH permits have been issued from April 2019 to March 2020 through sales at select designated Canada Post offices and select designated independent vendors and the online MGBH e-Permitting system.","Environ 180 000 - 190 000 permis de chasse aux OMCG ont été émis au cours de la période allant d’avril 2019 à mars 2020 par le biais de ventes dans certains bureaux désignés de  Postes Canada et de vendeurs indépendants désignés, ainsi que par le système de permis de chasse aux OMCG électronique.",,,Environment and Climate Change Canada,Environnement et Changement climatique Canada
2019-2020,243,Species at Risk Act Permit System,Système de permis de la Loi sur les espèces en péril,832,"A 90-day service standard applies to any permit applications issued under section 73 of SARA which authorize an activity that affects a listed wildlife species, any part of its critical habitat or the residences of its individuals.","Une norme de service de 90 jours s’applique pour tous les demandes de permis qui autorise une activité touchant une espèce sauvage inscrite, tout élément de son habitat essentiel ou la résidence de ses individus délivrés sous l’article 73 de la LEP.",https://www.canada.ca/en/environment-climate-change/services/species-risk-act-accord-funding/standards/service-standards-permitting-decisions.html,https://www.canada.ca/fr/environnement-changement-climatique/services/especes-peril-loi-accord-financement/normes/normes-service-decisions-permis.html,time,percentage,100,50,53,94.0,,onl,,,An additional 11 permits were issued for which the service standard did not apply.,Onze permis additionnels ont été délivrés auxquels la norme de service ne s'appliquait pas.,,,Environment and Climate Change Canada,Environnement et Changement climatique Canada
2019-2020,263,Environmental Funding - EcoAction Community Funding Program,Appel de propositions pour ÉcoAction,1133,Our goal is to return your phone call or email inquiry regarding eligibility of your organization or project idea within 2 working days.,Notre but est de vous rappeler ou de répondre à votre courriel de demande de renseignements sur l’admissibilité de votre organisation ou de votre idée de projet dans un délai de 2 jours ouvrables.,,,time,percentage,100,42,53,79.0,,tel,,,,,,,Environment and Climate Change Canada,Environnement et Changement climatique Canada
2019-2020,263,Environmental Funding - EcoAction Community Funding Program,Appel de propositions pour ÉcoAction,1136,"After you have been notified as a successful recipient, a regional Project officer will contact you to develop a contribution agreement. We work towards completing this process within 40 working days.","Une fois que vous aurez été avisés que votre projet a été retenu, un agent de projet régional communiquera avec vous pour élaborer un accord de contribution. Nous nous employons à mener ce processus à terme en 40 jours ouvrables.",,,time,percentage,100,10,26,38.0,,eml,,,,,,,Environment and Climate Change Canada,Environnement et Changement climatique Canada
2019-2020,263,Environmental Funding - EcoAction Community Funding Program,Appel de propositions pour ÉcoAction,2577,Our goal is to return your phone call or email inquiry regarding eligibility of your organization or project idea within 2 working days.,Notre but est de vous rappeler ou de répondre à votre courriel de demande de renseignements sur l’admissibilité de votre organisation ou de votre idée de projet dans un délai de 2 jours ouvrables.,,,time,percentage,100,97,115,84.0,,eml,,,,,,,Environment and Climate Change Canada,Environnement et Changement climatique Canada
2019-2020,263,Environmental Funding - EcoAction Community Funding Program,Appel de propositions pour ÉcoAction,2578,Our goal is to provide an acknowledgement receipt of a completed and signed application package within 5 working days of the application deadline.,Notre objectif est de vous faire parvenir un accusé de réception de votre demande dûment remplie et signée dans les 5 jours ouvrables suivant la date limite de présentation des demandes.,,,time,percentage,100,34,34,100.0,,onl,,,,,,,Environment and Climate Change Canada,Environnement et Changement climatique Canada
2019-2020,263,Environmental Funding - EcoAction Community Funding Program,Appel de propositions pour ÉcoAction,2579,"Once the successful negotiation of a contribution agreement has taken place, our goal is to provide you with the final contribution agreement for your signature within 15 working days.",Notre objectif est d’envoyer aux bénéficiaires de financement l’entente de contribution finale pour qu’ils la signent dans les 15 jours ouvrables suivant la conclusion de l’entente.,,,time,percentage,100,30,32,94.0,,eml,,,,,,,Environment and Climate Change Canada,Environnement et Changement climatique Canada
2019-2020,263,Environmental Funding - EcoAction Community Funding Program,Appel de propositions pour ÉcoAction,2595,The department’s goal is to send a letter to successful funding recipients within 5 working days of making the final funding decision.,Notre objectif est de faire parvenir une lettre aux bénéficiaires de financement retenus dans les 5 jours ouvrables suivant la décision finale d’Environnement et Changement climatique sur le financement.,,,time,percentage,100,7,34,21.0,,post,,,,,,,Environment and Climate Change Canada,Environnement et Changement climatique Canada
2019-2020,263,Environmental Funding - EcoAction Community Funding Program,Appel de propositions pour ÉcoAction,2597,"If your project proposal is not eligible for funding, our goal is to communicate with you in writing within 30 working days of the application deadline to provide you with an explanation indicating why your proposal is ineligible.","Si votre proposition de projet n’est pas admissible au financement, notre objectif est de vous faire parvenir une lettre, dans les 30 jours ouvrables suivant la date limite de présentation des demandes, pour vous expliquer pourquoi votre demande n’est pas admissible.",,,time,percentage,100,32,33,97.0,,post,,,,,,,Environment and Climate Change Canada,Environnement et Changement climatique Canada
2019-2020,263,Environmental Funding - EcoAction Community Funding Program,Appel de propositions pour ÉcoAction,2598,"If your project proposal is not eligible for funding, our goal is to communicate with you in writing within 30 working days of the application deadline to provide you with an explanation indicating why your proposal is ineligible.","Si votre proposition de projet n’est pas admissible au financement, notre objectif est de vous faire parvenir une lettre, dans les 30 jours ouvrables suivant la date limite de présentation des demandes, pour vous expliquer pourquoi votre demande n’est pas admissible.",,,time,percentage,100,9,9,100.0,,eml,,,,,,,Environment and Climate Change Canada,Environnement et Changement climatique Canada
2019-2020,262,Hazardous Waste Export and Import Permits,Permis d’exportation et d’importation de déchets dangereux,828,Standard: to complete the review process for permit applications within 60 days of receiving the complete and accurate application,norme : terminer le processus d'examen des demandes de permis dans les 60 jours après avoir reçu la demande complète et exacte,,,time,percentage,70,1720,1800,96.0,,onl,,,"Total Annual Business Volume = 1800 permit is approximate
Annual Business in standard = 1720 permit is approximate","Le volume total annuel de 1800 permis est approximatif.
Environ 1720 permit ont été dans les normes.",,,Environment and Climate Change Canada,Environnement et Changement climatique Canada
2019-2020,255,Environmental Funding - Atlantic Ecosystems Initiatives,Initiatives des écosystèmes de l'Atlantique,2599,"For ECCC’s application-based funding programs, ECCC will acknowledge the receipt of a completed and signed application package within 5 working days of the application deadline.","Pour les programmes de financement fondés sur les demandes, ECCC accusera réception des demandes dûment remplies et signées dans les 5 jours ouvrables suivant la réception de la demande.",,,time,percentage,100,19,19,100.0,,eml,,,,,,,Environment and Climate Change Canada,Environnement et Changement climatique Canada
2019-2020,255,Environmental Funding - Atlantic Ecosystems Initiatives,Initiatives des écosystèmes de l'Atlantique,2600,ECCC will provide the funding recipients with the final contribution agreement for the recipient’s signature within 15 working days of successful negotiation of the contribution agreement.,ECCC fournira aux bénéficiaires de financement l’entente de contribution finale pour qu’ils la signent dans les 15 jours ouvrables suivant la négociation réussie de l’entente de contribution.,,,time,percentage,100,4,4,100.0,,eml,,,,,,,Environment and Climate Change Canada,Environnement et Changement climatique Canada
2019-2020,255,Environmental Funding - Atlantic Ecosystems Initiatives,Initiatives des écosystèmes de l'Atlantique,2601,ECCC will send a letter to successful funding recipients within 5 working days of making the final funding decision.,ECCC fera parvenir une lettre aux bénéficiaires de financement retenus dans les 5 jours ouvrables suivant la décision finale concernant le financement.,,,time,percentage,100,4,4,100.0,,eml,,,,,,,Environment and Climate Change Canada,Environnement et Changement climatique Canada
2019-2020,2007,"Ice Warnings, Forecasts and Information","Avertissements, prévisions et informations sur les glaces",2540,Ice forecasts and daily ice charts will be produced seven days a week with no interruptions longer than 24 hours.,"Les prévisions des glaces et les cartes quotidiennes des glaces seront produites sept jours par semaine, sans interruption de plus de 24 heures",,,acces,percentage,95,8710,8760,99.0,2013-2014,onl,,,"This Advisory and Information Service is not a transactional e-service. The ice information is accessible online or via the CCG marine radio, or Secure File Transfer Protocol (SFTP) service for low bandwidth users, and is available instantly in a self-service manner: it does not require a user's account nor an application, and there is no final outputs issued such as payments or requests completed. A total of 6,710 ice forecasts and charts (3,990 ice hazard bulletins and 2,720 daily ice charts) were issued in 2019-20. The Service Standard assesses the accessibility of the ice forecast and daily ice charts produced seven days a week, i.e. the # of hours of uptime of the diverse channels (8710) divided by # of hours in the year (8760).  For 2019-20, the performance result is 99%, meaning that the ice forecast and daily ice chart information was accessible to the public 99% of the time due to short planned and unplanned downtime operational downtime periods. The Service Standard target is 95%. The Service Standard is administered internally via the ISO and Quality Management System. The performance results will be publicly available on ECCC Website in FY2021-22. Accuracy service standard is under development and will be implemented in FY 2021-22: ECCC is currently assessing what measured indicator would be best appropriate as service standard.","Ce Service Consultatif et d'Information n'est pas un service transactionnel électronique. L’information est accessible en ligne, sur la radio maritime de la GCC ou via un protocole de transfert de fichiers sécurisé pour les utilisateurs à faible bande passante, et est disponible instantanément et en libre-service: l'accès au service ne requière pas de compte d'utilisateur ni d’application et il n'y a pas d'opérations finales effectuées tels que des paiements émis ou des demandes complétées. Au total, 6 710 prévisions et cartes des glaces (3 990 bulletins de danger des glaces et 2 720 cartes quotidiennes des glaces) ont été diffusées en 2019-20. La norme de service évalue l'accessibilité des prévisions des glaces et des cartes quotidiennes des glaces produites sept jours par semaine, c.-à-d. le # d’heures de disponibilité des divers canaux de diffusions (8710) divisé par le # d'heures dans une année (8760). Pour 2019-20, le résultat de performance est de 99%, ce qui signifie que les prévisions des glaces et les cartes quotidiennes des glaces étaient accessibles au public 99% du temps en raison de courtes périodes d'arrêt opérationnel planifiées et non planifiées. L'objectif de la norme de service est de 95 %. La norme de service est administrée à l’interne via le système ISO et de gestion de la qualité. Les résultats des performances seront accessibles au public sur le site web d'ECCC au cours de l'exercice 2021-22. La norme de service en matière d’exactitude est en cours d'élaboration et sera mise en œuvre au cours de l'exercice 2021-22 : ECCC est présentement en train d'évaluer quel indicateur mesuré serait le plus approprié comme normes de service.",,,Environment and Climate Change Canada,Environnement et Changement climatique Canada
2019-2020,2007,"Ice Warnings, Forecasts and Information","Avertissements, prévisions et informations sur les glaces",2541,Ice forecasts and charts are issued according to the established schedule.,Les prévisions et les cartes des glaces sont diffusées en fonction de l’horaire de diffusion établi.,,,time,percentage,95,6570,6710,98.0,2013-2014,onl,,,"Ice forecasts describe the anticipated ice conditions in Canadian navigable waters for the next two-day period and daily ice charts forecast the ice conditions in a predetermined geographical region valid at 18:00 UTC of the day of dissemination. A total of 6,710 ice forecasts and charts (3,990 ice hazard bulletins and 2,720 daily ice charts) were issued in 2019-20. The Service Standard assesses the percentage of ice hazard bulletins and daily ice charts that were issued according to the established schedule. The issued time of the ice hazard bulletins and daily ice charts is compared to the valid time: if the issued time is greater than the valid time, the forecast is considered as not being issued on time. For FY 2019-20, the performance result is 98%, meaning that 6,570 of the 6,710 ice forecasts and charts were issued according to the established schedule. The Service Standard target is 95%. The Service Standard is administered internally via the ISO and Quality Management System. The performance results will be publicly available on ECCC website in FY2021-22. Since the service is not transactional, real-time service delivery performance information is not applicable. Accuracy service standard is under development and will be implemented in FY 2021-22: ECCC is currently assessing what measured indicator would be best appropriate as service standard.","Les prévisions des glaces décrivent les conditions des glaces prévues dans les eaux navigables canadiennes pour la période de deux jours suivante et les cartes quotidiennes des glaces prévoient les conditions des glaces dans une région géographique prédéterminée valable à 18:00 UTC du jour de diffusion. Au total, 6 710 prévisions et cartes des glaces (3 990 bulletins de danger des glaces et 2 720 cartes quotidiennes des glaces) ont été diffusées en 2019-20. La norme de service évalue le pourcentage de bulletins sur les dangers liés aux glaces et de cartes quotidiennes des glaces diffusés en fonction de l’horaire de diffusion établi. Le temps de la diffusion du bulletins et de la carte quotidienne de glace est comparé à l’horaire valide: si le temps de la diffusion dépasse celui de l’horaire valide, on considère que le bulletin ou la carte n’a pas été diffusé à temps. Pour l'exercice 2019-20, le résultat de performance est de 98%, ce qui signifie que 6 570 des 6 710 prévisions et cartes des glaces ont été émises selon l’horaire établi. L'objectif de la norme de service est de 95 %. La norme de service est administrée à l’interne via le système ISO et de gestion de la qualité. Les résultats des performances seront accessibles au public sur le site Web d'ECCC au cours de l'exercice 2021-22. Puisque le service n’est pas transactionnel, l’information sur le rendement de la prestation des services prioritaires en temps réel ne s’applique pas. La norme de service en matière d’exactitude est en cours d'élaboration et sera mise en œuvre au cours de l'exercice 2021-22 : ECCC est présentement en train d'évaluer quel indicateur mesuré serait le plus approprié comme normes de service.",,,Environment and Climate Change Canada,Environnement et Changement climatique Canada
2019-2020,687,Hydrometric data and information service,Service de données et d’informations hydrométriques,525,"Data and information will be available 24 hours per day, 7 days per week.","Les données et informations seront disponibles 24 heures sur 24, sept jours sur sept",https://www.canada.ca/en/environment-climate-change/services/meteorological-service-standards.html,https://www.canada.ca/fr/environnement-changement-climatique/services/normes-service-meteorologique.html,acces,percentage,95,8752,8760,100.0,2013-2014,onl,,,"This Advisory and Information Service is not a transactional e-service. It is information accessible online, available instantly in a self-service manner: it does not require a user's account nor an application, and there is no final outputs issued such as payments or requests completed. The Service Standard assesses the accessibility of the hydrometric data on the web site, i.e. the # of hours of uptime of the WaterOffice and Datamart websites (8752), divided by # of hours in the year (8760). The service target is 95%. For 2019-20, the performance result is 99.9%: hydrometric data was accessible to the public 99.9% of the time due to short planned and unplanned downtime periods of the WaterOffice website and Datamart data provision service.","Ce Service Consultatif et d'Information n’est pas un service transactionnel électronique. L’information est accessible en ligne, disponible instantanément et en libre service: l'accès au service ne requière pas de compte d'utilisateur ni d’application et il n'y a pas d'opérations finales effectuées tels que des paiements émis ou des demandes complétées. La norme de service évalue l'accessibilité des données hydrométriques sur le site web, c.-à-d. le # d’heures de disponibilité des sites Web WaterOffice et Datamart (8752), divisé par le # d’heures dans l’année (8760). La cible de la norme de service est 95%. Pour 2019-20, le résultat de performance est 99,9%: les données hydrométriques ont été accessibles au public 99,9% du temps, dû aux courts temps d’arrêt planifiés et non planifiés du site WaterOffice et du service de provision de données du site Datamart.",,,Environment and Climate Change Canada,Environnement et Changement climatique Canada
2019-2020,687,Hydrometric data and information service,Service de données et d’informations hydrométriques,527,"Average score of the regular Quality Assurance Program (QAP) audits, which evaluate the accuracy of historical archived data based on both office and field activities.","Le résultat moyen des audits réguliers du Programme d’Assurance Qualité (PAQ) basés sur les activités des bureaux et sur le terrain, lesquels évaluent l’exactitude des données historiques archivées.",https://www.canada.ca/en/environment-climate-change/services/meteorological-service-standards.html,https://www.canada.ca/fr/environnement-changement-climatique/services/normes-service-meteorologique.html,oth,percentage,80,86,100,86.0,2013-2014,onl,"This Advisory and Information Service is not a transactional e-service. It is information accessible online, available instantly in a self-service manner: it does not require a user's account nor an application, and there is no final outputs issued such as payments or requests completed. The Service Standard assesses the average score of all office and field Quality Assurance Program (QAP) audits, which evaluate the accuracy of historical archived data based on both office and field activities. The accuracy of hydrometric data and information depends upon many factors, including the choice of measurement technologies and techniques, the physical conditions of the monitoring sites, access to the site to do regular measurements, and interpretation of data computation procedures. Results of audits help evaluate whether the best decisions, at the time, have been made to quality assure and correct the data to the highest international standards. Results also help identify needs for changes to training and Standard Operating Procedures (SOPs), especially to accommodate new technologies. The service target is an average score of 80% on regular QAP audits. In 2019-20, the Water Survey of Canada received a score of 86% on regular QAP audits.","Ce Service Consultatif et d’Information n’est pas un service transactionnel électronique. L’information est accessible en ligne, disponible instantanément et en libre service: l'accès au service ne requière pas de compte d'utilisateur ni d’application et il n'y a pas d'opérations finales effectuées tels que des paiements émis ou des demandes complétées. La norme de service évalue le résultat moyen des audits réguliers du Programme d’Assurance Qualité (PAQ) basés sur les activités des bureaux et sur le terrain, lesquels évaluent l’exactitude des données historiques archivées. L’exactitude des données et informations hydrométriques dépend de nombreux facteurs, incluant les technologies de mesure, les conditions physiques des sites de surveillance, l’accès au site pour effectuer des mesures régulières et l’interprétation des procédures de calculs. Les résultats des audits permettent d’évaluer si les meilleures décisions ont été prises à l’époque concernant l’assurance de la qualité et la correction des données selon les normes internationales les plus élevées. Ils permettent aussi d’identifier les besoins en matière de formation et de procédures normalisées, en particulier pour composer avec de nouvelles technologies. La cible de la norme de service est un score moyen de 80% sur les audits réguliers du PAQ. Pour 2019-20, le résultat de performance est un score de 86%.","This Advisory and Information Service is not a transactional e-service. It is information accessible online, available instantly in a self-service manner: it does not require a user's account nor an application, and there is no final outputs issued such as payments or requests completed. The Service Standard assesses the average score of all office and field Quality Assurance Program (QAP) audits, which evaluate the accuracy of historical archived data based on both office and field activities. The accuracy of hydrometric data and information depends upon many factors, including the choice of measurement technologies and techniques, the physical conditions of the monitoring sites, access to the site to do regular measurements, and interpretation of data computation procedures. Results of audits help evaluate whether the best decisions, at the time, have been made to quality assure and correct the data to the highest international standards. Results also help identify needs for changes to training and Standard Operating Procedures (SOPs), especially to accommodate new technologies. The service target is an average score of 80% on regular QAP audits. In 2019-20, the Water Survey of Canada received a score of 86% on regular QAP audits.","Ce Service Consultatif et d'Information n’est pas un service transactionnel électronique. L’information est accessible en ligne, disponible instantanément et en libre service: l'accès au service ne requière pas de compte d'utilisateur ni d’application et il n'y a pas d'opérations finales effectuées tels que des paiements émis ou des demandes complétées. La norme de service évalue le résultat moyen des audits réguliers du Programme d’Assurance Qualité (PAQ) basés sur les activités des bureaux et sur le terrain, lesquels évaluent l’exactitude des données historiques archivées. L’exactitude des données et informations hydrométriques dépend de nombreux facteurs, incluant les technologies de mesure, les conditions physiques des sites de surveillance, l’accès au site pour effectuer des mesures régulières et l’interprétation des procédures de calculs. Les résultats des audits permettent d’évaluer si les meilleures décisions ont été prises à l’époque concernant l’assurance de la qualité et la correction des données selon les normes internationales les plus élevées. Ils permettent aussi d’identifier les besoins en matière de formation et de procédures normalisées, en particulier pour composer avec de nouvelles technologies. La cible de la norme de service est un score moyen de 80% sur les audits réguliers du PAQ. Pour 2019-20, le résultat de performance est un score de 86%.",,,Environment and Climate Change Canada,Environnement et Changement climatique Canada
