fiscal_yr,service_id,service_name_en,service_name_fr,department_name_en,department_name_fr,external_internal,service_type,special_designations,service_description_en,service_description_fr,service_url_en,service_url_fr,program_name_en,program_name_fr,last_GBA,client_target_groups,info_service,service_fee,cra_business_number,use_of_sin,service_channels,online_applications,web_visits_info_service,calls_received,in_person_applications,postal_mail_applications,other_applications,e_registration,e_authentication,e_application,e_decision,e_issuance,e_feedback,client_feedback,special_remarks_en,special_remarks_fr
2016-2017,728,"Commercial Processing (highway, air, rail, marine, postal and courier)","Traitement commercial (routier, aérien, ferrovaire,maritime, postaux et messageries)",Canada Border Services Agency | Agence des services frontaliers du Canada,Canada Border Services Agency | Agence des services frontaliers du Canada,extern,reg,"prior,crit,essent","Importers and customs brokers must obtain a release decision of commercial goods from the CBSA. There are a number of activities that take place to complete this service, which include the submission and assessment of Advance Commercial Information, the submission and review of required permits, the presentation and examination of goods and the inbound movement of goods to warehousing facilities. This service is provided for the importation of goods at multiple points of entry by means of land, rail, air, marine, postal and courier.","Les importateurs et les courtiers en douanes doivent obtenir une décision de mainlevée des marchandises commerciales auprès de l’ASFC. Il existe un certain nombre d’activités complémentaires à ce service : la présentation et l’évaluation de l’information préalable sur les expéditions commerciales, des permis requis et des marchandises ainsi que l’entrée de marchandises dans les installations d’entreposage. Ce service est offert pour l’importation de marchandises à plusieurs bureaux d’entrée par mode routier, ferroviaire, aérien ou maritime, ou par la poste ou par messagerie.",,, Admissibility Determination,Détermination de l'admissibilté,NA,econom,NA,N,Y,NA,ND,16068417,0,0,1201742,0,0,NA,Y,Y,Y,NA,N,,,
2017-2018,728,"Commercial Processing (highway, air, rail, marine, postal and courier). Release on Minimum Documentation (RMD) - Electronic Data Interchange (EDI).","Traitement commercial (routier, aérien, ferrovaire,maritime, postaux et messageries).  Mainlevée contre documentation minimale (MDM) - Échange de données informatisé (EDI).",Canada Border Services Agency | Agence des services frontaliers du Canada,Canada Border Services Agency | Agence des services frontaliers du Canada,extern,reg,"prior,crit,essent",Importers and customs brokers must obtain a release decision of commercial goods from the CBSA by presenting a properly completed accounting document or submitting an interim accounting Release on Minimum Documentation (RMD).  This service facilitates the release of legitimate commercial goods through minimal intervention within established service standards.," Les importateurs et les courtiers en douane doivent obtenir de l'ASFC une décision de mainlevée des marchandises commerciales, en présentant un document de déclaration en détail dûment rempli ou une déclaration en détail provisoire aux fins de la mainlevée contre documentation minimale (MDM).  Ce service facilite la mainlevée des marchandises commerciales légitimes avec intervention minimale selon les normes de service établies.",https://www.cbsa-asfc.gc.ca/import/release-dedouanement-eng.html,https://www.cbsa-asfc.gc.ca/import/release-dedouanement-fra.html, Admissibility Determination,Détermination de l'admissibilté,NA,econom,NA,N,Y,N,ND,20293929,0,0,1137447,0,0,NA,Y,Y,Y,NA,N,non,"The value ""NA"" indicates that applications are not submitted by that channel.",
2016-2017,729,Processing Vehicle Import Forms 1 and 3,Traitment des formulaires d'importation de véhicles 1 et 3,Canada Border Services Agency | Agence des services frontaliers du Canada,Canada Border Services Agency | Agence des services frontaliers du Canada,extern,reg,non,"Clients importing vehicles into Canada for a temporary or permanent purpose are required to seek authorization.  CBSA processes vehicle import forms, on behalf of Transport Canada, and determines the admissibility of all vehicles at ports of entry.  The CBSA is responsible for ensuring  imported vehicles meet the requirements of the legislation and authorize the entry of the vehicle.","Les clients qui importent des véhicules au Canada, que ce soit de façon temporaire ou permanente, doivent demander l’autorisation. L’ASFC traite les formulaires d’importation de véhicules au nom de Transports Canada et détermine l’admissibilité de tous les véhicules aux bureaux d’entrée. L’ASFC est responsable de veiller à ce que les véhicules importés respectent les exigences de la loi et est responsable d’autoriser l’entrée du véhicule.",,,Admissibility Determination,Détermination de l'admissibilté,NA,econom,NA,N,N,NA,ND,0,0,0,23760,0,0,NA,NA,NA,NA,NA,NA,,,
2017-2018,729,Processing Vehicle Import Forms 1 and 3,Traitment des formulaires d'importation de véhicles 1 et 3,Canada Border Services Agency | Agence des services frontaliers du Canada,Canada Border Services Agency | Agence des services frontaliers du Canada,extern,reg,non,"Clients importing vehicles into Canada for a temporary or permanent purpose are required to seek authorization.  CBSA processes vehicle import forms, on behalf of Transport Canada, and determines the admissibility of all vehicles at ports of entry.  The CBSA is responsible for ensuring  imported vehicles meet the requirements of the legislation and authorize the entry of the vehicle.","Les clients qui importent des véhicules au Canada, que ce soit de façon temporaire ou permanente, doivent demander l’autorisation. L’ASFC traite les formulaires d’importation de véhicules au nom de Transports Canada et détermine l’admissibilité de tous les véhicules aux bureaux d’entrée. L’ASFC est responsable de veiller à ce que les véhicules importés respectent les exigences de la loi et est responsable d’autoriser l’entrée du véhicule.",https://www.cbsa-asfc.gc.ca/publications/dm-md/d19/d19-12-1-eng.html,https://www.cbsa-asfc.gc.ca/publications/dm-md/d19/d19-12-1-fra.html,Admissibility Determination,Détermination de l'admissibilté,NA,econom,NA,N,N,NA,ND,0,0,0,26593,0,0,NA,NA,NA,NA,NA,NA,non,"The value ""NA"" indicates that applications are not submitted by that channel.",
2017-2018,743,Casual Refunds,Remboursement pour les importations occasionnelles,Canada Border Services Agency | Agence des services frontaliers du Canada,Canada Border Services Agency | Agence des services frontaliers du Canada,extern,reg,non,The Casual Refund Centre receives a request for a refund with required supporting documentation and processes using the casual refund systems so that the client is issued a refund for duties and taxes paid on casual goods.,"Le Centre de remboursement pour les importations occasionnelles reçoit une demande de remboursement accompagnée des documents à l’appui requis, et traite cette demande au moyen du système de remboursement pour les importations occasionnelles, afin que les droits et les taxes payés sur les importations occasionnelles soient remboursés au client.",https://www.cbsa-asfc.gc.ca/do-rb/services/crc-crio-eng.html,https://www.cbsa-asfc.gc.ca/do-rb/services/crc-crio-fra.html, Trade Policy,Politique commerciale,NA,person,NA,N,NA,N,ND,0,0,0,0,146535,0,NA,N,N,N,N,N,onl,"The value ""NA"" indicates that applications are not submitted by that channel.",
2016-2017,743,Casual Refunds,Remboursement pour les importations occasionnelles,Canada Border Services Agency | Agence des services frontaliers du Canada,Canada Border Services Agency | Agence des services frontaliers du Canada,extern,reg,non,The Casual Refund Centre receives a request for a refund with required supporting documentation and processes using the casual refund systems so that the client is issued a refund for duties and taxes paid on casual goods.,"Le Centre de remboursement pour les importations occasionnelles reçoit une demande de remboursement accompagnée des documents à l’appui requis, et traite cette demande au moyen du système de remboursement pour les importations occasionnelles, afin que les droits et les taxes payés sur les importations occasionnelles soient remboursés au client.",,, Trade Policy,Politique commerciale,NA,person,NA,N,NA,NA,ND,0,0,0,0,152498,0,NA,N,N,N,N,N,,,
2016-2017,744,B2 Commercial Adjustments,Rajustements du secteur commercial (B2),Canada Border Services Agency | Agence des services frontaliers du Canada,Canada Border Services Agency | Agence des services frontaliers du Canada,extern,reg,non,"Requests for commercial refunds are received, reviewed and processed in the Customs Commercial System by select regional Trade Services Offices.  If approved, a credit is issued to the client.","Les demandes de remboursement du secteur commercial sont reçues, examinées et traitées dans le Système des douanes pour le secteur commercial par des bureaux sélectionnés des Services commerciaux dans les régions. Si la demande est approuvée, un crédit est émis au client.",,, Trade Policy,Politique commerciale,NA,econom,NA,N,Y,NA,ND,0,0,0,0,0,0,NA,N,N,N,N,N,,,
2017-2018,744,B2 Commercial Adjustments,Rajustements du secteur commercial (B2),Canada Border Services Agency | Agence des services frontaliers du Canada,Canada Border Services Agency | Agence des services frontaliers du Canada,extern,reg,non,"Requests for commercial refunds are received, reviewed and processed in the Customs Commercial System by select regional Trade Services Offices.  If approved, a credit is issued to the client.","Les demandes de remboursement du secteur commercial sont reçues, examinées et traitées dans le Système des douanes pour le secteur commercial par des bureaux sélectionnés des Services commerciaux dans les régions. Si la demande est approuvée, un crédit est émis au client.",https://www.cbsa-asfc.gc.ca/publications/dm-md/d6/d6-2-3-eng.html,https://www.cbsa-asfc.gc.ca/publications/dm-md/d6/d6-2-3-fra.html, Trade Policy,Politique commerciale,NA,econom,NA,N,Y,N,ND,0,0,0,0,164232,0,NA,N,N,N,N,N,onl,"The value ""NA"" indicates that applications are not submitted by that channel.",
2016-2017,745,Advance Rulings and National Customs Rulings,Décisions anticipées concernant le classement tarifaire et l'origine (accords de libre-échange) et décisions nationales des douanes (DND),Canada Border Services Agency | Agence des services frontaliers du Canada,Canada Border Services Agency | Agence des services frontaliers du Canada,extern,reg,non,"Section 43.1 of the Customs Act allows members of the trading community to request a binding ruling from the CBSA on the Free Trade Agreement (FTA) Origin, Tariff Classification, or Marking of goods imported from a North American Free Trade Agreement (NAFTA) country in advance of the importation of goods. The CBSA also issues NCRs for valuation purposes, for non-FTA origin goods and marking of goods imported from non-NAFTA countries. These services provide the importing trade community with a measure of predictability and certainty as to how goods are to be accounted for with the CBSA.","En vertu de l’article 43.1 de la Loi sur les douanes, les négociants peuvent demander à l’ASFC une décision exécutoire concernant l’origine dans le cas de marchandises d'un pays visé par un accord de libre-échange (ALE), le classement tarifaire ou le marquage de marchandises importées d’un pays de l'Accord de libre-échange nord-américain (ALENA), avant l’importation des marchandises. L’ASFC rend également des DND aux fins de l’établissement de la valeur, de l'origine dans le cas de marchandises d’un pays non visé par un ALE, et du marquage de marchandises importées d’un pays autre qu’un pays ALENA. Ces services offrent aux négociants un degré de prévisibilité et de certitude quant à la déclaration en détail des marchandises à faire à l’ASFC.",,,Trade Policy,Politique commerciale,NA,econom,NA,N,Y,NA,ND,0,0,0,0,1540,0,NA,N,N,N,N,N,,,
2017-2018,745,Advance Rulings and National Customs Rulings,Décisions anticipées concernant le classement tarifaire et l'origine (accords de libre-échange) et décisions nationales des douanes (DND),Canada Border Services Agency | Agence des services frontaliers du Canada,Canada Border Services Agency | Agence des services frontaliers du Canada,extern,reg,non,"Section 43.1 of the Customs Act allows members of the trading community to request a binding ruling from the CBSA on the Free Trade Agreement (FTA) Origin, Tariff Classification, or Marking of goods imported from a North American Free Trade Agreement (NAFTA) country in advance of the importation of goods. The CBSA also issues NCRs for valuation purposes, for non-FTA origin goods and marking of goods imported from non-NAFTA countries. These services provide the importing trade community with a measure of predictability and certainty as to how goods are to be accounted for with the CBSA.","En vertu de l’article 43.1 de la Loi sur les douanes, les négociants peuvent demander à l’ASFC une décision exécutoire concernant l’origine dans le cas de marchandises d'un pays visé par un accord de libre-échange (ALE), le classement tarifaire ou le marquage de marchandises importées d’un pays de l'Accord de libre-échange nord-américain (ALENA), avant l’importation des marchandises. L’ASFC rend également des DND aux fins de l’établissement de la valeur, de l'origine dans le cas de marchandises d’un pays non visé par un ALE, et du marquage de marchandises importées d’un pays autre qu’un pays ALENA. Ces services offrent aux négociants un degré de prévisibilité et de certitude quant à la déclaration en détail des marchandises à faire à l’ASFC.",https://www.cbsa-asfc.gc.ca/import/ar-da/menu-eng.html,https://www.cbsa-asfc.gc.ca/import/ar-da/menu-fra.html,Trade Policy,Politique commerciale,NA,econom,NA,N,Y,N,ND,0,0,0,0,1390,0,NA,N,N,N,N,N,onl,"The value ""NA"" indicates that applications are not submitted by that channel.",
2017-2018,746,Drawback Claims,Demandes de drawback,Canada Border Services Agency | Agence des services frontaliers du Canada,Canada Border Services Agency | Agence des services frontaliers du Canada,extern,reg,non,"The CBSA receives and processes drawback claims, which is a refund of customs duties on imported goods that have been exported. Claimants can export goods in the same condition they were imported, or before export they can further manufacture or use them in a limited manner without affecting the refund amount.","L’ASFC reçoit et traite les demandes de drawback, qui portent sur le remboursement des droits de douane payés sur les marchandises importées qui sont par la suite exportées. Les demandeurs peuvent exporter les marchandises dans le même état dans lequel elles ont été importées ou, avant de les exporter, ils peuvent les transformer ou les utiliser d’une manière limitée sans influer sur le montant du remboursement.",https://www.cbsa-asfc.gc.ca/publications/dm-md/d7/d7-4-2-eng.html,https://www.cbsa-asfc.gc.ca/publications/dm-md/d7/d7-4-2-fra.html, Trade Compliance,Conformité dans les programmes commerciaux,NA,econom,NA,N,Y,N,ND,0,0,0,0,3185,0,NA,N,N,N,N,N,onl,"The value ""NA"" indicates that applications are not submitted by that channel. The values for some channels are listed as “ND” as the department does not have data available for FY 17-18",
2016-2017,746,Drawback Claims,Demandes de drawback,Canada Border Services Agency | Agence des services frontaliers du Canada,Canada Border Services Agency | Agence des services frontaliers du Canada,extern,reg,non,"The CBSA receives and processes drawback claims, which is a refund of customs duties on imported goods that have been exported. Claimants can export goods in the same condition they were imported, or before export they can further manufacture or use them in a limited manner without affecting the refund amount.","L’ASFC reçoit et traite les demandes de drawback, qui portent sur le remboursement des droits de douane payés sur les marchandises importées qui sont par la suite exportées. Les demandeurs peuvent exporter les marchandises dans le même état dans lequel elles ont été importées ou, avant de les exporter, ils peuvent les transformer ou les utiliser d’une manière limitée sans influer sur le montant du remboursement.",,, Trade Compliance,Conformité dans les programmes commerciaux,NA,econom,NA,N,Y,NA,ND,0,0,0,0,0,0,NA,N,N,N,N,N,,,
2016-2017,664,NEXUS Program Application,Traitement des demandes de participation au programme NEXUS,Canada Border Services Agency | Agence des services frontaliers du Canada,Canada Border Services Agency | Agence des services frontaliers du Canada,extern,reg,prior,"To participate in the NEXUS Program, an applicant must submit, along with the requisite application fee, either an online application through the  new Trusted Traveller Programs Portal that is operated by US Customs and Border Protection (CBP), or a paper application to the CBSA, which will process the application through one of its Canadian Processing Centres (either in Montreal, QC, or Niagara Falls, ON). The application processing involves a risk assessment of the clients by both the US CBP and the CBSA to determine whether they meet the requirements to participate in the program, followed by an interview at an enrolment center by CBP and CBSA officers to finalize enrolment.","Pour participer au programme NEXUS, le demandeur doit soumettre, avec les frais exigés, soit une demande en ligne au moyen du Global Online Enrollment System (GOES) exploité par le Customs and Border Protection (CBP) des États-Unis, soit une demande papier à l'Agence des services frontaliers du Canada, laquelle traitera la demande dans l'un des Centres de traitement canadien (soit à Montréal, QC, ou à Niagara Falls, ON). Le traitement de la demande comprend une évaluation des risques du demandeur par le CBP des États-Unis et par l'ASFC pour déterminer s'il répond aux exigences du programme, suivi d'une entrevue à un centre de l'enregistrement par un agent du CBP et de l'ASFC pour finaliser l'enregistrement",,, Trusted Traveller,Voyageurs dignes de confiance,NA,person,NA,Y,NA,NA,ND,330038,0,0,0,45289,0,Y,Y,Y,Y,N,Y,,,
2017-2018,664,NEXUS Program Application,Traitement des demandes de participation au programme NEXUS,Canada Border Services Agency | Agence des services frontaliers du Canada,Canada Border Services Agency | Agence des services frontaliers du Canada,extern,reg,prior,"To participate in the NEXUS Program, an applicant must submit, along with the requisite application fee, either an online application through the  new Trusted Traveller Programs Portal that is operated by US Customs and Border Protection (CBP), or a paper application to the CBSA, which will process the application through one of its Canadian Processing Centres (either in Montreal, QC, or Niagara Falls, ON). The application processing involves a risk assessment of the clients by both the US CBP and the CBSA to determine whether they meet the requirements to participate in the program, followed by an interview at an enrolment center by CBP and CBSA officers to finalize enrolment.","Pour participer au programme NEXUS, le demandeur doit soumettre, avec les frais exigés, soit une demande en ligne au moyen du Trusted Traveler Programs (TTP) System exploité par le Customs and Border Protection (CBP) des États-Unis, soit une demande papier à l'Agence des services frontaliers du Canada, laquelle traitera la demande dans l'un des Centres de traitement canadien (soit à Montréal, QC, ou à Niagara Falls, ON). Le traitement de la demande comprend une évaluation des risques du demandeur par le CBP des États-Unis et par l'ASFC pour déterminer s'il répond aux exigences du programme, suivi d'une entrevue à un centre de l'enregistrement par un agent du CBP et de l'ASFC pour finaliser l'enregistrement",https://www.cbsa-asfc.gc.ca/prog/nexus/menu-eng.html,https://www.cbsa-asfc.gc.ca/prog/nexus/menu-fra.html, Trusted Traveller,Voyageurs dignes de confiance,NA,person,NA,Y,NA,N,ND,345721,0,56822,0,41962,0,Y,Y,Y,Y,N,Y,"tel,eml,onl","The value ""NA"" indicates that applications are not submitted by that channel.",
2016-2017,665,CANPASS Suite of Programs Application,Traitement des demandes de participation à la suite de programmes CANPASS,Canada Border Services Agency | Agence des services frontaliers du Canada,Canada Border Services Agency | Agence des services frontaliers du Canada,extern,reg,non,"To participate in one of the CANPASS Programs (Private Aircraft/Corporate Aircraft), an applicant must submit a paper application, along with the requisite application fee, to the CBSA, which will process the application through one of its Canadian Processing Centres (Surrey, BC, Montreal, QC, and Niagara Falls, ON). The application processing involves a risk assessment of the clients to determine whether they meet the requirements to participate in the applied-for program.","Pour participer à l'un des programmes CANPASS (CANPASS Aéronef privé/Aéronef d'affaires), le demandeur doit soumettre une demande papier avec les frais exigés à l'Agence des services frontaliers du Canada, laquelle traitera la demande dans l'un des Centres de traitement canadiens (Surrey, C.-B.; Montréal, QC; et Niagara Falls, ON).  Le traitement de la demande comprend une évaluation des risques du demandeur pour déterminer s'il répond aux exigences du programme qui fait l'objet de la demande",,,  Trusted Traveller,Voyageurs dignes de confiance,NA,person,NA,Y,NA,NA,ND,0,0,0,0,3832,0,NA,N,N,N,N,N,,,
2017-2018,665,CANPASS Suite of Programs Application,Traitement des demandes de participation à la suite de programmes CANPASS,Canada Border Services Agency | Agence des services frontaliers du Canada,Canada Border Services Agency | Agence des services frontaliers du Canada,extern,reg,non,"To participate in one of the CANPASS Programs (Private Aircraft/Corporate Aircraft), an applicant must submit a paper application, along with the requisite application fee, to the CBSA, which will process the application through one of its Canadian Processing Centres (Surrey, BC, Montreal, QC, and Niagara Falls, ON). The application processing involves a risk assessment of the clients to determine whether they meet the requirements to participate in the applied-for program.","Pour participer à l'un des programmes CANPASS (CANPASS Aéronef privé/Aéronef d'affaires), le demandeur doit soumettre une demande papier avec les frais exigés à l'Agence des services frontaliers du Canada, laquelle traitera la demande dans l'un des Centres de traitement canadiens (Surrey, C.-B.; Montréal, QC; et Niagara Falls, ON).  Le traitement de la demande comprend une évaluation des risques du demandeur pour déterminer s'il répond aux exigences du programme qui fait l'objet de la demande.",https://www.cbsa-asfc.gc.ca/prog/canpass/menu-eng.html,https://www.cbsa-asfc.gc.ca/prog/canpass/menu-fra.html, Trusted Traveller,Voyageurs dignes de confiance,NA,person,NA,Y,NA,NA,ND,0,0,1304,0,3236,0,NA,N,N,N,N,N,"tel,eml","The value ""NA"" indicates that applications are not submitted by that channel.",
2016-2017,666,Remote Area Border Crossing (RABC) Permit Application,Permis de Passage à la frontiète dans les régions éloignées (PFRE),Canada Border Services Agency | Agence des services frontaliers du Canada,Canada Border Services Agency | Agence des services frontaliers du Canada,extern,reg,non,"The RABC program facilitates the border clearance process for individuals wishing to cross the border into Canada in the following remote areas:
•from Pigeon River, ON, through to and including Lake of the Woods;
•the Canadian shore of Lake Superior;
•Cockburn Island, ON;
•Sault Ste. Marie, ON, (upper lock system).
The RABC permit applications can be submitted by mail to the Thunder Bay CBSA office or in person at one of five POEs: Fort Frances, Rainy River, Pigeon River, Sault Ste. Marie, and Emerson West Lynne. Applications are processed in Thunder Bay.","Le programme de passage à la frontière dans les régions éloignées (PFRE) facilite les formalités douanières pour les personnes qui souhaitent traverser la frontière canadienne dans les régions éloignées suivantes :
• la zone s’étendant de Pigeon River, en Ontario, jusqu’au lac des Bois inclusivement;
• la rive canadienne du lac Supérieur;
• l’île Cockburn en Ontario;
• Sault Ste. Marie en Ontario (système des écluses en amont).
Les demandes de permis dans le cadre du programme de PFRE peuvent être présentées par courrier au bureau de l’ASFC à Thunder Bay ou en personne à l’un des cinq bureaux d’entrée suivants : Fort Frances, Rainy River, Pigeon River,  Sault Ste. Marie et Emerson West Lynne. Les demandes sont traitées à Thunder Bay.",,,Trusted Traveller,Voyageurs dignes de confiance,NA,person,NA,Y,NA,NA,ND,0,0,0,3197,10722,0,NA,N,N,N,N,N,,,
2017-2018,666,Remote Area Border Crossing (RABC) Permit Application,Permis de Passage à la frontiète dans les régions éloignées (PFRE),Canada Border Services Agency | Agence des services frontaliers du Canada,Canada Border Services Agency | Agence des services frontaliers du Canada,extern,reg,non,"The RABC program facilitates the border clearance process for individuals wishing to cross the border into Canada in the following remote areas:
•from Pigeon River, ON, through to and including Lake of the Woods;
•the Canadian shore of Lake Superior;
•Cockburn Island, ON;
•Sault Ste. Marie, ON, (upper lock system).
The RABC permit applications can be submitted by mail to the Thunder Bay CBSA office or in person at one of five POEs: Fort Frances, Rainy River, Pigeon River, Sault Ste. Marie, and Emerson West Lynne. Applications are processed in Thunder Bay.","Le programme de passage à la frontière dans les régions éloignées (PFRE) facilite les formalités douanières pour les personnes qui souhaitent traverser la frontière canadienne dans les régions éloignées suivantes :
• la zone s’étendant de Pigeon River, en Ontario, jusqu’au lac des Bois inclusivement;
• la rive canadienne du lac Supérieur;
• l’île Cockburn en Ontario;
• Sault Ste. Marie en Ontario (système des écluses en amont).
Les demandes de permis dans le cadre du programme de PFRE peuvent être présentées par courrier au bureau de l’ASFC à Thunder Bay ou en personne à l’un des cinq bureaux d’entrée suivants : Fort Frances, Rainy River, Pigeon River,  Sault Ste. Marie et Emerson West Lynne. Les demandes sont traitées à Thunder Bay.",https://www.cbsa-asfc.gc.ca/publications/forms-formulaires/bsf386-eng.html,https://www.cbsa-asfc.gc.ca/publications/forms-formulaires/bsf386-fra.html,Trusted Traveller,Voyageurs dignes de confiance,NA,person,NA,Y,NA,NA,ND,0,0,0,3920,9110,0,NA,N,N,N,N,N,"tel,person","The value ""NA"" indicates that applications are not submitted by that channel.",
2016-2017,667,Free and Secure Trade Program (FAST) Driver Application,Traitement des demandes de participation au programme Expéditions rapides et sécuritaires (EXPRES),Canada Border Services Agency | Agence des services frontaliers du Canada,Canada Border Services Agency | Agence des services frontaliers du Canada,extern,reg,prior,"To participate in the FAST Program, an applicant must submit, along with the requisite application fee, either an online application through the new Trusted Traveller Programs Portal that is operated by US Customs and Border Protection (CBP), or a paper application to the CBSA, which will process the application through its Canadian Processing Centre in Niagara Falls, ON. Only drivers have to submit an application form and fees. Importers and carriers must be approved in the CSA program and must have signed a PIP memorandum of understanding to be eligible for FAST. The application processing involves a risk assessment of the applicant, carrier and importer by both the US CBP and the CBSA to determine whether they meet the requirements to participate in the program, followed by an interview at an enrolment center by CBP and CBSA officers to finalize enrolment.","Pour participer au programme EXPRES, le demandeur doit soumettre, avec les frais exigés, soit une demande en ligne au moyen du Trusted Traveler Programs (TTP) System exploité par le Customs and Border Protection (CBP) des États-Unis, soit une demande papier à l'Agence des services frontaliers du Canada, laquelle traitera la demande au Centre de traitement canadien à Niagara Falls (ON). Seulement les chauffeurs doivent soumettre un formulaire de demande de participation et les frais de traitement. Les transporteurs et importateurs canadiens sont automatiquement approuvés pour le programme EXPRES lorsqu'ils deviennent des membres approuvés des programmes d'autocotisation des douanes (PAD) et partenaires en protection (PEP).  Le traitement de la demande comprend une évaluation des risques du demandeur, transporteur et importateur par le CBP des États-Unis et par l'ASFC pour déterminer s'il répond aux exigences pour participer au programme, suivi d'une entrevue à un centre de l'enregistrement par un agent du CBP ou de l'ASFC pour finaliser l'enregistrement.",,,  Trusted Traveller,Voyageurs dignes de confiance,NA,person,NA,Y,NA,NA,ND,11521,0,0,0,2182,0,Y,Y,Y,Y,NA,N,,,
2017-2018,667,Free and Secure Trade Program (FAST) Driver Application,Traitement des demandes de participation au programme Expéditions rapides et sécuritaires (EXPRES),Canada Border Services Agency | Agence des services frontaliers du Canada,Canada Border Services Agency | Agence des services frontaliers du Canada,extern,reg,prior,"To participate in the FAST Program, an applicant must submit, along with the requisite application fee, either an online application through the new Trusted Traveller Programs Portal that is operated by US Customs and Border Protection (CBP), or a paper application to the CBSA, which will process the application through its Canadian Processing Centre in Niagara Falls, ON. Only drivers have to submit an application form and fees. Importers and carriers must be approved in the CSA program and must have signed a PIP memorandum of understanding to be eligible for FAST. The application processing involves a risk assessment of the applicant, carrier and importer by both the US CBP and the CBSA to determine whether they meet the requirements to participate in the program, followed by an interview at an enrolment center by CBP and CBSA officers to finalize enrolment.","Pour participer au programme EXPRES, le demandeur doit soumettre, avec les frais exigés, soit une demande en ligne au moyen du Trusted Traveler Programs (TTP) System exploité par le Customs and Border Protection (CBP) des États-Unis, soit une demande papier à l'Agence des services frontaliers du Canada, laquelle traitera la demande au Centre de traitement canadien à Niagara Falls (ON). Seulement les chauffeurs doivent soumettre un formulaire de demande de participation et les frais de traitement. Les transporteurs et importateurs canadiens sont automatiquement approuvés pour le programme EXPRES lorsqu'ils deviennent des membres approuvés des programmes d'autocotisation des douanes (PAD) et partenaires en protection (PEP).  Le traitement de la demande comprend une évaluation des risques du demandeur, transporteur et importateur par le CBP des États-Unis et par l'ASFC pour déterminer s'il répond aux exigences pour participer au programme, suivi d'une entrevue à un centre de l'enregistrement par un agent du CBP ou de l'ASFC pour finaliser l'enregistrement.",https://www.cbsa-asfc.gc.ca/prog/fast-expres/menu-eng.html,https://www.cbsa-asfc.gc.ca/prog/fast-expres/menu-fra.html, Trusted Traveller,Voyageurs dignes de confiance,NA,person,NA,Y,NA,NA,ND,9473,0,5806,0,1777,0,Y,Y,Y,Y,NA,N,"tel,eml,onl","The value ""NA"" indicates that applications are not submitted by that channel.",
2017-2018,668,Commercial Driver Registration Program (CDRP) Application,Traitement des demandes du Programme d'inscription des chauffeurs du secteur commercial (PICSC),Canada Border Services Agency | Agence des services frontaliers du Canada,Canada Border Services Agency | Agence des services frontaliers du Canada,extern,reg,non,"To participate in the CDRP, a client must submit a paper application to the CBSA, which will process the application through its Canadian Processing Centre in Niagara Falls, ON. The application processing involves a risk assessment of the clients to determine whether they meet the requirements to participate in the program.","Pour participer au PICSC, le demandeur doit soumettre une demande papier à l'Agence des services frontaliers du Canada, laquelle traitera la demande au Centre de traitement canadien à Niagara Falls (ON). Le traitement de la demande comprend une évaluation des risques du demandeur pour déterminer s'il répond aux exigences du programme.",https://www.cbsa-asfc.gc.ca/prog/cdrp-picsc/menu-eng.html,https://www.cbsa-asfc.gc.ca/prog/cdrp-picsc/menu-fra.html,Trusted Traveller,Voyageurs dignes de confiance,NA,person,NA,N,NA,NA,ND,0,0,462,0,533,0,NA,N,N,N,N,N,"tel,eml","The value ""NA"" indicates that applications are not submitted by that channel.",
2016-2017,668,Commercial Driver Registration Program (CDRP) Application,Traitement des demandes du Programme d'inscription des chauffeurs du secteur commercial (PICSC),Canada Border Services Agency | Agence des services frontaliers du Canada,Canada Border Services Agency | Agence des services frontaliers du Canada,extern,reg,non,"To participate in the CDRP, a client must submit a paper application to the CBSA, which will process the application through its Canadian Processing Centre in Niagara Falls, ON. The application processing involves a risk assessment of the clients to determine whether they meet the requirements to participate in the program.","Pour participer au PICSC, le demandeur doit soumettre une demande papier à l'Agence des services frontaliers du Canada, laquelle traitera la demande au Centre de traitement canadien à Niagara Falls (ON). Le traitement de la demande comprend une évaluation des risques du demandeur pour déterminer s'il répond aux exigences du programme.",,,Trusted Traveller,Voyageurs dignes de confiance,NA,person,NA,N,NA,NA,ND,0,0,0,0,722,0,NA,N,N,N,N,N,,,
2016-2017,669,Highway Traveller Processing,Traitement primaire des voyageurs - mode routier,Canada Border Services Agency | Agence des services frontaliers du Canada,Canada Border Services Agency | Agence des services frontaliers du Canada,extern,reg,"prior,crit,essent",The CBSA receives and processes travellers entering and exiting at Canadian POEs via highway mode.,Traitement primaire des voyageurs dans le mode routier.,,,Admissibility Determination,Détermination de l'admissibilté,NA,person,NA,N,NA,NA,ND,0,0,31209,57751821,0,0,NA,NA,NA,NA,NA,NA,,,
2017-2018,669,Highway Traveller Processing,Traitement primaire des voyageurs - mode routier,Canada Border Services Agency | Agence des services frontaliers du Canada,Canada Border Services Agency | Agence des services frontaliers du Canada,extern,reg,"prior,crit,essent",The CBSA receives and processes travellers entering and exiting at Canadian POEs via highway mode.,Traitement primaire des voyageurs dans le mode routier.,https://www.cbsa-asfc.gc.ca/menu-eng.html,https://www.cbsa-asfc.gc.ca/menu-fra.html,Admissibility Determination,Détermination de l'admissibilté,NA,person,NA,N,NA,NA,ND,0,0,35931,58438508,0,0,NA,NA,NA,NA,NA,NA,"tel,person,eml,onl","The value ""NA"" indicates that applications are not submitted by that channel.",
