fiscal_yr,service_id,service_name_en,service_name_fr,department_name_en,department_name_fr,external_internal,service_type,special_designations,service_description_en,service_description_fr,service_url_en,service_url_fr,program_name_en,program_name_fr,last_GBA,client_target_groups,info_service,service_fee,cra_business_number,use_of_sin,service_channels,online_applications,web_visits_info_service,calls_received,in_person_applications,postal_mail_applications,other_applications,e_registration,e_authentication,e_application,e_decision,e_issuance,e_feedback,client_feedback,special_remarks_en,special_remarks_fr
2017-2018,942,Business Dispute Management Services,Gestion des conflits d'ordre commercial,Public Services and Procurement Canada | Services publics et Approvisionnement Canada,Public Services and Procurement Canada | Services publics et Approvisionnement Canada,"extern,enterprise",adv,non,"The Business Dispute Management (BDM) program is a neutral and confidential resource for contractors, other government departments, and Crown employees when they experience challenges with a contract where PSPC is the contracting authority.","Le programme de Gestion des conflits d'ordre commercial est une ressource neutre et confidentielle pour les entrepreneurs, les autres ministères et les employés de la Couronne lorsqu'ils rencontrent des défis avec un contrat dans lequel SPAC est l'autorité contractuelle",https://www.tpsgc-pwgsc.gc.ca/gcc-bdm/index-eng.html,https://www.tpsgc-pwgsc.gc.ca/gcc-bdm/index-fra.html,Fairness Monitoriing and Business Dispute Management,Surveillance de l'équite et gestion des conflits d'ordre commercial,NA,"econom,intern_gov",NA,N,N,N,ND,0,0,36,5,0,0,N,N,N,N,N,N,eml,"Although no servicestandard exists, BDM monitors the percentage of responses to initial client requests within 2 business days; and the percentage of clients satisfied with services provided.",
2017-2018,984,Shared Human Resources Services,Services partagés en ressources humaines,Public Services and Procurement Canada | Services publics et Approvisionnement Canada,Public Services and Procurement Canada | Services publics et Approvisionnement Canada,enterprise,hr,non,Shared Human Resources Services (SHRS) provides Human Resources (HR) and Compensation services to Government of Canada departments and agencies as required.,"Les services partagés en ressources humaines(SPRH) fournissent au besoin des services en ressources humaines (RH) et rémunération, aux ministères et organismes du gouvernement du Canada",NA,NA,Government of Canada Administrative Services,Government of Canada Administrative Services,NA,intern_gov,NA,Y,N,N,ND,0,0,0,0,0,0,N,N,N,N,N,N,"tel,person,eml,fax,post,onl",,
2017-2018,843,GCdocs,GCdocs,Public Services and Procurement Canada | Services publics et Approvisionnement Canada,Public Services and Procurement Canada | Services publics et Approvisionnement Canada,enterprise,im,crit,"GCdocs is the official enterprise document and records management (EDRM) solution of the Government of Canada. It is an automated bilingual archiving and IM tool that helps organizations meet their IM life cycle management obligations. The GCDOCS program assists organizations in their standardization, consolidation, and re-engineering of EDRM practices; helps fills IM gaps that hinder the broad deployment; and provides IM tools, templates, and best practices while assisting organizations in their deployment.","GCdocs est la solution officielle de gestion des documents et des dossiers d’entreprise (SGDDE) du gouvernement du Canada. Il s’agit d’un système automatisé bilingue d’archivage et de gestion de l’information (GI) qui aide les organisations à s’acquitter de leurs obligations de gestion du cycle de vie de l’information. Le Bureau de gestion du programme organisationnel (BGPO) GCdocs aide les organisations à normaliser, à renforcer et à restructurer leurs pratiques de GDDE, contribue à corriger les lacunes en matière de GI qui nuisent à un déploiement à grande échelle, et fournit des outils de GI, des modèles et des pratiques exemplaires tout en aidant les organisations à procéder au déploiement.",http://www.gcpedia.gc.ca/wiki/GCdocsProgram/Implementation_Team/Service/Service_Catalogue,http://www.gcpedia.gc.ca/wiki/GCdocsProgram/Implementation_Team/Service/Service_Catalogue?setlang=fr&uselang=fr,Government of Canada Administrative Services,Government of Canada Administrative Services,NA,intern_gov,NA,Y,N,N,ND,0,0,0,0,0,0,N,N,Y,N,N,Y,"tel,person,eml,fax,post,onl","The GCdocs service desk provides a mechanism for clients to give direct feedback by phone or email. In addition, GCdocs holds regular community engagement sessions where clients have direct access to program experts and can provide direct feedback on level of satisfaction with service.",
2017-2018,844,Gccase (formerly Shared Case Management System),GCcas (auparavant Système de gestion de cas partagé),Public Services and Procurement Canada | Services publics et Approvisionnement Canada,Public Services and Procurement Canada | Services publics et Approvisionnement Canada,enterprise,im,non,"GCcase provides hosted application and related expert and support services for case and business process management solutions to departments and agencies across the Government of Canada. GCcase enables an organization or person to automate, manage, track and control activities, tasks and workflow processes. The service model includes providing application management services, including hosting services on a single, common Government of Canada instance.","GCcas fournit des applications hébergées, ainsi que des services d’expert et de soutien connexes pour des solutions de gestion de cas et de processus d’affaires aux ministères et organismes du gouvernement du Canada. GCcase permet à une organisation ou à une personne d'automatiser, de gérer, de suivre et de contrôler des activités, des tâches et des processus de flux de travail. Le modèle de service comprend la fourniture de services de gestion d'applications, y compris des services d'hébergement sur une seule instance commune du gouvernement du Canada.",http://www.gcpedia.gc.ca/wiki/GCcase,http://www.gcpedia.gc.ca/wiki/Gccas,Government of Canada Administrative Services,Government of Canada Administrative Services,NA,intern_gov,NA,N,N,N,ND,0,0,0,0,0,0,N,N,N,N,N,N,"tel,person,eml,fax,post,onl",,
2017-2018,1147,My Government of Canada Human Resources (My GCHR),Mes ressources humaines du gouvernement du Canada (MesRHGC),Public Services and Procurement Canada | Services publics et Approvisionnement Canada,Public Services and Procurement Canada | Services publics et Approvisionnement Canada,enterprise,hr,non,"My GCHR is a people management system for the federal Public Service. It is a self-service human resource system that uses People Soft 9.1. It standardizes and automates many routine HR management tasks in areas such as staffing, classification, labour relations and learning.","MesRHGC est le nouveau système normalisé de gestion des ressources humaines (RH) du gouvernement du Canada, qui se fonde sur la plateforme PeopleSoft 9.1. Il offre un guichet unique pour toutes vos transactions administratives en RH, y compris pour les fonctions libre-service destinées aux employés et aux gestionnaires.",https://mygchr-mesrhgc.securise-secure.gc.ca/GC91PRD/signon.html,https://mygchr-mesrhgc.securise-secure.gc.ca/GC91PRD/signon.html,Government of Canada Administrative Services,Services administratifs du gouvernement du Canada,NA,intern_gov,NA,Y,N,N,ND,62534,0,0,0,0,0,Y,Y,Y,N,N,N,non,,
2017-2018,905,Canadian General Standards Board,Office des normes générales du Canada,Public Services and Procurement Canada | Services publics et Approvisionnement Canada,Public Services and Procurement Canada | Services publics et Approvisionnement Canada,"extern,enterprise",acq,non,"The Canadian General Standards Board provides standards development and conformity assessment services, including programs for certification of products and services, registration of quality and environmental management systems, and related services. These services are provided in support of economic, regulatory, procurement, health, safety and environmental interests.","L'Office des normes générales du Canada offre des services d'élaboration de normes et d'évaluation de la conformité, notamment des programmes de certification de produits et services et des programmes d'enregistrement de systèmes de gestion de la qualité et de systèmes de gestion environnementale, ainsi que des services connexes. Ces services sont destinés à appuyer les secteurs de l'économie, de la réglementation, de l'approvisionnement, de la santé, de la sécurité et de l'environnement.",https://www.tpsgc-pwgsc.gc.ca/ongc-cgsb/index-eng.html,https://www.tpsgc-pwgsc.gc.ca/ongc-cgsb/index-fra.html,Standards Development and Certification,L’élaboration de normes et de la certification,NA,"econom,intern_gov",NA,Y,N,N,ND,0,0,0,0,0,0,N,N,N,N,N,N,non,,
2017-2018,906,Seized Property Management,Gestion des biens saisis,Public Services and Procurement Canada | Services publics et Approvisionnement Canada,Public Services and Procurement Canada | Services publics et Approvisionnement Canada,"extern,enterprise",mat,non,"The Seized Property Management Directorate (SPMD) of Public Works and Government Services Canada (PWGSC) manages assets, including those seized or restrained under specific sections of the Criminal Code, the Controlled Drugs and Substances Act and the Proceeds of Crime (Money-Laundering) and Terrorist Financing Act. SPMD assists other Federal Agencies, Departments, and Crown Corporations by providing seized property management and storage services for actions under their respective Act(s) and Legislation(s). In addition, we offer case management, data gathering and reporting services to key partners.","La Direction de la gestion des biens saisis (DGBS) de Services publics et Approvisionnement Canada gère les biens saisis ou confisqués en vertu d’articles précis du Code criminel, de la Loi réglementant certaines drogues et autres substances et de la Loi sur le recyclage des produits de la criminalité et le financement des activités terroristes. La DGBS aide d'autres organismes fédéraux, ministères et sociétés d'État en fournissant des services de gestion et d'entreposage des biens saisis en vertu de leurs lois et législations respectives. De plus, nous offrons des services de gestion de cas, de collecte de données et de production de rapports à nos partenaires clés.",http://www.tpsgc-pwgsc.gc.ca/app-acq/gbs-spm/index-eng.html,http://www.tpsgc-pwgsc.gc.ca/app-acq/gbs-spm/index-fra.html,Asset Disposal,L’aliénation des biens,NA,"intern_gov,PTC",NA,N,N,N,ND,0,0,0,0,0,0,N,N,N,N,N,N,non,,
2017-2018,908,GCSurplus,GCSurplus,Public Services and Procurement Canada | Services publics et Approvisionnement Canada,Public Services and Procurement Canada | Services publics et Approvisionnement Canada,"extern,enterprise",mat,non,"GCSurplus is the organization responsible for providing asset disposal services to support mandated federal government departments and agencies to responsibly manage the disposal of surplus moveable assets in a manner that is fair, open and transparent, and provides the best value to the Crown.","GCSurplus est l’agence qui fournit les services de disposition des biens afin de soutenir les départements et organismes du gouvernement fédéral dans leur gestion et leur disposition des biens excédentaires mobiles, et ce, dans l’équité, l’ouverture et la transparence, tout en obtenant la meilleure valeur possible pour la Couronne.",https://www.gcsurplus.ca/mn-eng.cfm,https://www.gcsurplus.ca/mn-fra.cfm,Asset Disposal,L’aliénation des biens,NA,"intern_gov,person",NA,N,Y,NA,ND,0,0,0,0,0,0,Y,Y,Y,Y,N,N,non,,
2017-2018,960,Shared Travel Services,Services de voyage partagés,Public Services and Procurement Canada | Services publics et Approvisionnement Canada,Public Services and Procurement Canada | Services publics et Approvisionnement Canada,enterprise,adv,non,"The Shared Travel Services (STS) Portal, provided by travel management company Hogg Robinson Group (HRG), is the gateway to the Government of Canada’s (GC) travel management solution for GC employees and authorized contractors.","Le portail des services de voyage partagés (SVP), fourni par la société de gestion de voyages Hogg Robinson Group (HRG), constitue la passerelle vers la solution de gestion de voyages du gouvernement du Canada (GC) destinée aux employés du GC et aux entrepreneurs autorisés.",https://isuite6.hrgworldwide.com/gcportal/en-ca/sts.aspx,https://isuite6.hrgworldwide.com/gcportal/fr-ca/sts.aspx,Shared Travel Services,Services de voyage partagés,NA,intern_gov,NA,N,N,N,ND,0,0,0,0,0,0,N,N,N,N,N,N,eml,"Shared Travel Services (STS)  manages the contract with vendor Hoggs Robinson Group (HRG)- If clients are not satisfied with the vendor, their first point of contact, an escalation process for  clients is available through email or STS Client Account Management team",
2017-2018,939,Integrity Verification Services,Services de vérification d'intégrité,Public Services and Procurement Canada | Services publics et Approvisionnement Canada,Public Services and Procurement Canada | Services publics et Approvisionnement Canada,enterprise,mgnt,non,The government-wide Integrity Regime for real property and procurement transactions ensures that the government does business with ethical suppliers in Canada and abroad. The Integrity Verification Services is responsible for  the integrity verification checks on suppliers for all government departments and agencies. This mitigates the risk of federal departments and agencies of conducting business with companies and individuals that are convicted of one of the listed offences related to unethical business conduct.,Le Régime d'intégrité pangouvernemental pour les transactions immobilières et les transactions d'approvisionnement garantit que le gouvernement traite avec des fournisseurs éthiques au Canada et à l'étranger. Les services de vérification d’intégrité sont responsables des contrôles de vérification d’intégrité des fournisseurs pour tous les ministères et organismes. Cela permet aux ministères et organismes d'atténuer les risques de faire affaire avec des entreprises et des individus condamnés pour l'une des infractions énumérées liées à une conduite des affaires contraire à l'éthique.,https://www.tpsgc-pwgsc.gc.ca/ci-if/ci-if-eng.html,https://www.tpsgc-pwgsc.gc.ca/ci-if/ci-if-fra.html,Integrity Regime,Cadre d'intégrité,NA,intern_gov,NA,N,N,N,ND,26322,0,0,0,0,0,Y,Y,Y,Y,Y,Y,eml,,
2017-2018,909,Advertising – Coordination and Training Services,"Publicité ‒ 
Services de coordination et de formation",Public Services and Procurement Canada | Services publics et Approvisionnement Canada,Public Services and Procurement Canada | Services publics et Approvisionnement Canada,enterprise,comm,non,"The Advertising Coordination and Partnerships Directorate provides mandatory coordination and advisory services on advertising and support for marketing communications partnering arrangements. It also promotes continuous learning, information sharing, and best practices through training opportunities and working tools for departments to increase knowledge and skills within the GC","La Direction de la coordination de la publicité et des partenariats fournit des services de coordination et des services-conseils obligatoires en matière de publicité ainsi que des services de soutien pour les ententes de partenariat en marketing et communication. Il favorise aussi l'apprentissage continu, la communication d'information et l'échange de pratiques exemplaires au moyen de possibilités de formation et d'outils de travail destinés à permettre aux ministères de renforcer les connaissances et les compétences au sein du gouvernement du Canada.",https://www.canada.ca/en/treasury-board-secretariat/topics/government-communications/advertising-requirements.html,https://www.canada.ca/fr/secretariat-conseil-tresor/sujets/communications-gouvernementales/exigences-publicite.html,Government Information Services,Les services d’information du gouvernement,NA,intern_gov,NA,N,N,N,ND,0,0,0,0,0,0,Y,NA,Y,Y,Y,N,onl,,
2017-2018,910,"Public Opinion Research – Coordination, Advisory and Knowledge Management Services","Recherche sur l'opinion publique ‒ Services de coordination, services-conseils et services de gestion des connaissances",Public Services and Procurement Canada | Services publics et Approvisionnement Canada,Public Services and Procurement Canada | Services publics et Approvisionnement Canada,enterprise,comm,non,PSPC's Public Opinion Research Directorate provides mandatory coordination and advisory services to Government of Canada organizations on public opinion research. It also fosters partnerships and the sharing of public opinion research across the federal government.,La Direction de la recherche sur l'opinion publique (DROP) de SPAC offre des services de coordination et des services-conseils obligatoires en matière de recherche sur l'opinion publique (ROP) aux organisations du gouvernement fédéral. Elle favorise en outre l’établissement de partenariats et l’échange de renseignements sur la ROP réalisée à l’échelle du gouvernement fédéral.,http://www.tpsgc-pwgsc.gc.ca/rop-por/index-eng.html,http://www.tpsgc-pwgsc.gc.ca/rop-por/index-fra.html,Government Information Services,Les services d’information du gouvernement,NA,intern_gov,NA,N,Y,N,ND,0,0,0,0,0,0,N,NA,N,N,N,N,onl,,
2017-2018,911,"Canada Gazette – Publication of Official Notices, Laws and Regulations","Gazette du Canada ‒ Publication des avis officiels, de lois et de règlements",Public Services and Procurement Canada | Services publics et Approvisionnement Canada,Public Services and Procurement Canada | Services publics et Approvisionnement Canada,"extern,enterprise",comm,"essent,crit","Published within the Canada Gazette are new statutes and regulations, proposed regulations, decisions of administrative boards and an assortment of government notices. Private sector notices which are required by statute to be published to inform the public also appear in the Canada Gazette.","Les nouvelles lois et les nouveaux règlements, les règlements projetés, les décisions de tribunaux administratifs et divers avis gouvernementaux sont publiés dans la Gazette du Canada. La Gazette du Canada contient également divers avis publics publiés par des organismes du secteur privé qui sont tenus par la loi de diffuser ces avis auprès du public.",http://www.gazette.gc.ca/accueil-home-eng.html,http://www.gazette.gc.ca/accueil-home-fra.html,Government Information Services,Les services d’information du gouvernement,NA,"econom,intern_gov,person",NA,N,Y,N,ND,0,0,0,0,0,0,N,NA,N,N,NA,N,onl,Survey conducted only once every few years,
2017-2018,913,Centralized Electronic Access to Publications,Accès électronique centralisé aux publications,Public Services and Procurement Canada | Services publics et Approvisionnement Canada,Public Services and Procurement Canada | Services publics et Approvisionnement Canada,enterprise,comm,non,The Publishing and Depository Services Directorate (PDSD) acquires and catalogues an extensive variety of Government of Canada publications and makes them available through publications.gc.ca.,La Direction des Éditions et Services de dépôt (DÉSD) acquiert et catalogue une vaste gamme de publications du gouvernement du Canada et les rend disponibles au moyen de publications.gc.ca.,http://publications.gc.ca/site/eng/home.html,http://publications.gc.ca/site/fra/accueil.html,Government Information Services,Les services d’information du gouvernement,NA,"econom,intern_gov,person",NA,N,N,N,ND,0,2310668,0,0,964,0,NA,NA,NA,NA,NA,N,eml,Clients also have the ability to provide their level of satisfaction by phone.,
2017-2018,pwgsc-tpsgc - 55,Electronic Media Monitoring,Surveillance des médias électroniques,Public Services and Procurement Canada | Services publics et Approvisionnement Canada,Public Services and Procurement Canada | Services publics et Approvisionnement Canada,enterprise,comm,non,PSPC's Electronic Media Monitoring (EMM) Program provides a cost-efficient optional common service to assist departments and agencies meet their responsibilities to monitor and analyze the public environment.,Le Programme de suivi électronique des médias (SEM) de SPAC offre un service commun facultatif rentable pour aider les ministères et organismes à assumer leurs responsabilités de surveillance et d'analyse de l'environnement public.,https://www.tpsgc-pwgsc.gc.ca/sem-emm/index-eng.html,https://www.tpsgc-pwgsc.gc.ca/sem-emm/index-fra.html,Government Information Services,Les services d’information du gouvernement,NA,intern_gov,NA,N,N,N,ND,0,0,0,0,0,0,N,NA,N,N,N,N,"tel,person,eml,fax,post,onl",Clients also have the ability to provide their level of satisfaction by completing a client satisfaction survey.,
2017-2018,914,Reference Services for Publications,Services de référence pour les publications,Public Services and Procurement Canada | Services publics et Approvisionnement Canada,Public Services and Procurement Canada | Services publics et Approvisionnement Canada,"extern,enterprise",comm,non,The Publishing and Depository Services [PDSD] provides reference services to assist citizens in locating Government of Canada publications.,La Direction des Éditions et Services de dépôt (DÉSD) fournit des services de référence pour aider les citoyens à trouver des publications du gouvernement du Canada.,http://publications.gc.ca/site/eng/contact/contactUs.html,http://publications.gc.ca/site/fra/contact/contactezNous.html,Government Information Services,Les services d’information du gouvernement,NA,"econom,intern_gov,person",NA,N,N,N,ND,2129,2310668,4645,0,5,3,NA,NA,NA,NA,NA,NA,eml,Clients also have the ability to provide their level of satisfaction by phone.,
2017-2018,8,Email,Courriel,Shared Services Canada | Services partagés Canada,Shared Services Canada | Services partagés Canada,enterprise,its,prior,"Email enables individuals working for the Government of Canada to send and receive electronic mail messages and to manage a calendar, tasks, an address book and personal contacts.","Le service de courriel permet aux employés du gouvernement du Canada d’envoyer et de recevoir des messages par voie électronique et de gérer un calendrier, des tâches, un carnet d’adresses et une liste de contacts personnels.",http://service.ssc-spc.gc.ca/en/services/communicating/email/gc-employees,http://service.ssc-spc.gc.ca/fr/services/communication/courriel/gc-employees,Email and Workplace Technology,Courriels et technologie en milieu de travail,NA,intern_gov,NA,N,NA,NA,ND,9665,0,141,1,0,0,Y,Y,Y,Y,Y,Y,"person,onl","service_url_en:  is an internal link and is only accessible within the GC Government network at this time.

postal_mail_applications: is N/A as SSC does not accept service requests by mail. Virtually all requests are made online or by telephone to Client Executives.",
2017-2018,14,GC WAN,Réseau étendu du RGC,Shared Services Canada | Services partagés Canada,Shared Services Canada | Services partagés Canada,enterprise,its,prior,"GC WAN is a fully managed network service that interconnects partner or client locations across metropolitan, regional, national or international boundaries. This service provides enterprise WAN connectivity for data centres and GC buildings and locations. It interconnects users and computers from national and international locations to each other and the Internet, while supporting business applications for simultaneous voice, data and video communications, as required.","Le réseau étendu (RE) du gouvernement du Canada (GC) est un service réseau pleinement géré qui interrelie les installations des partenaires et des clients à l’échelle métropolitaine, régionale, nationale et internationale. Ce service fournit une connectivité de RE d'entreprise aux centres de données ainsi qu'aux immeubles et aux emplacements du GC. Il fait le lien entre les utilisateurs et les ordinateurs aux emplacements nationaux et internationaux et les relie à Internet tout en soutenant les applications opérationnelles permettant la transmission simultanée de la voix, des données et de l’image, au besoin.",http://service.ssc-spc.gc.ca/en/services/infrastructure/network-infra/gcnetwan-admin,http://service.ssc-spc.gc.ca/fr/services/infrastructure/infra-reseau/re-rgc-admin,Telecommunications,Télécommunications,NA,intern_gov,NA,N,NA,NA,ND,1267,0,65,0,0,0,N,N,N,N,N,N,"person,onl","service_url_en:  is an internal link and is only accessible within the GC Government network at this time.

postal_mail_applications: is N/A as SSC does not accept service requests by mail. Virtually all requests are made online or by telephone to Client Executives.",
2017-2018,15,Mobile Devices,Appareils mobiles,Shared Services Canada | Services partagés Canada,Shared Services Canada | Services partagés Canada,enterprise,its,prior,"Mobile Device provides cellular phones, smartphones and cellular data devices, along with their service plans. Specialized solutions for emergency-response personnel and senior executives on travel status are also available.","Ce service fournit des téléphones cellulaires, des téléphones intelligents et des dispositifs de données cellulaires et leurs forfaits de services. Des solutions spécialisées pour le personnel d’intervention d’urgence et les cadres supérieurs en déplacement sont également offertes.",http://service.ssc-spc.gc.ca/en/services/communicating/mobile-dev-phones/mobile-users,http://service.ssc-spc.gc.ca/fr/services/communication/appareils-mobiles-lignefixe/mobiles-utils,Telecommunications,Télécommunications,NA,intern_gov,NA,N,NA,NA,ND,60791,0,851,1,0,0,NA,Y,Y,Y,Y,N,"person,onl","service_url_en:  is an internal link and is only accessible within the GC Government network at this time.

postal_mail_applications: is N/A as SSC does not accept service requests by mail. Virtually all requests are made online or by telephone to Client Executives.",
2017-2018,16,Videoconferencing,Vidéoconférence,Shared Services Canada | Services partagés Canada,Shared Services Canada | Services partagés Canada,enterprise,its,prior,"An integrated, standardized service that provides Government of Canada employees the ability to connect video enabled boardrooms and video enabled desktop endpoints between departments on the Government of Canada shared metropolitan network.",Service intégré et normalisé permettant aux employés fédéraux d’assurer une transmission vidéo entre des salles de conférence et des ordinateurs de bureau de divers ministères connectés au réseau métropolitain du gouvernement du Canada.,http://service.ssc-spc.gc.ca/en/services/communicating/videoconferencing/users,http://service.ssc-spc.gc.ca/fr/services/communication/videoconference/utils,Telecommunications,Télécommunications,NA,intern_gov,NA,N,NA,NA,ND,8393,0,18,0,0,0,Y,N,Y,N,Y,Y,"person,onl","service_url_en:  is an internal link and is only accessible within the GC Government network at this time.

postal_mail_applications: is N/A as SSC does not accept service requests by mail. Virtually all requests are made online or by telephone to Client Executives.",
2017-2018,17,Contact Centre,Centre de contact,Shared Services Canada | Services partagés Canada,Shared Services Canada | Services partagés Canada,enterprise,its,non,"Contact Centre provides a centralized contact centre through which all customer contacts are managed. The service includes a variety of methods for customers to access the contact centre, including 'call', 'click' or 'connect' options.","Le centre de contact fournit un service centralisé grâce auquel tous les contacts du client sont gérés. Le service comprend diverses méthodes permettant aux clients d’accéder au centre, y compris les options 'appeler', 'cliquer' ou 'connecter'.",http://service.ssc-spc.gc.ca/en/services/infrastructure/contact-centre-infra/cc-admin,http://service.ssc-spc.gc.ca/fr/services/infrastructure/infra-centre-contact/cc-admin,Telecommunications,Télécommunications,NA,intern_gov,NA,N,NA,NA,ND,2781,0,32,0,0,0,NA,NA,NA,NA,NA,N,"person,onl","service_url_en:  is an internal link and is only accessible within the GC Government network at this time.

postal_mail_applications: is N/A as SSC does not accept service requests by mail. Virtually all requests are made online or by telephone to Client Executives.",
2017-2018,20,High-performance Computing,Calcul de haute performance,Shared Services Canada | Services partagés Canada,Shared Services Canada | Services partagés Canada,enterprise,its,non,"High Performance Computing provides a fully managed platform for extreme performance computing needs, such as intermittent computing or steady-state heavy computing in both research and production environments.","Le service de calcul de haute performance offre une plateforme entièrement gérée pour répondre aux besoins très élevés en calcul de performance, comme le calcul intermittent ou les demandes constantes et importantes de calcul dans les environnements de recherche et de production.",http://service.ssc-spc.gc.ca/en/services/dc/high-perf-comp/specialists,http://service.ssc-spc.gc.ca/fr/services/cd/calcul-haute-perf/specialistes,Data Centres,Centres de données,NA,intern_gov,NA,N,NA,NA,ND,2344,0,6,0,0,0,NA,N,N,N,N,N,"person,onl","service_url_en:  is an internal link and is only accessible within the GC Government network at this time.

postal_mail_applications: is N/A as SSC does not accept service requests by mail. Virtually all requests are made online or by telephone to Client Executives.",
2017-2018,33,Toll-free Voice,Appels sans frais,Shared Services Canada | Services partagés Canada,Shared Services Canada | Services partagés Canada,enterprise,its,non,Toll-Free Voice provides toll-free (1-800) access to Government of Canada (GC) departments and agencies across Canada.,Ce service fournit un numéro d’accès sans frais (1-800) aux ministères ou aux organismes du gouvernement du Canada partout au pays.,http://service.ssc-spc.gc.ca/en/services/communicating/toll-free-voice/admin,http://service.ssc-spc.gc.ca/fr/services/communication/appel-sans-frais/admin,Telecommunications,Télécommunications,NA,intern_gov,NA,N,NA,NA,ND,102,0,1,0,0,0,NA,Y,Y,N,N,N,"person,onl","service_url_en:  is an internal link and is only accessible within the GC Government network at this time.

postal_mail_applications: is N/A as SSC does not accept service requests by mail. Virtually all requests are made online or by telephone to Client Executives.",
2017-2018,34,Fixed Line (Landline) Phones,Téléphones fixes (filaires),Shared Services Canada | Services partagés Canada,Shared Services Canada | Services partagés Canada,enterprise,its,non,"Fixed Telephony supplies and installs telephone systems, services and devices, including: Voice over IP (VoIP), Centrex, PBX, Key systems.","Ce service offre et installe des systèmes, services et appareils téléphoniques (voix sur IP [VoIP], Centrex, PBX et systèmes téléphoniques à touches).",http://service.ssc-spc.gc.ca/en/services/communicating/mobile-dev-phones/phone-users,http://service.ssc-spc.gc.ca/fr/services/communication/appareils-mobiles-lignefixe/lignefixe-utils,Telecommunications,Télécommunications,NA,intern_gov,NA,N,NA,NA,ND,65318,0,249,2,0,0,NA,N,N,N,N,N,"person,onl","service_url_en:  is an internal link and is only accessible within the GC Government network at this time.

postal_mail_applications: is N/A as SSC does not accept service requests by mail. Virtually all requests are made online or by telephone to Client Executives.",
2017-2018,35,Bulk Print,Impression en bloc,Shared Services Canada | Services partagés Canada,Shared Services Canada | Services partagés Canada,enterprise,its,non,"Bulk Print provides standardized and fully managed printing to meet both high-volume and specialized print media requirements. The service offers high-volume distribution and mailing capabilities in secure, centralized printing facilities.",Le service d’impression en bloc est un service d’impression normalisé et entièrement géré qui permet de répondre aux besoins en matière d’impression de grand volume et d’impression spécialisée. Il offre également des capacités de distribution et d’envoi par la poste de grand volume dans des installations d’impression sécurisées et centralisées.,http://service.ssc-spc.gc.ca/en/services/file-print/bulk-print/admin,http://service.ssc-spc.gc.ca/fr/services/fich-imp/impression-bloc/admin,Data Centres,Centres de données,NA,intern_gov,NA,N,NA,NA,ND,0,0,0,0,0,0,NA,N,N,N,N,N,"person,onl","service_url_en:  is an internal link and is only accessible within the GC Government network at this time.

postal_mail_applications: is N/A as SSC does not accept service requests by mail. Virtually all requests are made online or by telephone to Client Executives.",
2017-2018,95,Intra-building Network Services,Services de réseau à l’intérieur des immeubles,Shared Services Canada | Services partagés Canada,Shared Services Canada | Services partagés Canada,enterprise,its,non,"Intra-Building Network Services provide Government of Canada partner and client organizations with the interconnection of network segments in building, campus, and data centre environments. These services provide a reliable means of transport for voice, data, and video based applications.","Les services de réseau à l'intérieur des immeubles fournissent aux organisations partenaires et clientes du gouvernement du Canada l'interconnexion des segments de réseau dans les immeubles, les complexes et les centres de données. Ces services offrent un moyen fiable de transporter des applications à partir de la voix, des données et de l'image.",http://service.ssc.gc.ca/en/services/infrastructure/network-infra/intra-building,http://service.ssc.gc.ca/fr/services/infrastructure/infra-reseau/reseau-interieur,Telecommunications,Télécommunications,NA,intern_gov,NA,N,NA,NA,ND,5726,0,56,1,0,0,Y,Y,N,N,N,N,"person,onl","service_url_en:  is an internal link and is only accessible within the GC Government network at this time.

postal_mail_applications: is N/A as SSC does not accept service requests by mail. Virtually all requests are made online or by telephone to Client Executives.",
2017-2018,52,Internet,Internet,Shared Services Canada | Services partagés Canada,Shared Services Canada | Services partagés Canada,enterprise,its,non,Internet (Local Access) provides connectivity for GCNet users to access the Internet and for the public to access Government of Canada websites.,Le service Internet (accès local) assure une connectivité permettant aux utilisateurs du RGC d’accéder à Internet et au public d’accéder aux sites Web du gouvernement du Canada.,http://service.ssc-spc.gc.ca/en/services/infrastructure/network-infra/internet-admin,http://service.ssc-spc.gc.ca/fr/services/infrastructure/infra-reseau/internet-admin,Telecommunications,Télécommunications,NA,intern_gov,NA,N,NA,NA,ND,921,0,0,0,0,0,NA,NA,N,N,N,N,"person,onl","service_url_en:  is an internal link and is only accessible within the GC Government network at this time.

postal_mail_applications: is N/A as SSC does not accept service requests by mail. Virtually all requests are made online or by telephone to Client Executives.",
2017-2018,51,Satellite,Satellite,Shared Services Canada | Services partagés Canada,Shared Services Canada | Services partagés Canada,enterprise,its,non,"Satellite provides satellite-based telecommunications infrastructure. The offering includes fixed and mobile solutions, as well as national and international options.","Le service par satellite fournit l’infrastructure de télécommunications par satellite. Il comprend des solutions fixes et mobiles, ainsi que des options nationales et internationales.",http://service.ssc-spc.gc.ca/en/services/infrastructure/network-infra/satellite-admin,http://service.ssc-spc.gc.ca/fr/services/infrastructure/infra-reseau/satellite-admin,Telecommunications,Télécommunications,NA,intern_gov,NA,N,NA,NA,ND,24,0,0,0,0,0,N,N,N,N,N,N,"person,onl","service_url_en:  is an internal link and is only accessible within the GC Government network at this time.

postal_mail_applications: is N/A as SSC does not accept service requests by mail. Virtually all requests are made online or by telephone to Client Executives.",
