fiscal_yr,service_id,service_name_en,service_name_fr,service_std_id,service_std_en,service_std_fr,service_std_url_en,service_std_url_fr,service_std_type,target_type,service_std_target,volume_meeting_target,total_volume,performance,gcss_tool_fiscal_yr,channel,standard_channel_comment_en,standard_channel_comment_fr,standard_comment_en,standard_comment_fr,realtime_result_url_en,realtime_result_url_fr,department_name_en,department_name_fr
2017-2018,10,Procurement and Contracting,Approvisionnement et passation de marchés,759,Deliver services with accuracy that meets clients' expectations.,Fournir des services avec un niveau de précision répondant aux attentes des clients.,https://www.tpsgc-pwgsc.gc.ca/sc-cs/nsnnnr-ossr/2017-2018/page-3-eng.html,https://www.tpsgc-pwgsc.gc.ca/sc-cs/nsnnnr-ossr/2017-2018/page-3-fra.html,accur,percentage,80,422,485,87.01030927835052,2017-2018,NA,NA,NA,NA,NA,NA,NA,Public Services and Procurement Canada,Services publics et Approvisionnement Canada
2017-2018,10,Procurement and Contracting,Approvisionnement et passation de marchés,760,Deliver services that are highly valued by clients.,Fournir des services hautement valorisés par les clients.,https://www.tpsgc-pwgsc.gc.ca/sc-cs/nsnnnr-ossr/2017-2018/page-3-eng.html,https://www.tpsgc-pwgsc.gc.ca/sc-cs/nsnnnr-ossr/2017-2018/page-3-fra.html,oth,percentage,80,335,485,69.0721649484536,2017-2018,NA,NA,NA,NA,NA,NA,NA,Public Services and Procurement Canada,Services publics et Approvisionnement Canada
2017-2018,10,Procurement and Contracting,Approvisionnement et passation de marchés,756,"Basic procurement contracts, within 80 business days.",Contrats de complexité élémentaire : dans un délai de 80 jours ouvrables.,https://www.tpsgc-pwgsc.gc.ca/sc-cs/nsnnnr-ossr/2017-2018/page-3-eng.html,https://www.tpsgc-pwgsc.gc.ca/sc-cs/nsnnnr-ossr/2017-2018/page-3-fra.html,time,percentage,80,2300,2799,82.17220435869955,2017-2018,NA,NA,NA,NA,NA,NA,NA,Public Services and Procurement Canada,Services publics et Approvisionnement Canada
2017-2018,10,Procurement and Contracting,Approvisionnement et passation de marchés,757,"Standard procurement contracts, within 100 business days.",Contrats de complexité standard : dans un délai de 100 jours ouvrables.,https://www.tpsgc-pwgsc.gc.ca/sc-cs/nsnnnr-ossr/2017-2018/page-3-eng.html,https://www.tpsgc-pwgsc.gc.ca/sc-cs/nsnnnr-ossr/2017-2018/page-3-fra.html,time,percentage,80,1057,1424,74.22752808988764,2017-2018,NA,NA,NA,NA,NA,NA,NA,Public Services and Procurement Canada,Services publics et Approvisionnement Canada
2017-2018,10,Procurement and Contracting,Approvisionnement et passation de marchés,7,High complex procurement contracts within 100 working days from original Request for proposal (RFP) solicitation date.,Contrats de grande complexité : dans un délai de 100 jours ouvrables de la date de publication de la demande de soumissions originale jusqu’à la date d’attribution du contrat.,https://www.tpsgc-pwgsc.gc.ca/sc-cs/nsnnnr-ossr/2017-2018/page-3-eng.html,https://www.tpsgc-pwgsc.gc.ca/sc-cs/nsnnnr-ossr/2017-2018/page-3-fra.html,time,percentage,80,27,33,81.81818181818183,2017-2018,NA,NA,NA,NA,NA,NA,NA,Public Services and Procurement Canada,Services publics et Approvisionnement Canada
2017-2018,13,Information and Education Services to Businesses,Services d’information et d’éducation à l’intention des entreprises,764,Deliver seminars and InfoLine services with a quality level that meets clients' expectations.,Fournir des séminaires et les services LigneInfo avec un niveau de qualité répondant aux attentes des clients.,NA,NA,oth,percentage,80,502,540,92.96296296296296,2017-2018,NA,NA,NA,NA,NA,NA,NA,Public Services and Procurement Canada,Services publics et Approvisionnement Canada
2017-2018,13,Information and Education Services to Businesses,Services d’information et d’éducation à l’intention des entreprises,763,Respond to InfoLine inquiries within 24 hours.,Répondre aux demandes de renseignements reçues par l'entremise de LigneInfo dans un délai de 24 heures.,NA,NA,"acces,time",percentage,95,11099,11433,97.07863203008834,2017-2018,NA,NA,NA,NA,NA,NA,NA,Public Services and Procurement Canada,Services publics et Approvisionnement Canada
2017-2018,900,Pension and Benefits Services – Payments to departing employees and annuitants,Services de pensions et d’avantages sociaux – paiements aux employés qui quittent leur emploi et aux pensionnés,689,Percentage of Pension transactions and pension-related payments processed within established timeframes.,Pourcentage d’opérations liées aux pensions et de paiements relatifs aux pensions traités dans les délais établis.,https://www.tpsgc-pwgsc.gc.ca/sc-cs/nsnnnr-ossr/2017-2018/page-4-eng.html,https://www.tpsgc-pwgsc.gc.ca/sc-cs/nsnnnr-ossr/2017-2018/page-4-fra.html,time,percentage,95,27503,28393,96.86542457648012,2017-2018,NA,NA,NA,NA,NA,NA,NA,Public Services and Procurement Canada,Services publics et Approvisionnement Canada
2017-2018,904,Document Imaging Services,Services d’imagerie documentaire,695,All document imaging request by departments fulfilled within agreed upon timeframes.,Veiller à ce que toutes les demandes de services d’imagerie documentaire présentées par les ministères et les organismes soient exécutées dans les délais convenus.,NA,NA,time,percentage,95,33548553,33548553,100,2017-2018,NA,NA,NA,NA,NA,NA,NA,Public Services and Procurement Canada,Services publics et Approvisionnement Canada
2017-2018,967,Facilities Management (formerly Buildings and Facilities Maintenance),Gestion des installations (auparavant Entretien des immeubles et des installations),1480,Satisfaction rating for service calls reported through the National Service Call Centre.,Taux de satisfaction pour les appels de service signalés par l’intermédiaire du Centre national d’appels de service.,https://www.tpsgc-pwgsc.gc.ca/sc-cs/nsnnnr-ossr/2017-2018/page-5-eng.html,https://www.tpsgc-pwgsc.gc.ca/sc-cs/nsnnnr-ossr/2017-2018/page-5-fra.html,oth,percentage,90,0,0,ND,2017-2018,NA,NA,NA,NA,NA,NA,NA,Public Services and Procurement Canada,Services publics et Approvisionnement Canada
2017-2018,967,Facilities Management (formerly Buildings and Facilities Maintenance),Gestion des installations (auparavant Entretien des immeubles et des installations),1479,"Ensure Public Services and Procurement Canada (PSPC) real property portfolio of facilities remains operational during normal business hours as defined as 7:00 a.m. to 6:00 p.m., Monday through Friday.","Veiller à ce que les installations faisant partie du portefeuille des biens immobiliers de Services publics et Approvisionnement Canada (SPAC) demeurent opérationnelles durant les heures normales de bureau, soit de 7 h à 18 h, du lundi au vendredi.",https://www.tpsgc-pwgsc.gc.ca/sc-cs/nsnnnr-ossr/2017-2018/page-5-eng.html,https://www.tpsgc-pwgsc.gc.ca/sc-cs/nsnnnr-ossr/2017-2018/page-5-fra.html,acces,percentage,99,28021054,28060000,99.86120456165361,2017-2018,NA,NA,NA,NA,NA,NA,NA,Public Services and Procurement Canada,Services publics et Approvisionnement Canada
2017-2018,1144,Pay and Benefits Services - Payments to Employees,Services de paye et d’avantages sociaux –paiements aux employés,3,"Percentage of pay transactions processed by Pay Pods within service standards (VAC, SEDC and FEDASO) - pilot put place in December 2017.","Pourcentage de mouvements de paye traités par les équipes mixtes de paie conformément aux normes de service (ACC, SDEC et AFDESO) - projet pilot mis en place décembre 2017.",NA,NA,"acces,accur,time",percentage,95,0,0,ND,2013-2014,NA,NA,NA,NA,NA,NA,NA,Public Services and Procurement Canada,Services publics et Approvisionnement Canada
2017-2018,1144,Pay and Benefits Services - Payments to Employees,Services de paye et d’avantages sociaux –paiements aux employés,1148,Answer Pay calls within 180 seconds.,Répondre en moins de 180 secondes aux appels de paye.,https://www.tpsgc-pwgsc.gc.ca/sc-cs/nsnnnr-ossr/2017-2018/page-4-eng.html,https://www.tpsgc-pwgsc.gc.ca/sc-cs/nsnnnr-ossr/2017-2018/page-4-fra.html,"acces,accur,time",percentage,80,276465,379108,72.92512951454468,2017-2018,NA,NA,NA,NA,NA,https://www.tpsgc-pwgsc.gc.ca/comm/vedette-features/2018-05-18-00-eng.html,https://www.tpsgc-pwgsc.gc.ca/comm/vedette-features/2018-05-18-00-fra.html,Public Services and Procurement Canada,Services publics et Approvisionnement Canada
2017-2018,1144,Pay and Benefits Services - Payments to Employees,Services de paye et d’avantages sociaux –paiements aux employés,1149,Percentage of pay transactions processed within service standards.,Pourcentage de mouvements de paye traités conformément aux normes de service.,https://www.tpsgc-pwgsc.gc.ca/sc-cs/nsnnnr-ossr/2017-2018/page-4-eng.html,https://www.tpsgc-pwgsc.gc.ca/sc-cs/nsnnnr-ossr/2017-2018/page-4-fra.html,"acces,accur,time",percentage,95,190076,409226,46.44768416474027,2017-2018,NA,NA,NA,NA,NA,http://www.tpsgc-pwgsc.gc.ca/remuneration-compensation/services-paye-pay-services/centre-presse-media-centre/mise-a-jour-update-eng.html,http://www.tpsgc-pwgsc.gc.ca/remuneration-compensation/services-paye-pay-services/centre-presse-media-centre/mise-a-jour-update-fra.html,Public Services and Procurement Canada,Services publics et Approvisionnement Canada
2017-2018,902,Receiver General Services – Processing of payments,Services du receveur général – traitement des paiements,692,Percentage of all payments processed by the Receiver General for the Government of Canada as per pre-established schedules.,Pourcentage de paiements versés par le receveur général au nom du gouvernement du Canada conformément aux échéanciers prescrits par la loi.,https://www.tpsgc-pwgsc.gc.ca/sc-cs/nsnnnr-ossr/2017-2018/page-4-eng.html,https://www.tpsgc-pwgsc.gc.ca/sc-cs/nsnnnr-ossr/2017-2018/page-4-fra.html,time,percentage,99,320982558,320983104,99.99982989758863,2017-2018,NA,NA,NA,NA,NA,NA,NA,Public Services and Procurement Canada,Services publics et Approvisionnement Canada
2017-2018,870,Translation,Traduction,3,Percentage of clients satisfied with the quality of  translation services.,Pourcentage de clients satisfaits des services de traduction.,https://www.tpsgc-pwgsc.gc.ca/sc-cs/nsnnnr-ossr/2017-2018/page-7-eng.html,https://www.tpsgc-pwgsc.gc.ca/sc-cs/nsnnnr-ossr/2017-2018/page-7-fra.html,"acces,accur,oth,time",percentage,90,0,0,ND,2017-2018,NA,NA,NA,NA,NA,NA,NA,Public Services and Procurement Canada,Services publics et Approvisionnement Canada
2017-2018,870,Translation,Traduction,562,Deliver each translation request within the deadline.,Livrer chaque demande de traduction en respectant les échéanciers.,https://www.tpsgc-pwgsc.gc.ca/sc-cs/nsnnnr-ossr/2017-2018/page-7-eng.html,https://www.tpsgc-pwgsc.gc.ca/sc-cs/nsnnnr-ossr/2017-2018/page-7-fra.html,"acces,time",percentage,95,146858,154416,95.10542948917211,2017-2018,NA,NA,NA,NA,NA,NA,NA,Public Services and Procurement Canada,Services publics et Approvisionnement Canada
2017-2018,870,Translation,Traduction,563,Handle translation requests and confirm the designated contact within 1 business day.,Prendre en charge les demandes de traduction et confirmer la personne-ressource désignée dans un délai de 1 jour ouvrable.,https://www.tpsgc-pwgsc.gc.ca/sc-cs/nsnnnr-ossr/2017-2018/page-7-eng.html,https://www.tpsgc-pwgsc.gc.ca/sc-cs/nsnnnr-ossr/2017-2018/page-7-fra.html,time,percentage,95,155829,178495,87.30160508697723,2017-2018,NA,NA,NA,NA,NA,NA,NA,Public Services and Procurement Canada,Services publics et Approvisionnement Canada
2017-2018,871,Interpretation,Interprétation,2,Percentage of clients satisfied with the quality of conference interpretation services.,"
Pourcentage de clients satisfaits des services d’interprétation des conférences.",https://www.tpsgc-pwgsc.gc.ca/sc-cs/nsnnnr-ossr/2017-2018/page-7-eng.html,https://www.tpsgc-pwgsc.gc.ca/sc-cs/nsnnnr-ossr/2017-2018/page-7-fra.html,"acces,accur,oth,time",percentage,90,0,0,ND,2017-2018,NA,NA,NA,NA,NA,NA,NA,Public Services and Procurement Canada,Services publics et Approvisionnement Canada
2017-2018,871,Interpretation,Interprétation,566,Deliver interpretation services for all event requests received by the Translation Bureau.,Fournir les services d’interprétation pour tous les événements faisant l’objet d’une demande de services présentée au Bureau de la traduction.,https://www.tpsgc-pwgsc.gc.ca/sc-cs/nsnnnr-ossr/2017-2018/page-7-eng.html,https://www.tpsgc-pwgsc.gc.ca/sc-cs/nsnnnr-ossr/2017-2018/page-7-fra.html,acces,percentage,96,3532,3615,97.70401106500691,2017-2018,NA,NA,NA,NA,NA,NA,NA,Public Services and Procurement Canada,Services publics et Approvisionnement Canada
2017-2018,872,Terminology Standardization,Normalisation terminologique,2,"Publish, in TERMIUM Plus®Footnote 1 terminological records that comply with quality and methodology standards.","Publier, dans TERMIUM Plus®Note de bas de page 1, des fiches terminologiques conformes aux normes de qualité et de méthodologie.",https://www.tpsgc-pwgsc.gc.ca/sc-cs/nsnnnr-ossr/2017-2018/page-7-eng.html,https://www.tpsgc-pwgsc.gc.ca/sc-cs/nsnnnr-ossr/2017-2018/page-7-fra.html,"acces,accur",percentage,95,0,0,ND,2017-2018,NA,NA,NA,NA,NA,NA,NA,Public Services and Procurement Canada,Services publics et Approvisionnement Canada
2017-2018,872,Terminology Standardization,Normalisation terminologique,569,Answer requests from the terminology help service within 1 business day.,Répondre aux demandes reçues par le service de dépannage terminologique dans un délai de 1 jour ouvrable.,https://www.tpsgc-pwgsc.gc.ca/sc-cs/nsnnnr-ossr/2017-2018/page-7-eng.html,https://www.tpsgc-pwgsc.gc.ca/sc-cs/nsnnnr-ossr/2017-2018/page-7-fra.html,time,percentage,99,1041,1049,99.2373689227836,2017-2018,NA,NA,NA,NA,NA,NA,239,Public Services and Procurement Canada,Services publics et Approvisionnement Canada
2017-2018,938,"Contract Security (Company Registration, Personal Security Screening, Call Centre)","Sécurité des contrats (inscription d’entreprises, filtrage de sécurité du personnel, centre d’appels)",725,"Provide a response to each Simple reliability clearance request within 7 business days, upon receipt of a properly completed request.",Répondre aux demandes de cote de fiabilité simples dans un délai de 7 jours ouvrables suivant la réception des demandes dûment remplies.,https://www.tpsgc-pwgsc.gc.ca/sc-cs/nsnnnr-ossr/2017-2018/page-6-eng.html,https://www.tpsgc-pwgsc.gc.ca/sc-cs/nsnnnr-ossr/2017-2018/page-6-fra.html,time,percentage,85,38641,76204,50.7073119521285,2017-2018,NA,NA,NA,NA,NA,NA,NA,Public Services and Procurement Canada,Services publics et Approvisionnement Canada
2017-2018,938,"Contract Security (Company Registration, Personal Security Screening, Call Centre)","Sécurité des contrats (inscription d’entreprises, filtrage de sécurité du personnel, centre d’appels)",728,"Provide a response to each Complex Reliability clearance request within 120 business days, upon receipt of a properly completed request.",Répondre aux demandes de cote de fiabilité complexes dans un délai de 120 jours ouvrables suivant la réception des demandes dûment remplies.,https://www.tpsgc-pwgsc.gc.ca/sc-cs/nsnnnr-ossr/2017-2018/page-6-eng.html,https://www.tpsgc-pwgsc.gc.ca/sc-cs/nsnnnr-ossr/2017-2018/page-6-fra.html,time,percentage,85,25829,76204,33.894546218046294,2017-2018,NA,NA,NA,NA,NA,NA,NA,Public Services and Procurement Canada,Services publics et Approvisionnement Canada
2017-2018,938,"Contract Security (Company Registration, Personal Security Screening, Call Centre)","Sécurité des contrats (inscription d’entreprises, filtrage de sécurité du personnel, centre d’appels)",1140,Respond/refer inquiries within 2 business days.,Répondre aux demandes de renseignements ou les soumettre à un expert en la matière dans un délai de 2 jours ouvrables.,https://www.tpsgc-pwgsc.gc.ca/sc-cs/nsnnnr-ossr/2017-2018/page-6-eng.html,https://www.tpsgc-pwgsc.gc.ca/sc-cs/nsnnnr-ossr/2017-2018/page-6-fra.html,time,percentage,90,89440,100733,88.78917534472318,2017-2018,NA,NA,NA,NA,NA,NA,NA,Public Services and Procurement Canada,Services publics et Approvisionnement Canada
2017-2018,938,"Contract Security (Company Registration, Personal Security Screening, Call Centre)","Sécurité des contrats (inscription d’entreprises, filtrage de sécurité du personnel, centre d’appels)",728,Provide a response to each Classified Secret clearance request within 75 business days upon receipt of a properly completed request and documentation or information from third parties and provided that a Complex Reliability clearance has already been granted.,"Répondre aux demandes de cote de sécurité « Secret » dans un délai de 75 jours ouvrables suivant la réception des demandes dûment remplies ainsi que des documents ou des renseignements fournis par les tiers, et à condition qu’une cote de fiabilité complexe ait déjà été accordée.",https://www.tpsgc-pwgsc.gc.ca/sc-cs/nsnnnr-ossr/2017-2018/page-6-eng.html,https://www.tpsgc-pwgsc.gc.ca/sc-cs/nsnnnr-ossr/2017-2018/page-6-fra.html,time,percentage,80,36917,45779,80.64177898162913,2017-2018,NA,NA,NA,NA,NA,NA,NA,Public Services and Procurement Canada,Services publics et Approvisionnement Canada
2017-2018,940,"Controlled Goods (Company Registration, Security Assessments, Exemption Applications for Visitors and Temporary Workers)","Marchandises contrôlées (inscription d’entreprises, évaluations de sécurité, demandes d’exemption pour les visiteurs et les travailleurs temporaires)",1087,Issue registration certificates (new and renewal) within 32 business days.,Octroyer des certificats d’inscription (nouveaux et renouvelés) dans un délai de 32 jours ouvrables.,https://www.tpsgc-pwgsc.gc.ca/sc-cs/nsnnnr-ossr/2017-2018/page-6-eng.html,https://www.tpsgc-pwgsc.gc.ca/sc-cs/nsnnnr-ossr/2017-2018/page-6-fra.html,time,percentage,80,506,549,92.16757741347905,2017-2018,NA,NA,NA,NA,NA,NA,NA,Public Services and Procurement Canada,Services publics et Approvisionnement Canada
2017-2018,940,"Controlled Goods (Company Registration, Security Assessments, Exemption Applications for Visitors and Temporary Workers)","Marchandises contrôlées (inscription d’entreprises, évaluations de sécurité, demandes d’exemption pour les visiteurs et les travailleurs temporaires)",1088,Conduct security assessments within 32 business days.,Effectuer les évaluations de la sécurité dans un délai de 32 jours ouvrables.,https://www.tpsgc-pwgsc.gc.ca/sc-cs/nsnnnr-ossr/2017-2018/page-6-eng.html,https://www.tpsgc-pwgsc.gc.ca/sc-cs/nsnnnr-ossr/2017-2018/page-6-fra.html,time,percentage,80,1108,1219,90.89417555373257,2017-2018,NA,NA,NA,NA,NA,NA,NA,Public Services and Procurement Canada,Services publics et Approvisionnement Canada
2017-2018,940,"Controlled Goods (Company Registration, Security Assessments, Exemption Applications for Visitors and Temporary Workers)","Marchandises contrôlées (inscription d’entreprises, évaluations de sécurité, demandes d’exemption pour les visiteurs et les travailleurs temporaires)",1089,Issue visitor exemption certificates within 10 business days.,Octroyer des certificats d’exemption pour les visiteurs dans un délai de 10 jours ouvrables.,https://www.tpsgc-pwgsc.gc.ca/sc-cs/nsnnnr-ossr/2017-2018/page-6-eng.html,https://www.tpsgc-pwgsc.gc.ca/sc-cs/nsnnnr-ossr/2017-2018/page-6-fra.html,time,percentage,80,1212,1292,93.80804953560371,2017-2018,NA,NA,NA,NA,NA,NA,NA,Public Services and Procurement Canada,Services publics et Approvisionnement Canada
2017-2018,940,"Controlled Goods (Company Registration, Security Assessments, Exemption Applications for Visitors and Temporary Workers)","Marchandises contrôlées (inscription d’entreprises, évaluations de sécurité, demandes d’exemption pour les visiteurs et les travailleurs temporaires)",1090,Issue temporary worker exemption certificates within 30 business days.,Octroyer des certificats d’exemption pour les travailleurs temporaires dans un délai de 30 jours ouvrables.,https://www.tpsgc-pwgsc.gc.ca/sc-cs/nsnnnr-ossr/2017-2018/page-6-eng.html,https://www.tpsgc-pwgsc.gc.ca/sc-cs/nsnnnr-ossr/2017-2018/page-6-fra.html,time,percentage,80,647,655,98.77862595419847,2017-2018,NA,NA,NA,NA,NA,NA,NA,Public Services and Procurement Canada,Services publics et Approvisionnement Canada
2017-2018,984,Shared Human Resources Services,Services partagés en ressources humaines,872,"Resourcing: For resourcing processes with an established Project Plan and Timeline, SHRS will meet the established milestones/deliverables.","Ressourcement : Les SPRH veilleront, pour les processus de ressourcement assortis d’un plan de projet et d’un échéancier, à atteindre les jalons établis et à arriver aux réalisations attendues.",NA,NA,time,percentage,90,0,0,ND,2013-2014,NA,NA,NA,NA,NA,NA,NA,Public Services and Procurement Canada,Services publics et Approvisionnement Canada
2017-2018,984,Shared Human Resources Services,Services partagés en ressources humaines,873,Classification: SHRS will plan a client consultation meeting and have an established work plan within 5 days of that meeting to present the service standards.,Classification : Les SPRH veilleront à prévoir une consultation avec le client et à établir un plan de travail dans les cinq (5) jours suivant cette réunion afin de présenter les normes de service.,NA,NA,time,percentage,90,0,0,ND,2013-2014,NA,NA,NA,NA,NA,NA,NA,Public Services and Procurement Canada,Services publics et Approvisionnement Canada
2017-2018,984,Shared Human Resources Services,Services partagés en ressources humaines,874,Compensation: SHRS will close 6 cases per day per compensation advisor for work to be completed for the Pay Centre.,Rémunération : Les SPRH veilleront à ce que chaque conseiller ou conseillère en rémunération mène à bien le traitement de six (6) cas par jour afin que le travail du Centre des services de paye s’accomplisse.,NA,NA,time,percentage,90,0,0,ND,2013-2014,NA,NA,NA,NA,NA,NA,NA,Public Services and Procurement Canada,Services publics et Approvisionnement Canada
2017-2018,843,GCdocs,GCdocs,532,GCdocs acknowledges receipt of client inquiries within one business day.,Gcdocs - Accuser réception des demandes de renseignements des clients dans un délai d’un (1) jour ouvrable.,NA,NA,oth,percentage,80,0,0,ND,2013-2014,NA,NA,NA,NA,NA,NA,NA,Public Services and Procurement Canada,Services publics et Approvisionnement Canada
2017-2018,843,GCdocs,GCdocs,533,"GCdocs addresses client inquiries, providing advice and guidance, within five business days.",GCdocs – Répondre aux demandes de renseignements des clients et leur fournir des conseils et des directives dans un délai de cinq (5) jours ouvrables .,NA,NA,oth,percentage,80,0,0,ND,2013-2014,NA,NA,NA,NA,NA,NA,NA,Public Services and Procurement Canada,Services publics et Approvisionnement Canada
2017-2018,843,GCdocs,GCdocs,534,"Presentations created by GCDOCS for the GCDOCS Director General Operational Committee meetings are available on GCpedia, in both official languages, two business days before the meeting.","Veiller à ce que les documents de présentation créés par les responsables de GCdocs pour les réunions du Comité opérationnel des directeurs généraux de GCdocs soient affichés dans GCpédia, dans les deux langues officielles, dans les deux (2) jours ouvrables précédant les réunions.",NA,NA,oth,percentage,90,0,0,ND,2013-2014,NA,NA,NA,NA,NA,NA,NA,Public Services and Procurement Canada,Services publics et Approvisionnement Canada
2017-2018,844,Gccase (formerly Shared Case Management System),GCcas (auparavant Système de gestion de cas partagé),1,"Help desk inquiries are responded to within priority level timelines:
• Priority 1 – less than one hour
• Priority 2 – within two hours
• Priority 3 – within twenty-four hours
• Priority 4 – between twenty-four and forty-eight hours","Répondre aux demandes adressées au service de dépannage dans les délais établis selon les niveaux de priorité suivants : 
• Priorité 1 – dans un délai d’une (1) heure;
• Priorité 2 – dans un délai de deux (2) heures;
• Priorité 3 – dans un délai de 24 heures;
• Priorité 4 – dans un délai allant de 24 à 48 heures",NA,NA,oth,percentage,80,0,0,ND,2013-2014,NA,NA,NA,NA,NA,NA,NA,Public Services and Procurement Canada,Services publics et Approvisionnement Canada
2017-2018,1147,My Government of Canada Human Resources (My GCHR),Mes ressources humaines du gouvernement du Canada (MesRHGC),1,My GCHR will deliver timely on-boarding services to its clients (as per plan).,"MesRHGC offrira des services de déploiement à ses clients en temps opportun, conformément au plan établi.",NA,NA,time,percentage,90,0,0,ND,2017-2018,NA,NA,NA,NA,NA,NA,NA,Public Services and Procurement Canada,Services publics et Approvisionnement Canada
2017-2018,905,Canadian General Standards Board,Office des normes générales du Canada,696,Percentage of National Standards of Canada collection review started in fiscal year (20% reviewed per year based on a five-year cycle).,Pourcentage de la collection des Normes nationales du Canada examinée pendant l’exercice (examen de 20 % par année pendant une période de 5 ans).,NA,NA,time,percentage,20,92,280,32.857142857142854,2017-2018,NA,NA,NA,NA,NA,NA,NA,Public Services and Procurement Canada,Services publics et Approvisionnement Canada
2017-2018,906,Seized Property Management,Gestion des biens saisis,697,Compliance to court ordered timing 100% of the time.,Respect des délais ordonnés par le tribunal 100 % du temps.,NA,NA,time,percentage,100,0,0,ND,2017-2018,NA,NA,NA,NA,NA,NA,NA,Public Services and Procurement Canada,Services publics et Approvisionnement Canada
2017-2018,906,Seized Property Management,Gestion des biens saisis,698,Attendance take down when asked 100% of the time.,"Présence lors de la reprise, lorsqu’on le demande, 100 % du temps.",NA,NA,time,percentage,100,0,0,ND,2017-2018,NA,NA,NA,NA,NA,NA,NA,Public Services and Procurement Canada,Services publics et Approvisionnement Canada
2017-2018,908,GCSurplus,GCSurplus,699,Website is operational 24/7.,Veiller à ce que le site Web soit opérationnel en tout temps.,NA,NA,time,percentage,95,0,58984524,0,2017-2018,NA,NA,NA,NA,NA,NA,NA,Public Services and Procurement Canada,Services publics et Approvisionnement Canada
2017-2018,960,Shared Travel Services,Services de voyage partagés,806,STS acknowledges receipt of client inquiries within one business day.,STS accuse réception des demandes de renseignements des clients sous un jour ouvrable .,NA,NA,oth,percentage,80,943,1148,82.14285714285714,2013-2014,NA,NA,NA,NA,NA,NA,NA,Public Services and Procurement Canada,Services publics et Approvisionnement Canada
2017-2018,960,Shared Travel Services,Services de voyage partagés,807,STS addresses client inquiries not involving third parties within 15 business days of their receipt.,STS répond aux demandes des clients n'impliquant pas de tiers dans les 15 jours ouvrables suivant leur réception.,NA,NA,oth,percentage,70,403,429,93.93939393939394,2013-2014,NA,NA,NA,NA,NA,NA,NA,Public Services and Procurement Canada,Services publics et Approvisionnement Canada
2017-2018,939,Integrity Database Services,Services de base de données sur l’intégrité,731,Complete verification checks within 4 hours.,Terminer les vérifications dans un délai de 4 heures.,https://www.tpsgc-pwgsc.gc.ca/sc-cs/nsnnnr-ossr/2017-2018/page-6-eng.html,https://www.tpsgc-pwgsc.gc.ca/sc-cs/nsnnnr-ossr/2017-2018/page-6-fra.html,time,percentage,80,26597,26895,98.89198735824503,2017-2018,NA,NA,NA,NA,NA,NA,NA,Public Services and Procurement Canada,Services publics et Approvisionnement Canada
2017-2018,909,Advertising – Coordination and Training Services,Publicité – coordination et services de formation,701,Statements of Work are reviewed within three (3) days.,Examiner les énoncés des travaux dans un délai de trois (3) jours,NA,NA,time,percentage,90,148,148,100,2017-2018,NA,NA,NA,NA,NA,NA,NA,Public Services and Procurement Canada,Services publics et Approvisionnement Canada
2017-2018,910,Public Opinion Research – Coordination and Training Services,Recherche sur l’opinion publique – coordination et services de formation,702,Provides feedback on supplier proposals within three (3) business days of receipt.,Fournir des commentaires sur les propositions des fournisseurs dans les trois (3) jours ouvrables suivant la réception de la rétroaction.,NA,NA,time,percentage,80,116,120,96.66666666666667,2017-2018,NA,NA,NA,NA,NA,NA,NA,Public Services and Procurement Canada,Services publics et Approvisionnement Canada
2017-2018,911,"Canada Gazette – Publication of Official Notices, Laws and Regulations","Gazette du Canada – publication d’avis officiels, de lois et de règlements",703,Achieve 99% of editing accuracy (of documents published in Parts I/II of the Canada Gazette).,Atteindre un niveau de précision de 99 % (des documents publiés dans les parties I et II de la Gazette du Canada).,NA,NA,accur,percentage,99,1279,1280,99.921875,2017-2018,NA,NA,NA,NA,NA,NA,NA,Public Services and Procurement Canada,Services publics et Approvisionnement Canada
2017-2018,pwgsc-tpsgc - 55,Electronic Media Monitoring,Suivi électronique des médias,1,Client inquiries are responded to within 48 hours.,Pourcentage de demandes de clients auxquelles on a répondu dans un délai de 48 heures.,NA,NA,time,percentage,90,366,367,99.72752043596729,2017-2018,NA,NA,NA,NA,NA,NA,NA,Public Services and Procurement Canada,Services publics et Approvisionnement Canada
2017-2018,914,Reference Services for Publications,Services de référence pour les publications,704,Client inquiries are responded to within 48 hours.,Pourcentage de demandes de clients auxquelles on a répondu dans un délai de 48 heures.,NA,NA,time,percentage,80,2011,2129,94.45749178017849,2017-2018,NA,NA,NA,NA,NA,NA,NA,Public Services and Procurement Canada,Services publics et Approvisionnement Canada
2017-2018,8,Email,Courriel,1,"Availability: 24 x 7 x 365, 99.9% of the time","Disponibilité: 24 x 7 x 365, 99,9 % du temps",http://service.ssc-spc.gc.ca/en/services/communicating/email/gc-employees#standards,http://service.ssc-spc.gc.ca/fr/services/communication/courriel/gc-employees#normes,acces,percentage,99.9,0,0,ND,2017-2018,NA,NA,NA,NA,NA,"ND

URL to published target results for Column H is found below:

http://service.ssc-spc.gc.ca/en/aboutus/partners/partwork/it-health","AD

L’adresse URL menant vers les résultats cibles de la colonne I se trouve ci-dessous

http://service.ssc-spc.gc.ca/fr/apropos/partenaires/collpartenaire/it-sante",Shared Services Canada,Services partagés Canada
