fiscal_yr,service_id,service_name_en,service_name_fr,department_name_en,department_name_fr,external_internal,service_type,special_designations,service_description_en,service_description_fr,service_url_en,service_url_fr,program_name_en,program_name_fr,last_GBA,client_target_groups,info_service,service_fee,cra_business_number,use_of_sin,service_channels,online_applications,web_visits_info_service,calls_received,in_person_applications,postal_mail_applications,other_applications,e_registration,e_authentication,e_application,e_decision,e_issuance,e_feedback,client_feedback,special_remarks_en,special_remarks_fr
2016-2017,1434,Start up visa,Visa pour démarrage d’entreprise,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada",extern,reg,non,"PR for individuals who are innovative business persons and  Angel Investor Group, or Business Incubator. This service includes granting permanent residence and issuance of PR card.","Résidence permanente pour les personnes qui innovent en affaires, les investisseurs providentiels ou les incubateurs d’entreprises Ce service comprend l’octroi de la résidence permanente et la délivrance d’une carte RP.",,,Federal Business Immigrants,Immigrants (gens d’affaires) – fédéral,NA,person,NA,Y,NA,ND,ND,0,0,0,0,234,0,Y,Y,N,Y,NA,Y,,,
2016-2017,1435,Immigrant Investor Venture Capital (IIVC),Capital de risque pour les immigrants investisseurs (CRII),"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada",extern,reg,non,PR for individuals who have met the requirements of the Immigrant Investor Venture Capital Pilot program. This service includes granting permanent residence and issuance of PR card.,Résidence permanente pour les personnes qui répondent aux exigences du Programme pilote de capital de risque pour les immigrants investisseurs. Ce service comprend l’octroi de la résidence permanente et la délivrance d’une carte RP.,,,Federal Business Immigrants,Immigrants (gens d’affaires) – fédéral,NA,person,NA,Y,NA,ND,ND,0,0,0,0,0,0,Y,Y,N,Y,NA,Y,,,
2016-2017,1436,Federal Self employed,Travailleurs autonomes (fédéral),"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada",extern,reg,non,"PR for individuals who will be self-employed in Canada and have relevant experience in cultural activities, athletics, or farm management. This service includes granting permanent residence and issuance of PR card.","Résidence permanente pour les travailleurs autonomes au Canada, qui possèdent de l’expérience pertinente dans la gestion d’activités culturelles ou liées à l’athlétisme ou à l’exploitation agricole. Ce service comprend l’octroi de la résidence permanente et la délivrance d’une carte RP.",,,Federal Business Immigrants,Immigrants (gens d’affaires) – fédéral,NA,person,NA,Y,NA,ND,ND,0,0,0,0,2325,0,Y,Y,N,Y,NA,Y,,,
2016-2017,1437,Live In Caregivers,Aides familiaux résidants,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada",extern,reg,non,PR for individuals who have met the requirements of the live in caregiver program. This service includes granting permanent residence and issuance of PR card.,Résidence permanente pour les personnes qui répondent aux exigences du Programme des aides familiaux résidants. Ce service comprend l’octroi de la résidence permanente et la délivrance d’une carte RP.,,, Caregiver, Aides familiaux,NA,person,NA,Y,NA,ND,ND,0,0,0,0,12857,0,Y,Y,N,Y,NA,Y,,,
2016-2017,1438,Caring for Children or for People with High Medical Needs,Garde d’enfants ou soins aux personnes ayant des besoins médicaux élevés,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada",extern,reg,non,PR for individuals who have met the requirements of  caring for children or caring for people with high medical needs class. This service includes granting permanent residence and issuance of PR card.,Résidence permanente pour les personnes qui répondent aux exigences en matière de garde d’enfants ou de soins aux personnes ayant des besoins médicaux élevés. Ce service comprend l’octroi de la résidence permanente et la délivrance d’une carte RP.,,, Caregiver, Aides familiaux,NA,person,NA,Y,NA,ND,ND,0,0,0,0,1292,0,Y,Y,N,Y,NA,Y,,,
2016-2017,1439,Quebec Skilled Workers/Trades,Travailleurs qualifiés – Québec,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada",extern,reg,non,PR for individuals selected by the province of Quebec on the basis of their ability to become economically established in Canada and reside in the province of Quebec. This service includes granting permanent residence and issuance of PR card.,Résidence permanente pour des personnes sélectionnées par la province de Québec sur la base de leur capacité à s’établir économiquement au Canada et à habiter dans la province de Québec. Ce service comprend l’octroi de la résidence permanente et la délivrance d’une carte RP.,,,Quebec Skilled Workers,Travailleurs qualifiés – Québec,NA,person,NA,Y,NA,ND,ND,0,0,0,0,38462,0,Y,Y,N,Y,NA,Y,,,
2016-2017,1440,"Quebec Business (Entrepreneur, Investor, Self-employed)","Gens d’affaires au Québec (entrepreneurs, investisseurs, travailleurs autonomes)","Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada",extern,reg,non,PR for individuals selected by the province of Quebec on the basis of their ability to become economically established in Canada through business activities and reside in the province of Quebec. This service includes granting permanent residence and issuance of PR card.,Résidence permanente pour des personnes sélectionnées par la province de Québec sur la base de leur capacité à s’établir économiquement au Canada grâce à des activités commerciales et à habiter dans la province de Québec. Ce service comprend l’octroi de la résidence permanente et la délivrance d’une carte RP.,,,Quebec Business,Gens d’affaires (Québec),NA,person,NA,Y,NA,ND,ND,0,0,0,0,6206,0,Y,Y,N,Y,NA,Y,,,
2016-2017,1441,Provincial Nominees,Candidats des provinces,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada",extern,reg,non,PR for individuals who are nominated by a province or territory on the basis of their ability to become economically established in Canada in the province or territory of nomination except for the province of Quebec. This service includes granting permanent residence and issuance of PR card.,"Résidence permanente pour les personnes nommées par une province ou un territoire sur la base de leur capacité à s’établir économiquement au Canada, dans la province ou le territoire où elles ont été nommées, à l’exception de la province de Québec. Ce service comprend l’octroi de la résidence permanente et la délivrance d’une carte RP.",,,Provincial Nominees,Candidats des provinces,NA,person,NA,Y,NA,ND,ND,15343,0,0,0,48481,0,Y,Y,Y,Y,NA,Y,,,
2016-2017,1442,Family Class Priority (FCP),Demandes prioritaires de la catégorie du regroupement familial,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada",extern,reg,prior,"Sponsorship for PR for a spouse, common-law partner, conjugal partner and dependent children (including adopted children) of Canadians or permanent residents. This service includes granting permanent residence and issuance of PR card.","Parrainage d’un époux, d’un conjoint de fait, d’un partenaire conjugal et d’enfants à charge (y compris les enfants adoptés) par un Canadien ou un résident permanent afin qu’ils obtiennent la résidence permanente. Ce service comprend l’octroi de la résidence permanente et la délivrance d’une carte RP.",,,"Spouses, Partners and Children Reunification","Regroupement familial – Époux, conjoints de fait et enfants",NA,person,NA,Y,NA,ND,ND,0,0,0,0,70083,0,Y,Y,N,Y,NA,Y,,,
2016-2017,1443,Parents and Grandparents (FC4),Parents et grands-parents (CF4),"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada",extern,reg,non,Sponsorship for PR for Parents and Grandparents of Canadians or permanent residents. This service includes granting permanent residence and issuance of PR card.,Parrainage d’un parent ou d’un grand-parent par un Canadien ou un résident permanent afin qu’il obtienne la résidence permanente. Ce service comprend l’octroi de la résidence permanente et la délivrance d’une carte RP.,,,Parents and Grandparents,Parents et grands-parents,NA,person,NA,Y,NA,ND,ND,0,0,0,0,1123,0,Y,Y,N,Y,NA,Y,,,
2016-2017,1444,Other Relatives,Autres membres de la famille,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada",extern,reg,non,Sponsorship for PR for orphaned relatives under 18; or for one other qualified relative of a Canadian citizen or permanent resident. This service includes granting permanent residence and issuance of PR card.,Parrainage d’un citoyen canadien ou d’un résident permanent en vue qu’un membre orphelin de sa famille âgé de moins de 18 ans ou un autre membre de sa famille qui se qualifie obtienne la résidence permanente. Ce service comprend l’octroi de la résidence permanente et la délivrance d’une carte RP.,,,Family and Discretionary Immigration,Immigration pour motifs familiaux et discrétionnaires,NA,person,NA,Y,NA,ND,ND,0,0,0,0,1301,0,Y,Y,N,Y,NA,Y,,,
2016-2017,1446,Spouse or common-law partner in Canada class,Catégorie des époux ou conjoints de fait au Canada,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada",extern,reg,non,Sponsorship for PR for a spouse or common-law partner residing in Canada of a Canadian citizen or permanent resident including those who have fallen out of status In Canada. This service includes granting permanent residence and issuance of PR card.,"Parrainage d’un époux ou d’un conjoint de fait résidant au Canada, y compris ceux dont le statut au Canada a expiré, par un citoyen canadien ou un résident permanent, afin qu’ils obtiennent la résidence permanente. Ce service comprend l’octroi de la résidence permanente et la délivrance d’une carte RP.",,,"Spouses, Partners and Children Reunification","Regroupement familial – Époux, conjoints de fait et enfants",NA,person,NA,Y,NA,ND,ND,0,0,0,0,64109,0,Y,Y,N,Y,NA,Y,,,
2016-2017,1447,TRP Holder,Titulaire d’un PRT,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada",extern,reg,non,PR application class for TRP holders who meet eligibility criteria related to the period for which they have lived in Canada with a TRP. This service includes granting permanent residence and issuance of PR card.,Classe de demandes pour obtenir la résidence permanente pour un titulaire d’un PRT qui répond aux exigences d’admissibilité liées à la période pendant laquelle il a habité au Canada grâce à un VRT. Ce service comprend l’octroi de la résidence permanente et la délivrance d’une carte RP.,,,Humanitarian and Compassionate and Public Policy Considerations,Motifs d’ordre humanitaire et politiques d’intérêt public,NA,person,NA,Y,NA,ND,ND,0,0,0,0,71,0,Y,Y,N,Y,NA,Y,,,
2016-2017,1449,Humanitarian & Compassionate,Motifs d’ordre humanitaire,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada",extern,reg,non,PR for an individual granted based on humanitarian and compassionate consideration. This service includes actual landing in Canada and issuance of PR card.,Résidence permanente pour une personne autorisée sur la base de motifs d’ordre humanitaire. Ce service comprend l’établissement réel au Canada et la délivrance d’une carte RP.,,,Humanitarian and Compassionate and Public Policy Considerations,Motifs d’ordre humanitaire et politiques d’intérêt public,NA,person,NA,Y,NA,ND,ND,0,0,0,0,7563,0,Y,Y,N,Y,NA,Y,,,
2016-2017,1450,Resettled Refugees,Réfugiés réinstallés,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada",extern,reg,prior,"Resettlement of refugees identified through the UNHCR or other referral agencies, private individuals/ organizations or groups of individuals and supported/sponsored  by one of the following: the government of Canada or Quebec, private individuals/ organizations, groups of individuals, or Sponsorship Agreement Holders (SAHs).","Réinstallation de réfugiés déterminés par le HCR ou par une autre organisation de recommandation, par un particulier ou une organisation privée ou un groupe de personnes, et soutenus ou parrainés par un des intervenants suivants : le gouvernement du Canada ou du Québec, un particulier ou une organisation privée, un groupe de personnes ou un signataire d’entente de parrainage.",,,Refugee Protection,Protection des réfugiés,NA,person,NA,N,NA,ND,ND,0,0,0,0,36479,0,Y,N,Y,Y,NA,Y,,,
2016-2017,1451,Humanitarian Public Policy,Politique d’intérêt public humanitaire,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada",extern,reg,non,Priority processing of resettlement applications for persons who meet the definition of Convention Refugee or are in refugee-like situations.,Traitement prioritaire des demandes de réinstallation pour les personnes qui répondent à la définition d’un réfugié au sens de la Convention ou qui se trouvent dans des situations semblables à celle d’un réfugié.,,,Humanitarian and Compassionate and Public Policy Considerations,Motifs d’ordre humanitaire et politiques d’intérêt public,NA,person,NA,N,NA,ND,ND,0,0,0,0,924,0,Y,N,N,Y,NA,Y,,,
2016-2017,1455,Protected Person & Dependants (APR),Personne protégée et personnes à charge (demande de résidence permanente),"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada",extern,reg,non,PR status granted to protected persons in-Canada and to their dependants both in Canada and overseas.,Statut de résidence permanente délivré aux personnes protégées qui se trouvent au Canada et à leurs personnes à charge qui se trouvent au Canada et à l’étranger.,,,Refugee Protection,Protection des réfugiés,NA,person,NA,Y,NA,ND,ND,0,0,0,0,15873,0,N,N,N,Y,NA,Y,,,
2016-2017,1457,In-Canada Asylum,Octroi de l’asile au Canada,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada",extern,reg,non,IRCC receives in-Canada applications for refugee protection (refugee claims). Eligible claims are referred to the Immigration and Refugee Board for a hearing and decision.,IRCC reçoit des demandes d’asile présentées au Canada. Les demandes d’asile recevables sont renvoyées à la Commission de l’immigration et du statut de réfugié du Canada pour que soit menée une audience et pour qu’une décision soit prise.,,,In-Canada Asylum,Octroi de l’asile au Canada,NA,person,NA,N,NA,ND,ND,0,0,0,0,27651,0,N,N,N,N,NA,Y,,,
2016-2017,1453,Immigration Loan,Prêts aux immigrants,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada",extern,res,non,"This statutory program ensures that some persons, otherwise unable to pay for the costs of transportation to Canada, have access to a funding source. The main target group for the program are resettled refugees but loans may also be approved for foreign nationals to defray the Right of Permanent Residence Fee and to newcomers in need to cover initial settlement expenses.  The interest-bearing loans are repayable in full and payment plans vary by the value of the loan.  Deferrals and extensions are available in some instances.","Ce programme réglementaire permet à certaines personnes, qui seraient autrement incapables d’assumer les coûts liés au transport vers le Canada, d’avoir accès à une source de financement. Les réfugiés réinstallés constituent le principal groupe cible du programme, mais des prêts peuvent aussi être autorisés à des étrangers afin qu’ils puissent acquitter les frais relatifs au droit de résidence permanente, ainsi qu’aux nouveaux arrivants, pour qu’ils puissent s’acquitter de leurs dépenses d’établissement initiales.  Les prêts portant intérêt sont remboursables au complet, et les plans de paiement varient selon la valeur du prêt.  Des reports et des prolongations sont possibles dans certains cas.",,,Immigration Loan Program,Programme des prêts aux immigrants,NA,person,NA,N,NA,ND,ND,0,0,0,0,8490,0,N,N,N,N,N,Y,,,
2016-2017,1454,One-year window,Délai prescrit d’un an,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada",extern,reg,non,"Refugees with PR status who have dependants whose whereabouts were unknown at the time of landing may submit a OYW application for their dependants, if located, within one year of the date of landing of the refugee in Canada.","Le réfugié qui a un statut de RP et qui a des personnes à charge dont les allées et venues étaient inconnues au moment de son établissement peut présenter une demande de délai prescrit d’un an pour ces personnes, si leur emplacement est connu, dans l’année qui suit la date de son établissement au Canada.",,,Refugee Protection,Protection des réfugiés,NA,person,NA,N,NA,ND,ND,0,0,0,0,1249,0,N,N,Y,Y,NA,Y,,,
2016-2017,1464,Pre-removal Risk Assessment,Examen des risques avant renvoi,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada",extern,reg,non,Make an assessment that persons being removed from Canada in accordance with IRPA and its Regulations are not sent to a country where they would be in danger or at risk of persecution.,Effectuer une évaluation pour éviter que les personnes renvoyées du Canada en vertu de la LIPR et de son règlement ne soient pas renvoyées dans un pays où elles seraient en danger ou risqueraient d’être persécutées.,,,Pre-removal Risk Assessment,Examen des risques avant renvoi,NA,person,NA,N,NA,ND,ND,0,0,0,0,2432,0,N,N,N,N,NA,Y,,,
2016-2017,1459,The Issuance of Danger Opinion,Émission d’un avis de danger,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada",enterprise,reg,crit,"Protect the health and safety of Canadians, maintain the security of Canadian society, and promote international justice and security by denying access to Canadian territory to persons, including refugees, who was security risks or serious criminals (IRPA paragraph 115(2)(b)).","Protéger la santé et la sécurité des Canadiens, maintenir la sécurité de la société canadienne et promouvoir la justice et la sécurité à l’échelle internationale en refusant l’entrée au Canada à des personnes, y compris des réfugiés, pour des raisons de sécurité ou de grande criminalité (alinéa 115 (2)b) de la LIPR)",,,Migration Control and Security Management,Contrôle des mouvements migratoires et gestion de la sécurité,NA,intern_gov,NA,N,NA,ND,ND,0,0,0,0,50,0,N,N,N,N,N,Y,,,
2016-2017,1460,Settlement Transfer Payments,"Paiements de transfert, Programme d’établissement","Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada",extern,res,non,"IRCC provides funds to organizations in support of the delivery of the Settlement programs.  Contribution agreements are the main mechanism for funding the delivery of services to newcomers. Services include language training, community and employment bridging, and settlement information, and support services that that facilitate access to settlement programming.","IRCC fournit des fonds à des organisations qui soutiennent la prestation de programmes d’établissement.  Les ententes de contribution représentent le principal mécanisme pour le financement de la prestation des services destinés aux nouveaux arrivants. La formation linguistique, l’intégration communautaire et de transition à l’emploi, la fourniture de renseignements relatifs à l’établissement et les services de soutien facilitant l’accès aux programmes d’établissement en sont des exemples.",,,Newcomer Settlement and Integration,Établissement et intégration des nouveaux arrivants,NA,NGO,NA,N,Y,ND,ND,1054,0,0,0,0,0,Y,Y,Y,Y,Y,Y,,,
2016-2017,1461,Federal Internship for Newcomers (FIN) Program,Programme fédéral de stage pour les nouveaux arrivants (PFSNA),"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada","extern,enterprise",hr,non,"The FIN Program provides internationally trained professionals and former student refugees with relevant work experience by matching their skills with employers in federal, provincial, and municipal organizations. Interns are supported with training and mentorship opportunities. Hiring managers, too, receive cross-cultural support.","Le PFSNA fournit aux professionnels formés à l’étranger et aux anciens étudiants réfugiés une expérience de travail pertinente en jumelant leurs compétences aux besoins d’employeurs d’organisations fédérales, provinciales et municipales. Les stagiaires sont soutenus par des possibilités de formation et de mentorat. L’embauche de cadres reçoit aussi un soutien interculturel.",,,Newcomer Settlement and Integration,Établissement et intégration des nouveaux arrivants,NA,"intern_gov,person",NA,N,NA,ND,ND,1259,0,0,0,0,0,Y,Y,Y,Y,Y,Y,,,
2016-2017,1464,PR Card Renewals & Replacements,Renouvellement et remplacement de cartes RP,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada",extern,reg,non,Issuance of PR cards to those whose PR cards' validity  have expired or  replace those  whose PR cards are lost/stolen.,"Délivrance de cartes PR lorsque la validité de cette carte a expiré, ou en cas de perte ou de vol de cette carte",,,"Eligibility and Admissibility Screening, Status and Documents","Contrôle de l’admissibilité, statut et documents",NA,person,NA,Y,NA,ND,ND,0,0,0,0,289968,0,NA,NA,N,NA,NA,Y,,,
2016-2017,1465,Permanent Resident Travel Document,Titre de voyage de résident permanent,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada",extern,reg,non,"Issuance of Permanent Resident Travel Document to persons abroad whose PR card has expired, are not in possession of a PR card or have  a lost/stolen PR card.","Délivrance d’un titre de voyage de résident permanent à des personnes à l’étranger dont la carte RP a expiré, ou qui ne sont pas en possession d’une carte RP, ou dont la carte RP a été perdue ou volée.",,,Identity Management,Gestion de l’identité,NA,person,NA,Y,NA,ND,ND,0,0,0,0,21926,0,N,N,N,N,NA,Y,,,
2016-2017,1466,Resettlement Assistance (RAP) Transfer Payments: Contributions,Paiements de transfert pour de l’aide au réétablissement : Contributions,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada",extern,res,non,"Provides funds for immediate and essential RAP services through contributions to service providing organizations in all provinces in Canada except Quebec (including port of entry services, assistance with temporary accommodation life skills and orientation training, and links to settlement programming).","Fournit des fonds pour des services immédiats et essentiels offerts dans le cadre du PAR au moyen de contributions à des fournisseurs de services dans toutes les provinces du Canada, à l’exception du Québec (y compris les services aux points d’entrée, l’aide relative aux aptitudes de vie dans les hébergements temporaires, la formation d’orientation, et des liens vers des programmes d’établissement).",,,Resettlement Assistance Program,Programme d’aide à la réinstallation,NA,NGO,NA,N,Y,ND,ND,43,0,0,0,0,0,Y,Y,Y,Y,Y,Y,,,
2016-2017,1470,Resettlement Assistance (RAP) Transfer Payments: Income Support,Paiements de transfert pour de l’aide au réétablissement : Soutien du revenu,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada",extern,res,non,"Direct financial support and immediate and essential services to RAP clients including government-assisted refugees, privately sponsored refugees in blended initiatives under the BVOR program, and persons in refugee-like situations admitted to Canada.","Soutien financier direct et services essentiels et immédiats à des clients du PAR, notamment des réfugiés parrainés par le gouvernement et par le secteur privé, dans le cadre d’initiatives mixtes du programme visant les réfugiés désignés par un bureau des visas, et les personnes se trouvant dans une situation semblable à celle des réfugiés qui sont admises au Canada.",,,Resettlement Assistance Program,Programme d’aide à la réinstallation,NA,person,NA,N,NA,ND,ND,0,0,0,10536,0,0,NA,NA,NA,NA,Y,Y,,,
2016-2017,1471,Reimbursement Interim Federal Health (IFH),Remboursement dans le cadre du programme fédéral de santé intérimaire (PFSI),"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada",extern,res,non,Health Care Professionals are reimbursed for providing eligible services to clients.,Les professionnels de la santé sont remboursés pour les services admissibles rendus aux clients.,,,Interim Federal Health,Programme fédéral de santé intérimaire,NA,econom,NA,N,N,ND,ND,625776,0,0,0,733375,0,NA,NA,NA,NA,Y,Y,,,
2016-2017,1480,Eligibility Certificate for IFH,Certificat d’admissibilité au PFSI,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada",extern,reg,non,"Issuance of IFHP Eligibility Certificate.  Refugee claimants are eligible for IFHP coverage until they no longer meet program eligibility criteria, become eligible for provincial or territorial health coverage or are removed from Canada.","Délivrance de certificats d’admissibilité au PFSI.  Les demandeurs d’asile sont couverts jusqu’à ce qu’ils ne répondent plus aux critères d’admissibilité du programme, lorsqu’ils deviennent admissibles à un régime d’assurance maladie provincial ou territorial ou lorsqu’ils sont renvoyés du Canada.",,,Interim Federal Health,Programme fédéral de santé intérimaire,NA,person,NA,N,NA,ND,ND,119171,0,0,0,0,0,NA,NA,NA,NA,NA,Y,,,
2016-2017,1481,Medical Surveillance Notification,Notification de la surveillance médicale,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada",extern,reg,crit,Migrants who pose Public Health Risks are referred to PTs for medical surveillance.,Les migrants qui posent un risque pour la santé publique sont renvoyés aux provinces et territoires à des fins de surveillance médicale.,,,Medical Surveillance and Notification,Notification et surveillance médicale,NA,PTC,NA,N,NA,ND,ND,8755,0,0,0,0,0,NA,NA,NA,NA,Y,Y,,,
2016-2017,1482,"Grant 5(1), 5(2), 5(4)","Attribution de citoyenneté 5 (1), 5 (2) et 5 (4)","Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada",extern,reg,prior,Granting of citizenship to  adults and/or minor applicants who have either met all the requirements to become naturalized citizens or have been granted per the discretion of the IRCC Minister.,Octroi de la citoyenneté aux demandeurs adultes et mineurs qui ont satisfait à toutes les exigences pour devenir des citoyens naturalisés ou à qui le ministre d’IRCC l’a octroyée.,,,"Citizenship Acquisition, Confirmation and Revocation","Attribution, confirmation et révocation de la citoyenneté",NA,person,NA,Y,NA,ND,ND,0,0,0,0,112749,0,N,N,N,Y,NA,Y,,,
2016-2017,1484,Stateless grant 5(5),Attribution de citoyenneté aux personnes apatrides 5(5),"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada",extern,reg,non,Granting of citizenship to an individual who is and always was stateless and was born outside Canada to a Canadian parent.,Attribution de la citoyenneté à une personne qui est et a toujours été apatride et qui est née à l’extérieur du Canada d’un parent canadien.,,,"Citizenship Acquisition, Confirmation and Revocation","Attribution, confirmation et révocation de la citoyenneté",NA,person,NA,N,NA,ND,ND,0,0,0,0,0,0,N,N,N,Y,NA,Y,,,
2016-2017,1485,Adoption 5.1,Adoption 5.1,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada",extern,reg,crit,Citizenship granted to an individual adopted by a Canadian Citizen.,Citoyenneté attribuée à une personne adoptée par un citoyen canadien.,,,"Citizenship Acquisition, Confirmation and Revocation","Attribution, confirmation et révocation de la citoyenneté",NA,person,NA,Y,NA,ND,ND,0,0,0,0,867,0,Y,Y,N,Y,N,Y,,,
2016-2017,1486,Resumption 11(1) & 11(2),Réintégration 11(1) et 11(2),"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada",extern,reg,non,"Citizenship  granted to any person who was previously a Canadian citizen, whose citizenship was not revoked under the former or present Act, and who have met all the requirements to resume citizenship.","Citoyenneté attribuée à une personne ayant déjà eu la citoyenneté canadienne, qui n’a pas été révoquée en vertu de l’ancienne loi ni de la loi actuelle, mais que la personne peut réintégrer parce qu’elle a satisfait à toutes les exigences.",,,"Citizenship Acquisition, Confirmation and Revocation","Attribution, confirmation et révocation de la citoyenneté",NA,person,NA,Y,NA,ND,ND,0,0,0,0,36,0,Y,Y,N,Y,N,Y,,,
2016-2017,cic - 51,Revocation,Révocation,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada",extern,reg,crit,"Revocation of citizenship for false representation, fraud, or knowingly concealing material circumstances.",Révocation de la citoyenneté acquise par fraude ou au moyen d’une fausse déclaration ou de la dissimulation intentionnelle de faits essentiels.,,,"Citizenship Acquisition, Confirmation and Revocation","Attribution, confirmation et révocation de la citoyenneté",NA,person,NA,N,NA,ND,ND,0,0,0,0,162,0,NA,NA,NA,Y,N,Y,,,
2016-2017,1487,Renunciation of Citizenship,Répudiation de la citoyenneté,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada",extern,reg,non,Renunciation of Canadian citizenship under section 9(1) of the Citizenship Act and the streamlined renunciation under section 11 of the Citizenship Regulations No. 2 for certain individuals who have Canadian citizenship.,Répudiation de la citoyenneté canadienne en vertu de l’article 9(1) de la Loi sur la citoyenneté et répudiation simplifiée aux termes de l’article 11 du Règlement n° 2 sur la citoyenneté pour certaines personnes ayant la citoyenneté canadienne,,,"Citizenship Acquisition, Confirmation and Revocation","Attribution, confirmation et révocation de la citoyenneté",NA,person,NA,Y,NA,ND,ND,0,0,0,0,259,0,NA,NA,N,NA,N,Y,,,
2016-2017,1488,Proof of Citizenship,Preuve de citoyenneté,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada",extern,reg,non,Issuance of proof of citizenship for travel and government services.,Délivrance de la preuve de citoyenneté aux fins des voyages et des services gouvernementaux,,,"Citizenship Acquisition, Confirmation and Revocation","Attribution, confirmation et révocation de la citoyenneté",NA,person,NA,Y,NA,ND,ND,0,0,0,0,61736,0,NA,NA,N,NA,N,Y,,,
2016-2017,cic - 54,Recalls of Citizenship Certificate(s),Rappels de certificats de citoyenneté,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada",extern,reg,non,A certificate of citizenship is recalled when it was issued in error or if the Registrar is of the opinion that the person to whom it was issued is not entitled to it.,Un certificat de citoyenneté est rappelé s’il a été délivré par erreur ou si le Greffier estime que la personne qui l’a obtenu n’y avait pas droit.,,,"Citizenship Acquisition, Confirmation and Revocation","Attribution, confirmation et révocation de la citoyenneté",NA,person,NA,N,NA,ND,ND,0,0,0,0,19,0,NA,NA,NA,N,N,Y,,,
2016-2017,1489,Search of Records,Recherche de documents,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada",extern,reg,non,"Provides record of citizenship to requests by individuals, P/T business and other organizations.","Fournit un dossier de citoyenneté pour les demandes faites par des personnes, des organisations provinciales ou territoriales et d’autres organisations.",,,"Citizenship Acquisition, Confirmation and Revocation","Attribution, confirmation et révocation de la citoyenneté",NA,person,NA,Y,NA,ND,ND,0,0,0,0,1505,0,N,N,N,N,N,Y,,,
2016-2017,1490,"Citizenship Education &  Outreach 
Reaffirmation","Éducation à la citoyenneté et rayonnement 
Réaffirmation","Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada",extern,ecu,non,Promote awareness of rights and responsibilities of a citizenship and encourage citizenship acquisition by Permanent Residents.,Contribuer à la connaissance des droits et des responsabilités liés à la citoyenneté et favoriser l’acquisition de la citoyenneté par les résidents permanents.,,,Citizenship Awareness,Sensibilisation à la citoyenneté,NA,person,NA,N,NA,ND,ND,1286649,0,0,48591,0,0,NA,NA,NA,NA,Y,Y,,,
