fiscal_yr,service_id,service_name_en,service_name_fr,department_name_en,department_name_fr,external_internal,service_type,special_designations,service_description_en,service_description_fr,service_url_en,service_url_fr,program_name_en,program_name_fr,last_GBA,client_target_groups,info_service,service_fee,cra_business_number,use_of_sin,service_channels,online_applications,web_visits_info_service,calls_received,in_person_applications,postal_mail_applications,other_applications,e_registration,e_authentication,e_application,e_decision,e_issuance,e_feedback,client_feedback,special_remarks_en,special_remarks_fr
2017-2018,1425,Restoration of status,Rétablissement du statut,"Immigration, Refugees and Citizenship Canada | Immigration, Réfugiés et Citoyenneté Canada","Immigration, Refugees and Citizenship Canada | Immigration, Réfugiés et Citoyenneté Canada",extern,reg,non,"If a visitor, worker or student has remained past their period of authorized stay, they may apply to reinstate or restore their status, so long as they have not been out of status for more than 90 days, and they have not failed to comply with the specified conditions.","Si un visiteur, un travailleur ou un étudiant demeure au pays après la période autorisée, il peut faire une demande pour rétablir son statut, du moment qu’il n’a pas perdu son statut depuis plus de 90 jours, et qu’il n’a pas enfreint les conditions précisées.",https://www.canada.ca/en/immigration-refugees-citizenship/corporate/publications-manuals/operational-bulletins-manuals/temporary-residents/visitors/restoration-status.html,https://www.canada.ca/fr/immigration-refugies-citoyennete/organisation/publications-guides/bulletins-guides-operationnels/residents-temporaires/visiteurs/retablissement-statut.html,Visitors,Visiteurs,NA,person,NA,Y,NA,N,ND,17142,0,0,7,8816,18,Y,Y,Y,Y,N,Y,"tel,onl",,
2017-2018,1426,Temporary Resident Permit (TRP),Permis de résident temporaire (PRT),"Immigration, Refugees and Citizenship Canada | Immigration, Réfugiés et Citoyenneté Canada","Immigration, Refugees and Citizenship Canada | Immigration, Réfugiés et Citoyenneté Canada",extern,reg,non,"A TRP is a discretionary document that may be issued to inadmissible persons or persons reported or who may be reported for violation of the Immigration and Refugee Protection Act or to those who don't meet the requirements of the Act, to allow them to enter or remain in Canada as a temporary resident, where justified by exceptional circumstances.","Un PRT est un document discrétionnaire qui peut être délivré à une personne interdite de territoire ou à une personne qui a fait l’objet d’un signalement, ou qui pourrait faire l’objet d’un signalement en raison d’une infraction à la LIPR, afin de lui permettre d’entrer et de rester au Canada en tant que résident temporaire, lorsque des circonstances exceptionnelles le justifient.",https://www.canada.ca/en/immigration-refugees-citizenship/services/immigrate-canada/inadmissibility/temporary-resident-permits.html,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/immigrer-canada/interdiction-territoire/permis-sejour-temporaire.html,Visitors,Visiteurs,NA,person,NA,Y,NA,N,ND,76,131247,0,7043,3797,412,Y,Y,Y,Y,NA,Y,"tel,onl",,
2017-2018,1427,Temporary Resident Permit for Victims of Trafficking in Persons (VTIP TRP),Permis de résident temporaire (PRT) pour les victimes de trafic de personnes,"Immigration, Refugees and Citizenship Canada | Immigration, Réfugiés et Citoyenneté Canada","Immigration, Refugees and Citizenship Canada | Immigration, Réfugiés et Citoyenneté Canada",extern,reg,non,"A VTIP TRP is issued to provide protection to vulnerable foreign nationals who are victims of trafficking in persons, by regularizing their status in Canada, when appropriate.  VTIP TRPs are issued in Canada only.",Un PRT pour les victimes de trafic de personnes est émis pour protéger aux étrangés qui sont victimes de trafic de personnes en régularisant leurs statut au Canada lorsque c'est approprié de le faire. C'est permis sont émis au Canada seulement.,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/application-forms-guides/protection-assistance-victims-human-trafficking.html,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/demande/formulaires-demande-guides/protection-aide-victimes-trafic-personnes.html,Visitors,Visiteurs,NA,person,NA,N,NA,N,ND,0,0,0,20,5,30,N,N,N,N,NA,Y,"tel,onl",,
2017-2018,1428,Study Permit,Permis d’études,"Immigration, Refugees and Citizenship Canada | Immigration, Réfugiés et Citoyenneté Canada","Immigration, Refugees and Citizenship Canada | Immigration, Réfugiés et Citoyenneté Canada",extern,reg,prior,"IRCC issues foreign nationals who have met all eligibility, admissibility requirements and intent to study for more than 6 months in Canada a written authorization to travel to Canada and have a study permit issued at the Canadian port of entry.",IRCC délivre une autorisation écrite de voyager au Canada à un étranger qui répond à toutes les exigences de recevabilité et d’admissibilité et qui est titulaire d’un permis d’études délivré à un port d’entrée au Canada.,https://www.canada.ca/en/immigration-refugees-citizenship/services/study-canada.html,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/etudier-canada.html,International Students,Étudiants étrangers,NA,person,NA,Y,NA,N,ND,111748,866145,0,4301,212953,20,Y,Y,Y,Y,NA,Y,"tel,onl",,
2017-2018,1429,International Experience Canada,Expérience internationale Canada,"Immigration, Refugees and Citizenship Canada | Immigration, Réfugiés et Citoyenneté Canada","Immigration, Refugees and Citizenship Canada | Immigration, Réfugiés et Citoyenneté Canada",extern,reg,non,An authorization for a foreign national to obtain a work permit to work temporarily in Canada under the International Experience Canada Program. This program is based on Canada’s youth mobility arrangements and agreements with specific countries and participating organizations.,Autorisation accordée à un étranger afin qu’il obtienne un permis de travail pour travailler temporairement au Canada dans le cadre du programme Expérience internationale Canada. Ce programme se base sur des ententes et des accords visant la mobilité des jeunes du Canada conclus avec des pays précis et avec des organisations participantes.,https://www.canada.ca/en/immigration-refugees-citizenship/services/work-canada/iec.html,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/travailler-canada/eic.html,Temporary Workers,Travailleurs temporaires,NA,person,NA,Y,NA,N,ND,76917,1187865,0,26,3,0,Y,Y,Y,Y,NA,Y,"tel,onl",,
2017-2018,1430,Federal Skilled Worker,Travailleurs qualifiés (fédéral),"Immigration, Refugees and Citizenship Canada | Immigration, Réfugiés et Citoyenneté Canada","Immigration, Refugees and Citizenship Canada | Immigration, Réfugiés et Citoyenneté Canada",extern,reg,prior,PR for skilled workers on the basis of their ability to become economically established in Canada and their intention to reside in a province other than the province of Quebec. This service includes granting permanent residence and issuance of PR card.,Résidence permanente (RP) pour les travailleurs qualifiés sur la base de leur capacité à s’établir économiquement au Canada et de leur intention d’habiter dans une province autre que la province de Québec. Ce service comprend l’octroi de la résidence permanente et la délivrance d’une carte RP.,https://www.canada.ca/en/immigration-refugees-citizenship/services/immigrate-canada/express-entry/eligibility/federal-skilled-workers.html,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/immigrer-canada/entree-express/admissibilite/travailleurs-qualifies-federal.html,Federal Economic Immigration,Immigration économique fédérale,NA,person,NA,Y,NA,N,ND,28646,5914329,0,0,21,0,Y,Y,Y,Y,NA,Y,"tel,onl",,
2017-2018,1431,Federal Skilled Trades,Travailleurs de métiers spécialisés (fédéral),"Immigration, Refugees and Citizenship Canada | Immigration, Réfugiés et Citoyenneté Canada","Immigration, Refugees and Citizenship Canada | Immigration, Réfugiés et Citoyenneté Canada",extern,reg,non,PR for skilled trades workers on the basis of their ability to become economically established in Canada and their intention to reside in a province other than the province of Quebec. This service includes granting permanent residence and issuance of PR card.,Résidence permanente pour les travailleurs de métiers spécialisés sur la base de leur capacité à s’établir économiquement au Canada et de leur intention d’habiter dans une province autre que la province de Québec. Ce service comprend l’octroi de la résidence permanente et la délivrance d’une carte RP.,https://www.canada.ca/en/immigration-refugees-citizenship/services/immigrate-canada/express-entry/eligibility/skilled-trades.html,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/immigrer-canada/entree-express/admissibilite/metiers-specialises.html,Federal Economic Immigration,Immigration économique fédérale,NA,person,NA,Y,NA,N,ND,554,398832,0,0,1,0,Y,Y,Y,Y,NA,Y,"tel,onl",,
2017-2018,1433,Canadian Experience Class,Catégorie de l’expérience canadienne,"Immigration, Refugees and Citizenship Canada | Immigration, Réfugiés et Citoyenneté Canada","Immigration, Refugees and Citizenship Canada | Immigration, Réfugiés et Citoyenneté Canada",extern,reg,non,"PR for individuals on  the basis of their ability to become economically established in Canada, their qualifying Canadian work experience, and their intention to reside in a province other than the province of Quebec. This service includes granting permanent residence and issuance of PR card.","Résidence permanente pour les personnes sur la base de leur capacité à s’établir économiquement au Canada, de leur expérience de travail au Canada et de leur intention d’habiter dans une province autre que la province de Québec. Ce service comprend l’octroi de la résidence permanente et la délivrance d’une carte RP.",https://www.canada.ca/en/immigration-refugees-citizenship/services/immigrate-canada/express-entry/eligibility/canadian-experience-class.html,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/immigrer-canada/entree-express/admissibilite/categorie-experience-canadienne.html,Federal Economic Immigration,Immigration économique fédérale,NA,person,NA,Y,NA,N,ND,24191,459804,0,0,23,0,Y,Y,Y,Y,NA,Y,"tel,onl",,
2017-2018,1434,Start up visa,Visa pour démarrage d’entreprise,"Immigration, Refugees and Citizenship Canada | Immigration, Réfugiés et Citoyenneté Canada","Immigration, Refugees and Citizenship Canada | Immigration, Réfugiés et Citoyenneté Canada",extern,reg,non,"PR for individuals who are innovative business persons and  Angel Investor Group, or Business Incubator. This service includes granting permanent residence and issuance of PR card.","Résidence permanente pour les personnes qui innovent en affaires, les investisseurs providentiels ou les incubateurs d’entreprises Ce service comprend l’octroi de la résidence permanente et la délivrance d’une carte RP.",https://www.canada.ca/en/immigration-refugees-citizenship/services/immigrate-canada/start-visa.html,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/immigrer-canada/visa-demarrage.html,Federal Economic Immigration,Immigration économique fédérale,NA,person,NA,Y,NA,N,ND,0,163416,0,0,185,0,Y,Y,N,Y,NA,Y,"tel,onl",No records for IMM CAT IVC,
2017-2018,1435,Immigrant Investor Venture Capital (IIVC),Capital de risque pour les immigrants investisseurs (CRII),"Immigration, Refugees and Citizenship Canada | Immigration, Réfugiés et Citoyenneté Canada","Immigration, Refugees and Citizenship Canada | Immigration, Réfugiés et Citoyenneté Canada",extern,reg,non,PR for individuals who have met the requirements of the Immigrant Investor Venture Capital Pilot program. This service includes granting permanent residence and issuance of PR card.,Résidence permanente pour les personnes qui répondent aux exigences du Programme pilote de capital de risque pour les immigrants investisseurs. Ce service comprend l’octroi de la résidence permanente et la délivrance d’une carte RP.,https://www.canada.ca/en/immigration-refugees-citizenship/corporate/publications-manuals/operational-bulletins-manuals/permanent-residence/economic-classes/immigrant-investor-venture-capital.html,https://www.canada.ca/fr/immigration-refugies-citoyennete/organisation/publications-guides/bulletins-guides-operationnels/resdience-permanente/categories-immigration-economique/immigrants-investisseurs-capital-risque.html,Federal Economic Immigration,Immigration économique fédérale,NA,person,NA,Y,NA,N,ND,0,0,0,0,0,0,Y,Y,N,Y,NA,Y,"tel,onl",,
2017-2018,1436,Federal Self employed,Travailleurs autonomes (fédéral),"Immigration, Refugees and Citizenship Canada | Immigration, Réfugiés et Citoyenneté Canada","Immigration, Refugees and Citizenship Canada | Immigration, Réfugiés et Citoyenneté Canada",extern,reg,non,"PR for individuals who will be self-employed in Canada and have relevant experience in cultural activities, athletics, or farm management. This service includes granting permanent residence and issuance of PR card.","Résidence permanente pour les travailleurs autonomes au Canada, qui possèdent de l’expérience pertinente dans la gestion d’activités culturelles ou liées à l’athlétisme ou à l’exploitation agricole. Ce service comprend l’octroi de la résidence permanente et la délivrance d’une carte RP.",https://www.canada.ca/en/immigration-refugees-citizenship/services/immigrate-canada/self-employed.html,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/immigrer-canada/travailleurs-autonomes.html,Federal Economic Immigration,Immigration économique fédérale,NA,person,NA,Y,NA,N,ND,0,285282,0,0,1155,0,Y,Y,N,Y,NA,Y,"tel,onl","Just federal self-employed, no references to experience",
2017-2018,1437,Live In Caregivers,Aides familiaux résidants,"Immigration, Refugees and Citizenship Canada | Immigration, Réfugiés et Citoyenneté Canada","Immigration, Refugees and Citizenship Canada | Immigration, Réfugiés et Citoyenneté Canada",extern,reg,non,PR for individuals who have met the requirements of the live in caregiver program. This service includes granting permanent residence and issuance of PR card.,Résidence permanente pour les personnes qui répondent aux exigences du Programme des aides familiaux résidants. Ce service comprend l’octroi de la résidence permanente et la délivrance d’une carte RP.,https://www.canada.ca/en/immigration-refugees-citizenship/services/immigrate-canada/caregivers.html,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/immigrer-canada/aides-familiaux.html,Federal Economic Immigration,Immigration économique fédérale,NA,person,NA,Y,NA,N,ND,0,224811,0,0,3371,0,Y,Y,N,Y,NA,Y,"tel,onl",,
2017-2018,1438,Caring for Children or for People with High Medical Needs,Garde d’enfants ou soins aux personnes ayant des besoins médicaux élevés,"Immigration, Refugees and Citizenship Canada | Immigration, Réfugiés et Citoyenneté Canada","Immigration, Refugees and Citizenship Canada | Immigration, Réfugiés et Citoyenneté Canada",extern,reg,non,PR for individuals who have met the requirements of  caring for children or caring for people with high medical needs class. This service includes granting permanent residence and issuance of PR card.,Résidence permanente pour les personnes qui répondent aux exigences en matière de garde d’enfants ou de soins aux personnes ayant des besoins médicaux élevés. Ce service comprend l’octroi de la résidence permanente et la délivrance d’une carte RP.,https://www.canada.ca/en/immigration-refugees-citizenship/services/immigrate-canada/caregivers.html,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/immigrer-canada/aides-familiaux.html,Federal Economic Immigration,Immigration économique fédérale,NA,person,NA,Y,NA,N,ND,0,241872,0,0,673,0,Y,Y,N,Y,NA,Y,"tel,onl",,
2017-2018,1439,Quebec Skilled Workers/Trades,Travailleurs qualifiés – Québec,"Immigration, Refugees and Citizenship Canada | Immigration, Réfugiés et Citoyenneté Canada","Immigration, Refugees and Citizenship Canada | Immigration, Réfugiés et Citoyenneté Canada",extern,reg,non,PR for individuals selected by the province of Quebec on the basis of their ability to become economically established in Canada and reside in the province of Quebec. This service includes granting permanent residence and issuance of PR card.,Résidence permanente pour des personnes sélectionnées par la province de Québec sur la base de leur capacité à s’établir économiquement au Canada et à habiter dans la province de Québec. Ce service comprend l’octroi de la résidence permanente et la délivrance d’une carte RP.,https://www.canada.ca/en/immigration-refugees-citizenship/services/immigrate-canada/quebec-skilled-workers.html,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/immigrer-canada/travailleurs-qualifies-quebec.html,Provincial Economic Immigration,Immigration économique provinciale,NA,person,NA,Y,NA,N,ND,1,796443,0,0,12817,0,Y,Y,N,Y,NA,Y,"tel,onl",,
2017-2018,1440,"Quebec Business (Entrepreneur, Investor, Self-employed)","Gens d’affaires au Québec (entrepreneurs, investisseurs, travailleurs autonomes)","Immigration, Refugees and Citizenship Canada | Immigration, Réfugiés et Citoyenneté Canada","Immigration, Refugees and Citizenship Canada | Immigration, Réfugiés et Citoyenneté Canada",extern,reg,non,PR for individuals selected by the province of Quebec on the basis of their ability to become economically established in Canada through business activities and reside in the province of Quebec. This service includes granting permanent residence and issuance of PR card.,Résidence permanente pour des personnes sélectionnées par la province de Québec sur la base de leur capacité à s’établir économiquement au Canada grâce à des activités commerciales et à habiter dans la province de Québec. Ce service comprend l’octroi de la résidence permanente et la délivrance d’une carte RP.,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/application-forms-guides/application-permanent-residence-quebec-selected-business-class-applicants-investors-entrepreneurs.html,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/demande/formulaires-demande-guides/demande-residence-permanente-programme-gens-affaires-selectionnes-quebec-investisseurs-entrepreneurs.html,Provincial Economic Immigration,Immigration économique provinciale,NA,person,NA,Y,NA,N,ND,0,0,0,0,1648,0,Y,Y,N,Y,NA,Y,"tel,onl",,
2017-2018,1441,Provincial Nominees,Candidats des provinces,"Immigration, Refugees and Citizenship Canada | Immigration, Réfugiés et Citoyenneté Canada","Immigration, Refugees and Citizenship Canada | Immigration, Réfugiés et Citoyenneté Canada",extern,reg,non,PR for individuals who are nominated by a province or territory on the basis of their ability to become economically established in Canada in the province or territory of nomination except for the province of Quebec. This service includes granting permanent residence and issuance of PR card.,"Résidence permanente pour les personnes nommées par une province ou un territoire sur la base de leur capacité à s’établir économiquement au Canada, dans la province ou le territoire où elles ont été nommées, à l’exception de la province de Québec. Ce service comprend l’octroi de la résidence permanente et la délivrance d’une carte RP.",https://www.canada.ca/en/immigration-refugees-citizenship/services/immigrate-canada/provincial-nominees.html,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/immigrer-canada/candidats-provinces.html,Provincial Economic Immigration,Immigration économique provinciale,NA,person,NA,Y,NA,N,ND,7500,963237,0,0,21600,0,Y,Y,Y,Y,NA,Y,"tel,onl",,
2017-2018,1442,Family Class Priority (FCP),Demandes prioritaires de la catégorie du regroupement familial,"Immigration, Refugees and Citizenship Canada | Immigration, Réfugiés et Citoyenneté Canada","Immigration, Refugees and Citizenship Canada | Immigration, Réfugiés et Citoyenneté Canada",extern,reg,prior,"Sponsorship for PR for a spouse, common-law partner, conjugal partner and dependent children (including adopted children) of Canadians or permanent residents. This service includes granting permanent residence and issuance of PR card.","Parrainage d’un époux, d’un conjoint de fait, d’un partenaire conjugal et d’enfants à charge (y compris les enfants adoptés) par un Canadien ou un résident permanent afin qu’ils obtiennent la résidence permanente. Ce service comprend l’octroi de la résidence permanente et la délivrance d’une carte RP.",https://www.canada.ca/en/immigration-refugees-citizenship/services/immigrate-canada/family-sponsorship/spouse-partner-children.html,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/immigrer-canada/parrainer-membre-famille/epoux-partenaire-enfant.html,Family Reunification,Regroupement familial,NA,person,NA,Y,NA,N,ND,0,1039605,0,0,59873,0,Y,Y,N,Y,NA,Y,"tel,onl",,
2017-2018,1443,Parents and Grandparents (FC4),Parents et grands-parents (CF4),"Immigration, Refugees and Citizenship Canada | Immigration, Réfugiés et Citoyenneté Canada","Immigration, Refugees and Citizenship Canada | Immigration, Réfugiés et Citoyenneté Canada",extern,reg,non,Sponsorship for PR for Parents and Grandparents of Canadians or permanent residents. This service includes granting permanent residence and issuance of PR card.,Parrainage d’un parent ou d’un grand-parent par un Canadien ou un résident permanent afin qu’il obtienne la résidence permanente. Ce service comprend l’octroi de la résidence permanente et la délivrance d’une carte RP.,https://www.canada.ca/en/immigration-refugees-citizenship/services/immigrate-canada/family-sponsorship/sponsor-parents-grandparents.html,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/immigrer-canada/parrainer-membre-famille/parrainer-parents-grands-parents.html,Family Reunification,Regroupement familial,NA,person,NA,Y,NA,N,ND,0,989535,0,0,9305,0,Y,Y,N,Y,NA,Y,"tel,onl",,
2017-2018,1444,Other Relatives,Autres membres de la famille,"Immigration, Refugees and Citizenship Canada | Immigration, Réfugiés et Citoyenneté Canada","Immigration, Refugees and Citizenship Canada | Immigration, Réfugiés et Citoyenneté Canada",extern,reg,non,Sponsorship for PR for orphaned relatives under 18; or for one other qualified relative of a Canadian citizen or permanent resident. This service includes granting permanent residence and issuance of PR card.,Parrainage d’un citoyen canadien ou d’un résident permanent en vue qu’un membre orphelin de sa famille âgé de moins de 18 ans ou un autre membre de sa famille qui se qualifie obtienne la résidence permanente. Ce service comprend l’octroi de la résidence permanente et la délivrance d’une carte RP.,https://www.canada.ca/en/immigration-refugees-citizenship/services/immigrate-canada/family-sponsorship/other-relatives.html,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/immigrer-canada/parrainer-membre-famille/autres-membres-famille.html,Family Reunification,Regroupement familial,NA,person,NA,Y,NA,N,ND,0,297330,0,0,735,0,Y,Y,N,Y,NA,Y,"tel,onl","Feedback under 'spouse, partner, children and other'",
2017-2018,1446,Spouse or common-law partner in Canada class,Catégorie des époux ou conjoints de fait au Canada,"Immigration, Refugees and Citizenship Canada | Immigration, Réfugiés et Citoyenneté Canada","Immigration, Refugees and Citizenship Canada | Immigration, Réfugiés et Citoyenneté Canada",extern,reg,non,Sponsorship for PR for a spouse or common-law partner residing in Canada of a Canadian citizen or permanent resident including those who have fallen out of status In Canada. This service includes granting permanent residence and issuance of PR card.,"Parrainage d’un époux ou d’un conjoint de fait résidant au Canada, y compris ceux dont le statut au Canada a expiré, par un citoyen canadien ou un résident permanent, afin qu’ils obtiennent la résidence permanente. Ce service comprend l’octroi de la résidence permanente et la délivrance d’une carte RP.",https://www.canada.ca/en/immigration-refugees-citizenship/services/immigrate-canada/family-sponsorship/spouse-partner-children.html,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/immigrer-canada/parrainer-membre-famille/epoux-partenaire-enfant.html,Family Reunification,Regroupement familial,NA,person,NA,Y,NA,N,ND,0,1039605,0,0,55266,0,Y,Y,N,Y,NA,Y,"tel,onl","Feedback under 'spouse, partner, children and other'",
2017-2018,1447,TRP Holder,Titulaire d’un PRT,"Immigration, Refugees and Citizenship Canada | Immigration, Réfugiés et Citoyenneté Canada","Immigration, Refugees and Citizenship Canada | Immigration, Réfugiés et Citoyenneté Canada",extern,reg,non,PR application class for TRP holders who meet eligibility criteria related to the period for which they have lived in Canada with a TRP. This service includes granting permanent residence and issuance of PR card.,Classe de demandes pour obtenir la résidence permanente pour un titulaire d’un PRT qui répond aux exigences d’admissibilité liées à la période pendant laquelle il a habité au Canada grâce à un VRT. Ce service comprend l’octroi de la résidence permanente et la délivrance d’une carte RP.,https://www.canada.ca/en/immigration-refugees-citizenship/corporate/publications-manuals/operational-bulletins-manuals/permanent-residence/non-economic-classes/permits.html,https://www.canada.ca/fr/immigration-refugies-citoyennete/organisation/publications-guides/bulletins-guides-operationnels/resdience-permanente/categories-immigration-non-economique/permis.html,Humanitarian / Compassionate and Discretionary Immigration,Immigration pour considérations d’ordre humanitaire et discrétionnaire,NA,person,NA,Y,NA,N,ND,0,0,0,0,55,0,Y,Y,N,Y,NA,Y,"tel,onl",,
2017-2018,1449,Humanitarian & Compassionate,Motifs d’ordre humanitaire,"Immigration, Refugees and Citizenship Canada | Immigration, Réfugiés et Citoyenneté Canada","Immigration, Refugees and Citizenship Canada | Immigration, Réfugiés et Citoyenneté Canada",extern,reg,non,PR for an individual granted based on humanitarian and compassionate consideration. This service includes actual landing in Canada and issuance of PR card.,Résidence permanente pour une personne autorisée sur la base de motifs d’ordre humanitaire. Ce service comprend l’établissement réel au Canada et la délivrance d’une carte RP.,https://www.canada.ca/en/immigration-refugees-citizenship/services/refugees/claim-protection-inside-canada/after-apply-next-steps/refusal-options/humanitarian-compassionate-grounds.html,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/refugies/presenter-demande-asile-canada/apres-avoir-presenter-demande-etapes-suivantes/recours-rejetee/considerations-ordre-humanitaire.html,Humanitarian / Compassionate and Discretionary Immigration,Immigration pour considérations d’ordre humanitaire et discrétionnaire,NA,person,NA,Y,NA,N,ND,0,82827,0,0,4388,0,Y,Y,N,Y,NA,Y,"tel,onl",,
2017-2018,1450,Resettled Refugees,Réfugiés réinstallés,"Immigration, Refugees and Citizenship Canada | Immigration, Réfugiés et Citoyenneté Canada","Immigration, Refugees and Citizenship Canada | Immigration, Réfugiés et Citoyenneté Canada",extern,reg,prior,"Resettlement of refugees identified through the UNHCR or other referral agencies, private individuals/ organizations or groups of individuals and supported/sponsored  by one of the following: the government of Canada or Quebec, private individuals/ organizations, groups of individuals, or Sponsorship Agreement Holders (SAHs).","Réinstallation de réfugiés déterminés par le HCR ou par une autre organisation de recommandation, par un particulier ou une organisation privée ou un groupe de personnes, et soutenus ou parrainés par un des intervenants suivants : le gouvernement du Canada ou du Québec, un particulier ou une organisation privée, un groupe de personnes ou un signataire d’entente de parrainage.",https://www.canada.ca/en/immigration-refugees-citizenship/services/refugees/help-outside-canada/private-sponsorship-program.html,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/refugies/aide-exterieur-canada/programme-parrainage-prive.html,Resettled Refugees,Réinstallation des réfugiés,NA,person,NA,N,NA,N,ND,0,127149,0,0,14958,0,Y,N,Y,Y,NA,Y,"tel,onl",Feedback via webform only,
2017-2018,1451,Humanitarian Public Policy,Politique d’intérêt public humanitaire,"Immigration, Refugees and Citizenship Canada | Immigration, Réfugiés et Citoyenneté Canada","Immigration, Refugees and Citizenship Canada | Immigration, Réfugiés et Citoyenneté Canada",extern,reg,non,Priority processing of resettlement applications for persons who meet the definition of Convention Refugee or are in refugee-like situations.,Traitement prioritaire des demandes de réinstallation pour les personnes qui répondent à la définition d’un réfugié au sens de la Convention ou qui se trouvent dans des situations semblables à celle d’un réfugié.,https://www.canada.ca/en/immigration-refugees-citizenship/services/refugees/help-outside-canada.html,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/refugies/aide-exterieur-canada.html,Humanitarian / Compassionate and Discretionary Immigration,Immigration pour considérations d’ordre humanitaire et discrétionnaire,NA,person,NA,N,NA,N,ND,0,206415,0,0,4473,0,Y,N,N,Y,NA,Y,"tel,onl",Feedback via webform only.  H&C and PP for this metric,
2017-2018,1455,Protected Person & Dependants (APR),Personne protégée et personnes à charge (demande de résidence permanente),"Immigration, Refugees and Citizenship Canada | Immigration, Réfugiés et Citoyenneté Canada","Immigration, Refugees and Citizenship Canada | Immigration, Réfugiés et Citoyenneté Canada",extern,reg,non,PR status granted to protected persons in-Canada and to their dependants both in Canada and overseas provided that they meet the definition of “family member” in IRPR1(3).,Statut de résidence permanente délivré aux personnes protégées qui se trouvent au Canada et à leurs personnes à charge qui se trouvent au Canada et à l’étranger.,https://www.canada.ca/en/immigration-refugees-citizenship/corporate/publications-manuals/operational-bulletins-manuals/permanent-residence/protected-persons.html,https://www.canada.ca/fr/immigration-refugies-citoyennete/organisation/publications-guides/bulletins-guides-operationnels/resdience-permanente/personnes-protegees.html,Humanitarian / Compassionate and Discretionary Immigration,Immigration pour considérations d’ordre humanitaire et discrétionnaire,NA,person,NA,Y,NA,N,ND,0,0,0,0,15284,0,N,N,N,Y,NA,Y,"tel,onl",NA,
2017-2018,1457,In-Canada Asylum,Octroi de l’asile au Canada,"Immigration, Refugees and Citizenship Canada | Immigration, Réfugiés et Citoyenneté Canada","Immigration, Refugees and Citizenship Canada | Immigration, Réfugiés et Citoyenneté Canada",extern,reg,non,IRCC receives in-Canada applications for refugee protection (refugee claims). Eligible claims are referred to the Immigration and Refugee Board for a hearing and decision.,IRCC reçoit des demandes d’asile présentées au Canada. Les demandes d’asile recevables sont renvoyées à la Commission de l’immigration et du statut de réfugié du Canada pour que soit menée une audience et pour qu’une décision soit prise.,https://www.canada.ca/en/immigration-refugees-citizenship/services/refugees.html,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/refugies.html,Asylum,Asile,NA,person,NA,N,NA,N,ND,0,0,0,0,350,0,N,N,N,N,NA,Y,"tel,onl",NA,
2017-2018,1453,Immigration Loan,Prêts aux immigrants,"Immigration, Refugees and Citizenship Canada | Immigration, Réfugiés et Citoyenneté Canada","Immigration, Refugees and Citizenship Canada | Immigration, Réfugiés et Citoyenneté Canada",extern,res,non,"This statutory program ensures that some persons, otherwise unable to pay for the costs of transportation to Canada, have access to a funding source. The main target group for the program are resettled refugees but loans may also be approved for foreign nationals to defray the Right of Permanent Residence Fee and to newcomers in need to cover initial settlement expenses.  The loans are repayable in full and payment plans vary by the value of the loan.  Deferrals and extensions are available in some instances.","Ce programme réglementaire permet à certaines personnes, qui seraient autrement incapables d’assumer les coûts liés au transport vers le Canada, d’avoir accès à une source de financement. Les réfugiés réinstallés constituent le principal groupe cible du programme, mais des prêts peuvent aussi être autorisés à des étrangers afin qu’ils puissent acquitter les frais relatifs au droit de résidence permanente, ainsi qu’aux nouveaux arrivants, pour qu’ils puissent s’acquitter de leurs dépenses d’établissement initiales.  Les prêts sont remboursables au complet, et les plans de paiement varient selon la valeur du prêt.  Des reports et des prolongations sont possibles dans certains cas.",https://www.canada.ca/en/immigration-refugees-citizenship/corporate/publications-manuals/operational-bulletins-manuals/service-delivery/immigration-loans-program.html,https://www.canada.ca/fr/immigration-refugies-citoyennete/organisation/publications-guides/bulletins-guides-operationnels/prestation-services/programme-prets-immigrants.html,Resettled Refugees,Réinstallation des réfugiés,NA,person,NA,N,NA,N,ND,0,0,0,0,0,0,N,N,N,N,N,Y,"tel,onl",Feedback via webform only,
