fiscal_yr,service_id,service_name_en,service_name_fr,service_std_id,service_std_en,service_std_fr,service_std_url_en,service_std_url_fr,service_std_type,target_type,service_std_target,volume_meeting_target,total_volume,performance,gcss_tool_fiscal_yr,channel,standard_channel_comment_en,standard_channel_comment_fr,standard_comment_en,standard_comment_fr,realtime_result_url_en,realtime_result_url_fr,department_name_en,department_name_fr
2018-2019,864,Category L - Authorizations under the Pest Control Product Regulations,Catégorie L - L'autorisation en vertu du Règlement sur les produits antiparasitaires,684,The review timelines range from 45 to 425 days for these types of submissions.,Les délais d’examen varient de 45 à 425 jours pour ce type de demandes.,https://www.canada.ca/en/health-canada/services/consumer-product-safety/reports-publications/pesticides-pest-management/policies-guidelines/regulatory-directive/2017/dir2017-01-management-submissions-policy.html,https://www.canada.ca/fr/sante-canada/services/securite-produits-consommation/rapports-publications/pesticides-lutte-antiparasitaire/politiques-lignes-directrices/directive-homologation/2017/dir2017-01-politique-demandes-homologation.html,time,percentage,90,145,160,0.90625,,onl,,,"While there may be different engagement channels, PMRA effectively has a single application point of entry via the Secure Web Portal. Data submitted through the Secure Web Portal is consumed by the Electronic Pesticides Regulatory System (ePRS). All workload and performance information is tracked in and calculated from ePRS.","Bien qu'il existe divers moyens de mobilisation, l'ARLA utilise en effet un seul point d'entrée via un portail Web sécurisé. Les données soumises par l'entremise du portail Web sécurisé sont ?? par le Système électronique de réglementation des pesticides (SERP). Tous les renseignements sur la charge de travail et le rendement sont suivis et calculés à partir du SERP.",https://www.canada.ca/en/health-canada/services/consumer-product-safety/pesticides-pest-management/public/protecting-your-health-environment/public-registry.html,https://www.canada.ca/fr/sante-canada/services/securite-produits-consommation/pesticides-lutte-antiparasitaire/public/proteger-votre-sante-environnement/registre-public.html,Health Canada,Santé Canada
2018-2019,868,Category P – Pre-submission Consultation,Catégorie P - Consultations préalables aux demandes d'homologation,685,80 days total time. Review time excludes time when a submission is on hold pending the applicant. Excludes joint review pre-submission consultations and subject to registration inquiries.,80 jours au total. Le temps d’examen exclut la période où la demande est suspendue dans l’attente de la réponse du demandeur. À l’exception des consultations préalables à la demande d’homologation concernant des examens conjoints et des requêtes assujetties à l’homologation,https://www.canada.ca/en/health-canada/services/consumer-product-safety/reports-publications/pesticides-pest-management/policies-guidelines/regulatory-directive/2017/dir2017-01-management-submissions-policy.html#tb8,https://www.canada.ca/fr/sante-canada/services/securite-produits-consommation/rapports-publications/pesticides-lutte-antiparasitaire/politiques-lignes-directrices/directive-homologation/2017/dir2017-01-politique-demandes-homologation.html#tb8,time,percentage,90,117,190,0.6157894736842106,,onl,,,"While there may be different engagement channels, PMRA effectively has a single application point of entry via the Secure Web Portal. Data submitted through the Secure Web Portal is consumed by the Electronic Pesticides Regulatory System (ePRS). All workload and performance information is tracked in and calculated from ePRS.","Bien qu'il existe divers moyens de mobilisation, l'ARLA utilise en effet un seul point d'entrée via un portail Web sécurisé. Les données soumises par l'entremise du portail Web sécurisé sont ?? par le Système électronique de réglementation des pesticides (SERP). Tous les renseignements sur la charge de travail et le rendement sont suivis et calculés à partir du SERP.",https://www.canada.ca/en/health-canada/services/consumer-product-safety/pesticides-pest-management/public/protecting-your-health-environment/public-registry.html,https://www.canada.ca/fr/sante-canada/services/securite-produits-consommation/pesticides-lutte-antiparasitaire/public/proteger-votre-sante-environnement/registre-public.html,Health Canada,Santé Canada
2018-2019,900,Pension Services – Payments to departing employees and annuitants,Services de pension ‒ Prestations de retraite pour les employés qui quittent leur emploi et les pensionnés,691,Answer public service pension administration calls at the Pension Centre within 180 seconds,Répondre en moins de 180 secondes aux appels au Centre des pensions concernant l’administration des pensions.,,,time,percentage,80,437093,528037,0.8277696449301848,2018-2019,tel,,,,,,,Public Services and Procurement Canada,Services publics et Approvisionnement Canada
2018-2019,762,National Dose Registry,Fichier dosimétrique national,504,National Dose Registry's clients can expect Dose History Summary Requests within 10 business days,Fichier dosimétrique national - Demande du sommaire de l'historique de doses - 10 jours ouvrables,,,time,percentage,100,3500,3500,1.0,,oth,"Channels: FAX, regular mail, encrypted email","Voies : télécopieur, poste, courriel chiffré",,,,,Health Canada,Santé Canada
2018-2019,875,Drug Establishment Licensing (DEL),Les licences d'établissement de produits pharmaceutiques (DLE),687,The target for achieving the standard set as an annual average time to complete DEL applications being no greater than 250 days.,"La cible de rendement relative à cette norme au cours d'un exercice est fixée à la moyenne du nombre de jours nécessaires au traitement des demandes de LEPP, soit un maximum de 250 jours.",https://www.canada.ca/en/health-canada/corporate/about-health-canada/legislation-guidelines/acts-regulations/service-standards-high-volume-regulatory-authorizations/service-standard-drug-establishment-licences-under-food-drug-regulations.html,https://www.canada.ca/fr/sante-canada/organisation/a-propos-sante-canada/legislation-lignes-directrices/lois-reglements/normes-service-autorisations-reglementaires-demande-elevee/norme-service-licences-etablissement-produits-pharmaceutiques-vertu-reglement-aliments-drogues.html,time,percentage,100,3448,3448,1.0,,oth,The channel for which Drug Establishment Licenses service standard is administered is by e-mail or mail,La norme de service applicable aux licences d'établissement pour produits pharmaceutiques est administrée par courriel ou par la poste.,3348 is the number of application completed during FY 2018-2019,3348 est le montant de d'application complété émises durant FY 2018-2019,,,Health Canada,Santé Canada
2018-2019,900,Pension Services – Payments to departing employees and annuitants,Services de pension ‒ Prestations de retraite pour les employés qui quittent leur emploi et les pensionnés,689,Percentage of Pension transactions and pension-related payments processed within established timeframes.,Pourcentage d’opérations liées aux pensions et de paiements relatifs aux pensions traités dans les délais établis.,,,time,percentage,95,29391,29996,0.9798306440858782,2018-2019,oth,"The timeliness value of the service standards is calculated by using transaction dates.

Channel (pay system): This service results in electronic payments being deposited into plan members’ (e.g. retirees and annuitants) accounts.","La valeur de rapidité des normes de service est calculée en utilisant les dates de transaction.

Mode (système de paye): Ce service entraîne le dépôt de paiements électroniques dans les comptes des membres du régime (retraités et rentiers, par exemple).",,,,,Public Services and Procurement Canada,Services publics et Approvisionnement Canada
2018-2019,902,Receiver General Services – Issuing of payments,Services du receveur général ‒ Émission de paiements,692,Percentage of all payments processed by the Receiver General for the Government of Canada as per pre-established schedules.,Pourcentage de paiements versés par le receveur général au nom du gouvernement du Canada conformément aux échéanciers prescrits par la loi.,,,time,percentage,99.9,3200000,3200000,1.0,2017-2018,oth,Transaction dates,Dates de transaction,Approximately 320M payments issued each year.,Environ 320 millions paiements émis chaque année.,,,Public Services and Procurement Canada,Services publics et Approvisionnement Canada
2018-2019,902,Receiver General Services – Issuing of payments,Services du receveur général ‒ Émission de paiements,694,Respond to Receiver General cheque status enquiries within 24 hours,Répondre dans les 24 heures à toute demande de renseignements concernant l’état de chèques du receveur général.,,,time,percentage,99.9,177306,177306,1.0,2018-2019,tel,,,,,,,Public Services and Procurement Canada,Services publics et Approvisionnement Canada
2018-2019,906,Seized Property Management,Gestion des biens saisis,698,Attendance take down when asked 100% of the time.,"Présence lors de la reprise, lorsqu’on le demande, 100 % du temps.",,,acces,percentage,100,10,10,1.0,2017-2018,person,,,,,,,Public Services and Procurement Canada,Services publics et Approvisionnement Canada
2018-2019,908,GCSurplus,GCSurplus,699,Website is operational 24/7.,Veiller à ce que le site Web soit opérationnel en tout temps.,,,time,percentage,95,347,365,0.9506849315068493,2017-2018,oth,N/A,N/A,"Target is for the website to be operational 24/7, 365 days. The result and target was 95%, hence 347.","L'objectif est que le site Web soit opérationnel 24 heures sur 24, 7 jours sur 7, 365 jours par an. Le résultat et la cible étaient de 95%, soit 347.",,,Public Services and Procurement Canada,Services publics et Approvisionnement Canada
2018-2019,914,Reference Services for Publications,Services de référence pour les publications,704,Client inquiries are responded to within 48 hours.,Pourcentage de demandes de clients auxquelles on a répondu dans un délai de 48 heures.,,,time,percentage,80,1120,1167,0.9597257926306769,2017-2018,tel,,,,,,,Public Services and Procurement Canada,Services publics et Approvisionnement Canada
2018-2019,851,Grants and contributions programs,Programmes de subventions et contributions,713,"The funding application decision related to the QEDP and REGI programs, will be made from 35 to 65 calendar days.","La décision relative à une demande de financement liés aux programmes PDEQ et CERI, sera rendu dans un délai de 35 à 65 jours civils.",https://www.dec-ced.gc.ca/eng/services/standards/index.html,https://www.dec-ced.gc.ca/fra/services/normes/index.html,time,other_type,ND,ND,ND,ND,2018-2019,oth,Channel over which standard is administered: By email and by mail.,Mode de prestation par l'entremise duquel la norme est administrée: Par courriel et par courrier.,"For the service: Grants and Contributions Programs, service standard targets are expressed as average processing time in calendar days and not as a percentage. In this case, the target for funding application decision related to the QEDP and REGI programs is from 35 to 65 calendar days, on average. In 2018-2019, funding application decision were communicated in an average of 49 calendar days. Therefore, CED has communicated 463 decisions that all met the service standard (100 % of the time).","Pour le service: Programmes de subventions et contributions, les cibles relatives aux normes de services sont exprimées en temps moyen de traitement (en jours civils) et non en pourcentage. Dans ce cas-ci, la cible établit pour rendre une décision relativement à une demande de financement pour les programmes PDEQ et CERI, est de 35 à 65 jours civils, en moyenne. En 2018-2019, DEC a rendu ses décisions en 49 jours civils, en moyenne. Ainsi, les 463 décisions rendues l'ont été à l'intérieur de la norme, c'est-à-dire dans 100% des cas.",,,Canada Economic Development for Quebec Regions,Développement économique Canada pour les régions du Québec
2018-2019,155,Victim Services,Services aux victimes,987,Process victim statements within 2 working days of receipt by CSC.,Traiter les déclarations de victimes dans les deux jours ouvrables suivant leur réception par le SCC.,,,time,percentage,75,0,0,ND,,onl,,,"CSC is currently developing the capacity to report the number of victims who receive information through the Victims Portal. CSC has also launched a Communications and Outreach Strategy with the goal of increasing awareness of CSC Victim Information Services and the option to use the Portal. CSC expects to begin reporting results in relation to established indicators by September 30, 2020. The date by which CSC will publish results is to be determined.",Le SCC développe actuellement sa capacité de rapporter le nombre de victimes ayant reçu des informations à travers le Portail des Victimes. Le SCC a aussi lancé une Stratégie de communication et de sensibilisation avec comme but d’augmenter la visibilité du Service d’information des victimes et la possibilité de l’utiliser sur le Portail. Le SCC prévoit pouvoir commencer à rapporter les résultats reliés aux indicateurs établis d’ici le 30 septembre 2020. La date à laquelle le SCC publiera les résultats est à déterminer.,,,Correctional Service Canada,Service correctionnel Canada
2018-2019,1595,Transportation Association of Canada,Association des transports du Canada,1676,Issue Payment - 20 business days,Versement des paiements - 20 jours ouvrables,,,time,percentage,80,9,11,0.8181818181818182,,oth,All channels,Tous les canaux,,,,,Transport Canada,Transports Canada
2018-2019,1596,Remote Passenger Rail Program,Programme de contributions pour les services ferroviaires voyageurs,1677,Issue Payment - 20 business days,Versement des paiements - 20 jours ouvrables,,,time,percentage,80,11,12,0.9166666666666666,,oth,All channels,Tous les canaux,,,,,Transport Canada,Transports Canada
2018-2019,851,Grants and contributions programs,Programmes de subventions et contributions,709,Claims for CFP program will be processed in less than 25 calendar days.,Les demandes de réclamation relatives au programme PDC seront traitées en moins de 25 jours.,https://www.dec-ced.gc.ca/eng/services/standards/index.html,https://www.dec-ced.gc.ca/fra/services/normes/index.html,time,other_type,ND,ND,ND,ND,2018-2019,oth,Channel over which standard is administered: By email and mail.,Mode de prestation par l'entremise duquel la norme est administrée: Par courriel et courrier.,"For the service: Grants and Contributions Programs, service standard targets are expressed as average processing time in calender days and not as a percentage. In this case, the target for processing claims related to the CFP  program is under 25 calendar days, on average. In 2018-2019, CED has processed claims in an average of 9 calendar days. Therefore, CED has processed 223 claims that met the service standard on a total of 223 (100 % of the time).","Pour le service: Programmes de subventions et contributions, les cibles relatives aux normes de services sont exprimées en temps moyen de traitement (en jours civils) et non en pourcentage. Dans ce cas-ci, la cible établit pour traiter une demande de réclamation dans le cadre du programme PDC est de moins de 25 jours civils, en moyenne. En 2018-2019, DEC a traité les demandes de réclamation en 9 jours civils, en moyenne. Ainsi, la totalité des 223 demandes reçues, ont été traités à l'intérieur de la norme établit, soit 100% des demandes.",,,Canada Economic Development for Quebec Regions,Développement économique Canada pour les régions du Québec
2018-2019,851,Grants and contributions programs,Programmes de subventions et contributions,715,An acknowledgment of receipt will be sent within the 10 calendar days following the funding application requesting additional information for QEDP and REGI programs.,Un accusé de réception sera transmis dans les 10 jours civils suivant le dépôt d'une demande de financement nécessitant des informations complémentaires pour les programmes PDEQ et CERI.,https://www.dec-ced.gc.ca/eng/services/standards/index.html,https://www.dec-ced.gc.ca/fra/services/normes/index.html,time,other_type,ND,ND,ND,ND,2018-2019,oth,Channel over which standard is administered: By email and by mail.,Mode de prestation par l'entremise duquel la norme est administrée: Par courriel et par courrier.,"For the service: Grants and Contributions Programs, service standard targets are expressed as average processing time in calendar days and not as a percentage. In this case, the target for sending an acknowledgment receipt following a funding application requesting additional information for the QEDP and REGI programs is 10 calendar days, on average. In 2018-2019, acknowledgment receipts were sent in an average of 4 calendar days. Therefore, CED has sent 57 acknowledgement receipts that met the service standard on a total of 57 (100 % of the time).","Pour le service Programmes de subventions et contributions, les cibles relatives aux normes de services sont exprimées en temps moyen de traitement (en jours civils) et non en pourcentage. Dans ce cas-ci, la cible établit pour transmettre un accusé de réception suivant une demande de financement qui nécessite des informations complémentaires, pour les programmes PDEQ et CERI, est de 10 jours civils, en moyenne. En 2018-2019, DEC a transmis ses accusés de réception en 4 jours civils, en moyenne. Ainsi, sur 57 accusés de réception transmis, 57 étaient fait à l'intérieur de la norme, c'est-à-dire dans 100% des cas.",,,Canada Economic Development for Quebec Regions,Développement économique Canada pour les régions du Québec
2018-2019,851,Grants and contributions programs,Programmes de subventions et contributions,711,Claims for QEDP and REGI programs will be processed in less than 25 calendar days.,Les demandes de réclamation pour les programmes PDEQ et CERI seront traitées en moins de 25 jours civils.,https://www.dec-ced.gc.ca/eng/services/standards/index.html,https://www.dec-ced.gc.ca/fra/services/normes/index.html,time,other_type,ND,ND,ND,ND,2018-2019,oth,Channel over which standard is administered: By email and by mail.,Mode de prestation par l'entremise duquel la norme est administrée: Par courriel et par courrier.,"For the service: Grants and Contributions Programs, service standard targets are expressed as average processing time in calendar days and not as a percentage. In this case, the target for processing claims related to the QEDP and REGI programs is under 25 calendar days, on average. In 2018-2019, CED has processed claims in an average of 15 calendar days. Therefore, CED has processed 1 315 claims that met the service standard on a total of 1 486 (88 % of the time).","Pour le service: Programmes de subventions et contributions, les cibles relatives aux normes de services sont exprimées en temps moyen de traitement (en jours civils) et non en pourcentage. Dans ce cas-ci, la cible établit pour traiter une demande de réclamation dans le cadre des programmes PDEQ et CERI est de moins de 25 jours civils, en moyenne. En 2018-2019, DEC a traité les demandes de réclamation en 15 jours civils, en moyenne. Ainsi, sur les 1 486 demandes reçues, 1 315 demandes ont été traités à l'intérieur de la norme établit, soit 88% des demandes.",,,Canada Economic Development for Quebec Regions,Développement économique Canada pour les régions du Québec
2018-2019,904,Document Imaging Services,Services d'imagerie documentaire,695,All document imaging request by departments fulfilled within agreed upon timeframes.,Veiller à ce que toutes les demandes de services d’imagerie documentaire présentées par les ministères et les organismes soient exécutées dans les délais convenus.,,,time,percentage,95,45000000,45000000,1.0,2017-2018,oth,Transaction dates,Dates de transaction,Quality standard reflected only,Norme de qualité reflétée uniquement,,,Public Services and Procurement Canada,Services publics et Approvisionnement Canada
2018-2019,905,Canadian General Standards Board,Office des normes générales du Canada,696,Percentage of National Standards of Canada collection review started in fiscal year (20% reviewed per year based on a five-year cycle).,Pourcentage de la collection des Normes nationales du Canada examinée pendant l’exercice (examen de 20 % par année pendant une période de 5 ans).,,,time,percentage,20,95,140,0.6785714285714286,2018-2019,oth,Completion percentage,Pourcentage d'achèvement,"This is an unusual situation. There was a high percentage of standards reviewed given CGSB conducted a special exercise and undertook a full review of its standards’ inventory and chose to withdrew a number of them (due to lack of use and support from industry).

Target is 20% (100% over 5 years)","C'est une situation inhabituelle. Un pourcentage élevé de normes ont été examinées étant donné que l’ONGC a mené un exercice spécial et a entrepris un examen complet de son inventaire de normes et a choisi d’en retirer un certain nombre (en raison du manque d’utilisation et du soutien de l’industrie).

La cible est 20% (100% sur 5 ans)",,,Public Services and Procurement Canada,Services publics et Approvisionnement Canada
2018-2019,906,Seized Property Management,Gestion des biens saisis,697,Compliance to court ordered timing 100% of the time.,Respect des délais ordonnés par le tribunal 100 % du temps.,,,time,percentage,100,14857,14857,1.0,2017-2018,oth,Transaction dates,Dates de transaction,,,,,Public Services and Procurement Canada,Services publics et Approvisionnement Canada
2018-2019,909,Advertising – Coordination and Training Services,"""Publicité ‒ Services de coordination et de formation""",701,Statements of Work are reviewed within three (3) days.,Examiner les énoncés des travaux dans un délai de trois (3) jours,,,time,percentage,90,275,275,1.0,2017-2018,oth,Transaction dates,Dates de transaction,,,,,Public Services and Procurement Canada,Services publics et Approvisionnement Canada
2018-2019,910,"Public Opinion Research – Coordination, Advisory and Knowledge Management Services","Recherche sur l'opinion publique ‒ Services de coordination, services-conseils et services de gestion des connaissances",702,Provides feedback on supplier proposals within three (3) business days of receipt.,Fournir des commentaires sur les propositions des fournisseurs dans les trois (3) jours ouvrables suivant la réception de la rétroaction.,,,time,percentage,80,137,138,0.9927536231884058,2017-2018,oth,Transaction dates,Dates de transaction,,,,,Public Services and Procurement Canada,Services publics et Approvisionnement Canada
2018-2019,916,Copyright Media Clearance Program,Programme d’autorisation pour les médias protégés par les droits d’auteur,705,Client inquiries are responded to within 48 hours.,Pourcentage de demandes de clients auxquelles on a répondu dans un délai de 48 heures.,,,time,percentage,90,271,287,0.9442508710801394,2017-2018,oth,Transaction dates,Dates de transaction,,,,,Public Services and Procurement Canada,Services publics et Approvisionnement Canada
2018-2019,903,Common Departmental Financial System,Système financier ministériel commun,707,Response provided within 48 hours,Réponse fournie dans 48 heures,,,time,percentage,99,339,339,1.0,,oth,Transaction dates,Dates de transaction,,,,,Public Services and Procurement Canada,Services publics et Approvisionnement Canada
2018-2019,851,Grants and contributions programs,Programmes de subventions et contributions,717,An acknowledgment of receipt will be sent within the 5 calendar days following the funding application submission for QEDP and REGI programs.,Un accusé de réception sera transmis dans les 5 jours civils suivant le dépôt d'une demande de financement pour les programmes PDEQ et CERI.,https://www.dec-ced.gc.ca/eng/services/standards/index.html,https://www.dec-ced.gc.ca/fra/services/normes/index.html,time,other_type,ND,ND,ND,ND,2018-2019,oth,Channel over which standard is administered: By email and by mail.,Mode de prestation par l'entremise duquel la norme est administrée: Par courriel et par courrier.,"For the service: Grants and Contributions Programs, service standard targets are expressed as average processing time in calendar days and not as a percentage. In this case, the target for sending an acknowledgment receipt following a funding application for the QEDP and REGI programs is 5 calendar days, on average. In 2018-2019, acknowledgment receipts were sent in an average of 3 calendar days for the QEDP and REGI Programs. Therefore, CED has sent 401 acknowledgement receipts that met the service standard on a total of 462 (87 % of the time).","Pour le service ""Programmes de subventions et contributions"", les cibles relatives aux normes de services sont exprimées en temps moyen de traitement (en jours civils) et non en pourcentage. Dans ce cas-ci, la cible établit pour transmettre un accusé de réception suivant une demande de financement pour les programmes PDEQ et CERI est de 5 jours civils, en moyenne. En 2018-2019, DEC a transmis ses accusés de réception en 3 jours civils, en moyenne. Ainsi, sur 462 accusés de réception transmis, 401 étaient fait à l'intérieur de la norme, c'est-à-dire dans 87% des cas.",,,Canada Economic Development for Quebec Regions,Développement économique Canada pour les régions du Québec
2018-2019,846,Grants for the Disposal of Surplus Lighthouses,Programme de subventions et de contributions pour l’aliénation de phares excédentaires,722,Notification of the funding decision: 5 business days,Notification de la décision de financement : 5 jours ouvrables,http://www.dfo-mpo.gc.ca/standards/index-eng.htm,http://www.dfo-mpo.gc.ca/standards/index-fra.htm,time,percentage,90,3,3,1.0,,person,,,,,,,Fisheries and Oceans Canada,Pêches et Océans Canada
2018-2019,846,Grants for the Disposal of Surplus Lighthouses,Programme de subventions et de contributions pour l’aliénation de phares excédentaires,723,Requisition for payment: 45 business days,Requisition pour le paiement : 45 jours ouvrables,http://www.dfo-mpo.gc.ca/standards/index-eng.htm,http://www.dfo-mpo.gc.ca/standards/index-fra.htm,time,percentage,90,3,3,1.0,,person,,,,,,,Fisheries and Oceans Canada,Pêches et Océans Canada
2018-2019,136,AgriAssurance: National Industry Association Component,Programme Agri-assurance : Volet Associations nationales de l'industrie,736,Send you an email acknowledging receipt of your application within 1 business day.,D'accuser réception de votre demande dans un délai d'un jour ouvrable.,http://www.agr.gc.ca/eng/programs-and-services/agriassurance-program-national-industry-association-component/step-4-after-you-apply/?id=1515011324107,http://www.agr.gc.ca/fra/programmes-et-services/programme-agri-assurance-volet-associations-nationales-de-l-industrie/etape-4-apres-avoir-presente-votre-demande/?id=1515011324107,time,percentage,80,35,35,1.0,2017-2018,oth,Email,Courriel,,,http://www.agr.gc.ca/eng/programs-and-services/agriassurance-program-national-industry-association-component/step-3-how-to-apply/?id=1515011266778,http://www.agr.gc.ca/fra/programmes-et-services/programme-agri-assurance-volet-associations-nationales-de-l-industrie/etape-3-comment-presenter-une-demande/?id=1515011266778,Agriculture and Agri-Food Canada,Agriculture et Agroalimentaire Canada
2018-2019,938,"Contract Security (Company Registration, Personal Security Screening, Call Centre)","Sécurité des contracts (enregistrement d'une entreprise, filtrage de la  sécurité du personnel, centre d'appels)",726,Process a complex request for reliability status (to access protected information and assets) within 120 business days,Traiter toute demande complexe de cote de fiabilité (pour l’accès à des renseignements et biens protégés) dans un délai de 120 jours ouvrables,,,time,percentage,85,25626,27520,0.9311773255813953,,onl,,,,,,,Public Services and Procurement Canada,Services publics et Approvisionnement Canada
2018-2019,938,"Contract Security (Company Registration, Personal Security Screening, Call Centre)","Sécurité des contracts (enregistrement d'une entreprise, filtrage de la  sécurité du personnel, centre d'appels)",727,Process a simple request for security clearance (to access classified information and assets) within 75 business days,Traiter toute demande simple d’attestation de sécurité (pour l’accès à des renseignements et biens classifiés) dans un délai de 75 jours ouvrables,,,time,percentage,80,21095,21590,0.9770727188513201,,onl,,,,,,,Public Services and Procurement Canada,Services publics et Approvisionnement Canada
2018-2019,938,"Contract Security (Company Registration, Personal Security Screening, Call Centre)","Sécurité des contracts (enregistrement d'une entreprise, filtrage de la  sécurité du personnel, centre d'appels)",728,Process a complex request for security clearance (to access Classified information and assets) within 120 business days.,Traiter toute demande complexe d’attestation de sécurité (pour l’accès à des renseignements ou biens classifiés) dans un délai de 120 jours ouvrables.,,,time,percentage,80,12601,13946,0.903556575362111,,onl,,,,,,,Public Services and Procurement Canada,Services publics et Approvisionnement Canada
2018-2019,938,"Contract Security (Company Registration, Personal Security Screening, Call Centre)","Sécurité des contracts (enregistrement d'une entreprise, filtrage de la  sécurité du personnel, centre d'appels)",725,Process a simple request for reliability status (to access protected information and assets) within 7 business days,Traiter toute demande simple de cote de fiabilité (pour l'accès à des renseignements et biens protégés) dans un délai de 7 jours ouvrables.,,,time,percentage,85,38085,39415,0.9662565013319802,,onl,,,,,,,Public Services and Procurement Canada,Services publics et Approvisionnement Canada
2018-2019,939,Integrity Verification Services,Services de vérification d'intégrité,731,Complete verification checks within 4 hours.,Terminer les vérifications dans un délai de 4 heures.,,,time,percentage,80,26480,26747,0.9900175720641567,,onl,,,,,,,Public Services and Procurement Canada,Services publics et Approvisionnement Canada
2018-2019,940,"Controlled Goods (Company Registration, Security Assessments, Exemption Applications for Visitors and Temporary Workers)","Marchandises contrôlées (enregistrement des entreprises, évaluations de sécurité, demandes d'exemption pour les visiteurs et les travailleurs temporaires)",732,Companies are compliant with the Controlled Goods Regulations upon first inspection,Entreprises conformes aux exigences du Règlement sur les marchandises contrôlées suite à une première inspection,,,accur,other_type,ND,ND,ND,ND,,oth,"Target type is dichotomous, the company is either compliant or non-compliant","Le type de cible est dichotomique, l'entreprise est conforme ou non conforme.",Telephone or in-person inspections,Inspections par téléphone ou en personne,,,Public Services and Procurement Canada,Services publics et Approvisionnement Canada
2018-2019,135,Farm Debt Mediation Service,Service de médiation en matière d'endettement agricole,734,Our goal is to respond to general inquiries made to our phone number before the end of the next business day.,Notre objectif est de répondre aux demandes de renseignements générales reçues par téléphone avant la fin du jour ouvrable suivant.,http://www.agr.gc.ca/eng/programs-and-services/farm-debt-mediation-service/?id=1536081857309#l0,http://www.agr.gc.ca/fra/programmes-et-services/service-de-mediation-en-matiere-d-endettement-agricole/?id=1536081857309#l0,time,percentage,80,2649,2676,0.9899103139013453,2017-2018,tel,,,,,http://www.agr.gc.ca/eng/programs-and-services/farm-debt-mediation-service/?id=1536081857309#l0,http://www.agr.gc.ca/fra/programmes-et-services/service-de-mediation-en-matiere-d-endettement-agricole/?id=1536081857309#l0,Agriculture and Agri-Food Canada,Agriculture et Agroalimentaire Canada
2018-2019,136,AgriAssurance: National Industry Association Component,Programme Agri-assurance : Volet Associations nationales de l'industrie,735,Respond to general inquiries made to our email address before the end of the next business day.,De répondre aux demandes de renseignements générales que nous recevons par courriel avant la fin du jour ouvrable suivant.,http://www.agr.gc.ca/eng/programs-and-services/agriassurance-program-national-industry-association-component/step-4-after-you-apply/?id=1515011324107,http://www.agr.gc.ca/fra/programmes-et-services/programme-agri-assurance-volet-associations-nationales-de-l-industrie/etape-4-apres-avoir-presente-votre-demande/?id=1515011324107,time,percentage,80,22,29,0.7586206896551724,2017-2018,oth,Email,Courriel,,,http://www.agr.gc.ca/eng/programs-and-services/agriassurance-program-national-industry-association-component/step-3-how-to-apply/?id=1515011266778,http://www.agr.gc.ca/fra/programmes-et-services/programme-agri-assurance-volet-associations-nationales-de-l-industrie/etape-3-comment-presenter-une-demande/?id=1515011266778,Agriculture and Agri-Food Canada,Agriculture et Agroalimentaire Canada
2018-2019,932,National DNA Data Bank (NDDB) Indices Comparison,Comparaison des indices de la Banque nationale de données génétiques (BNDG),2160,100% accuracy for all NDDB hit matches.,Précision à 100 % pour toutes les correspondances avec les résultats de la BNDG.,,,accur,percentage,100,37000,37000,1.0,,tel,,,Meeting the target is a statutory legislative requirement. Approximately 100% of business volume meets the service standard (4 errors have been tracked in 19 years).,L'atteinte de l'objectif est une exigence prévue par la loi. Environ 100 % du volume d'activités répond à la norme de service (4 erreurs ont été relevées en 19 ans).,,,Royal Canadian Mounted Police,Gendarmerie royale du Canada
2018-2019,937,Access to Information and Privacy (ATIP),Accès à l’information et de protection des renseignements personnels (AIPRP),721,The service standard is 30 days to reply to a request under federal legislation for both the Access to Information Act and Privacy Act.,"En vertu de la Loi sur l'accès à l'information et de la Loi sur la protection des renseignements personnels, la norme de service est de 30 jours pour répondre à une demande.",,,time,percentage,80,0,8500,0.0,,oth,Mail and online,To follow,Percentage of outcomes meeting service standard: 28.6% under Access to Information and 40.9% under Privacy.,"28,6 % en vertu de la Loi sur l'accès à l'information et 40,9 % en vertu de la Loi sur la protection des renseignements personnels.",,,Royal Canadian Mounted Police,Gendarmerie royale du Canada
2018-2019,1913,Canada History Fund,Fonds pour l’histoire du Canada,2253,"Canadian Heritage will issue a written notification of the funding decision within 22 weeks of the date we receive funding application or program deadline, provided we receive the funding application, duly completed as per the program's requirements.","Patrimoine canadien émettra un avis écrit de la décision de financement dans les 22 semaines qui suivent la réception de la demande ou le date limite établie par programme, sous réserve que nous ayons reçu votre demande de financement dûment remplie conformément aux exigences du programme.","https://www.canada.ca/en/canadian-heritage/services/funding/service-standards.html,https://www.canada.ca/en/canadian-heritage/services/funding/service-standards/decision-standards.html","https://www.canada.ca/fr/patrimoine-canadien/services/financement/normes-service.html,https://www.canada.ca/fr/patrimoine-canadien/services/financement/normes-service/normes-decision.html",time,percentage,80,53,57,0.9298245614035088,2016-2017,onl,,,,,,,Canadian Heritage,Patrimoine canadien
